"","X1_mean","X2_mean","M","D","prob","ranking"
"g9575",3178.60885453364,99303.0289730263,-4.96537032309786,96124.4201184926,0.973590059244441,-96124.4202467374
"g1008",54447.5091153984,2554.94485190423,4.41350199325166,51892.5642634942,0.962422097407094,51892.5644511801
"g1343",145729.485545098,9416.37720870121,3.9519768840168,136313.108336397,0.959244441024852,136313.108393685
"g149",7795.79578608911,90791.7902730252,-3.54179364538794,82995.994486936,0.948853581595753,-82995.9945625078
"g451",73375.1136420497,717998.237749499,-3.29061756535369,644623.124107449,0.944698776640763,-644623.124115848
"g12220",127794.003830186,12756.8941846105,3.32447110982274,115037.109645576,0.943860121566515,115037.109693613
"g286",4434.9797613226,44452.4744081514,-3.32526430161931,40017.4946468288,0.937123951681157,-40017.4947849856
"g22",20759.2158714005,171061.738692888,-3.04269325335538,150302.522821488,0.93592367469416,-150302.522852285
"g10881",33409.7356853173,3126.55607698132,3.4176222707708,30283.179608336,0.935362006616912,30283.1798011846
"g1321",111784.575919987,13689.3022196445,3.02960032272384,98095.2737003428,0.934477187043164,98095.2737471263
"g299",48752.3425903187,349238.726103066,-2.84067009591695,300486.383512747,0.928737400938678,-300486.383526175
"g9676",8742.12831420957,46.1484291805361,7.56555920182595,8695.97988502904,0.927021620373932,8695.98317607133
"g270",5462.3992500179,43648.0233812998,-2.99830965178507,38185.6241312819,0.926221435715934,-38185.6242489945
"g11",76157.8273361297,505977.670503013,-2.73200949168029,429819.843166884,0.92395937524044,-429819.843175566
"g682",11872.0849923983,80331.8292680823,-2.7583984036928,68459.744275684,0.921654997307071,-68459.744331255
"g383",109073.409544062,683055.486236346,-2.64670333967257,573982.076692284,0.920308532738324,-573982.076698386
"g546",3912.20735667541,31088.3088486425,-2.9903173948081,27176.1014919671,0.91985073478495,-27176.1016564866
"g423",71260.1749174095,440030.516376091,-2.62643564910057,368770.341458682,0.919069785335077,-368770.341468035
"g465",6862.81875735745,47300.0422541776,-2.78496831271041,40437.2234968202,0.917888743556205,-40437.2235927225
"g1187",35615.3010129529,4974.59090007461,2.839847392259,30640.7101128783,0.91616526890821,30640.7102444799
"g171",173195.070038159,1000341.66927157,-2.53002307062847,827146.599233411,0.914064784180965,-827146.59923728
"g609",12935.7551222918,78216.3433213291,-2.59610581692766,65280.5881990373,0.913795491267215,-65280.5882506588
"g510",24804.0242577219,144964.801991295,-2.54705654025177,120160.777733573,0.913603139185966,-120160.777760568
"g493",208403.982283996,1180659.31449896,-2.50213797678119,972255.332214968,0.912441332615219,-972255.332218188
"g659",41863.7667984257,237771.390729225,-2.50580110402867,195907.623930799,0.912218204200969,-195907.623946825
"g1090",291132.715319414,51565.6254695695,2.49719540195055,239567.089849844,0.911914287912595,239567.089862859
"g445",13072.1720089059,77008.0935391478,-2.55851120852603,63935.9215302418,0.911625759790721,-63935.9215814336
