"","x"
"1","g2109"
"2","g5153"
"3","g10022"
"4","g8214"
"5","g749"
"6","g487"
"7","g224"
"8","g8228"
"9","g277"
"10","g1296"
"11","g257"
"12","g237"
"13","g152"
"14","g539"
"15","g577"
"16","g210"
"17","g11972"
"18","g1173"
"19","g506"
"20","g6922"
"21","g600"
"22","g905"
"23","g566"
"24","g30"
"25","g114"
"26","g230"
"27","g12889"
"28","g1121"
"29","g385"
"30","g241"
"31","g898"
"32","g313"
"33","g464"
"34","g648"
"35","g705"
"36","g4620"
"37","g525"
"38","g233"
"39","g383"
"40","g120"
"41","g148"
"42","g571"
"43","g819"
"44","g836"
"45","g436"
"46","g1071"
"47","g636"
"48","g803"
"49","g343"
"50","g1259"
"51","g741"
"52","g513"
"53","g106"
"54","g452"
"55","g584"
"56","g5220"
"57","g547"
"58","g515"
"59","g384"
"60","g812"
"61","g1185"
"62","g868"
"63","g8694"
"64","g668"
"65","g12114"
"66","g431"
"67","g978"
"68","g1036"
"69","g402"
"70","g36"
"71","g1061"
"72","g1053"
"73","g910"
"74","g101"
"75","g3227"
"76","g131"
"77","g908"
"78","g1051"
"79","g34"
"80","g625"
"81","g982"
"82","g189"
"83","g804"
"84","g962"
"85","g357"
"86","g995"
"87","g424"
"88","g667"
"89","g1047"
"90","g350"
"91","g1250"
"92","g480"
"93","g4167"
"94","g305"
"95","g365"
"96","g4126"
"97","g1143"
"98","g78"
"99","g1133"
"100","g442"
"101","g1175"
"102","g1206"
"103","g12952"
"104","g72"
"105","g59"
"106","g542"
"107","g398"
"108","g454"
"109","g53"
"110","g485"
"111","g551"
"112","g797"
"113","g650"
"114","g263"
"115","g842"
"116","g130"
"117","g204"
"118","g265"
"119","g182"
"120","g274"
"121","g1189"
"122","g599"
"123","g395"
"124","g1067"
"125","g283"
"126","g10443"
"127","g150"
"128","g562"
"129","g186"
"130","g70"
"131","g889"
"132","g58"
"133","g923"
"134","g491"
"135","g291"
"136","g1172"
"137","g786"
"138","g288"
"139","g693"
"140","g746"
"141","g827"
"142","g199"
"143","g847"
"144","g1153"
"145","g7988"
"146","g6998"
"147","g279"
"148","g1176"
"149","g598"
"150","g1201"
"151","g952"
"152","g359"
"153","g77"
"154","g1188"
"155","g541"
"156","g401"
"157","g683"
"158","g585"
"159","g941"
"160","g56"
"161","g211"
"162","g879"
"163","g8329"
"164","g597"
"165","g268"
"166","g89"
"167","g105"
"168","g12893"
"169","g614"
"170","g1116"
"171","g882"
"172","g129"
"173","g839"
"174","g1112"
"175","g920"
"176","g190"
"177","g7860"
"178","g1380"
"179","g560"
"180","g564"
"181","g10056"
"182","g1237"
"183","g1159"
"184","g11585"
"185","g807"
"186","g7048"
"187","g616"
"188","g258"
"189","g413"
"190","g201"
"191","g378"
"192","g5787"
"193","g7213"
"194","g136"
"195","g1070"
"196","g1022"
"197","g901"
"198","g352"
"199","g1085"
"200","g824"
"201","g159"
"202","g6466"
"203","g289"
"204","g138"
"205","g8413"
"206","g1196"
"207","g993"
"208","g429"
"209","g3037"
"210","g8424"
"211","g1046"
"212","g659"
"213","g592"
"214","g1148"
"215","g5713"
"216","g125"
"217","g3687"
"218","g498"
"219","g1118"
"220","g1012"
"221","g4265"
"222","g867"
"223","g10558"
"224","g1158"
"225","g811"
"226","g9267"
"227","g394"
"228","g11716"
"229","g47"
"230","g188"
"231","g12851"
"232","g2347"
"233","g10339"
"234","g860"
"235","g1256"
"236","g11739"
"237","g961"
"238","g341"
"239","g1777"
