"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g4",1040.01881498662,1.4259974823483,0.232684124074341,6.12846917692031,8.87286133213658e-10,7.73018067679521e-08
"g5",24005.9169032395,1.12709027579099,0.204944892290431,5.49947970498221,3.80913544792932e-08,2.50586696253065e-06
"g6",33163.6146673034,0.855692107151104,0.188958156493123,4.52847404436997,5.94111773770194e-06,0.000247112168096544
"g7",3783.56324549881,1.08789209171845,0.316674934076083,3.43535902168081,0.00059176927295794,0.0142355839655218
"g9",4203.71604876991,1.39375829281913,0.305025150945618,4.56932252471082,4.89303307178266e-06,0.00020617898178943
"g15",30782.8492325469,1.3132085316892,0.359635724910567,3.65149633567624,0.000260716819655638,0.00709955612610771
"g16",13743.1661386929,0.631902328114631,0.200613475489575,3.14984986214182,0.00163354387203972,0.0327063892640996
"g23",7207.32805679753,1.22918007025959,0.276929736397357,4.43859906938952,9.05463050082821e-06,0.000360340758264441
"g25",3291.06444525464,1.42372277294055,0.421338213857348,3.37904971852987,0.000727368524915558,0.0170423326424622
"g27",24159.5590429058,1.18886947333397,0.31481255767248,3.77643599138388,0.000159088418555236,0.00467263341423966
"g30",6142.92846498684,2.44822638667767,0.32594433781441,7.5111793722021,5.8597037165859e-14,9.81234022359203e-12
"g32",536.578050973278,0.96757736649903,0.270117047926532,3.58206701104699,0.000340886319011811,0.00889754695817468
"g34",37115.1474804611,1.86970831761378,0.232551264894027,8.03998343533331,8.98506172262687e-16,2.10642519730092e-13
"g35",341.455384833732,1.72685995841082,0.560805009694238,3.07925201907939,0.00207521052507295,0.0398774433834435
"g36",907.380597192705,3.14443946774854,0.609652069420869,5.15776067279746,2.49920777892399e-07,1.38899935782095e-05
"g38",28384.6475473105,0.765536786235667,0.229724933781537,3.33240616782014,0.000860984985661316,0.0196487440798531
"g39",217.710218002736,1.51737324427645,0.449411707773273,3.37635450530354,0.000734532096053146,0.0171577116784588
"g41",1305.48634303714,1.2662905281323,0.406776645510434,3.11298729194084,0.00185203992259647,0.0363473405813682
"g42",208.066388286864,0.751298607737966,0.240591784226017,3.12271098597524,0.00179193617188938,0.0353627170436448
"g44",315.123517403797,1.31141873398284,0.387292505842969,3.38611957163603,0.000708884886428152,0.0166832842645067
"g47",6984.73523952588,1.47096295135288,0.425595116271814,3.45624960229437,0.000547747853122882,0.0133762515495577
"g49",471.035312827225,2.09498078989077,0.33288235190887,6.29345706637008,3.10472408600489e-10,2.96535647147756e-08
"g50",65.1946188895755,3.10333064376226,0.966721112243018,3.21016123932766,0.00132660534790049,0.0275891118642403
"g52",5409.47977585899,1.04864300329716,0.200696908718091,5.22500824748697,1.74147347177e-07,1.00693089439473e-05
