"","x"
"1","g10910"
"2","g12040"
"3","g12167"
"4","g638"
"5","g5956"
"6","g645"
"7","g479"
"8","g375"
"9","g145"
"10","g12496"
"11","g607"
"12","g612"
"13","g866"
"14","g1294"
"15","g270"
"16","g656"
"17","g597"
"18","g1185"
"19","g185"
"20","g172"
"21","g243"
"22","g251"
"23","g839"
"24","g514"
"25","g873"
"26","g374"
"27","g526"
"28","g5884"
"29","g1251"
"30","g1109"
"31","g666"
"32","g500"
"33","g303"
"34","g454"
"35","g377"
"36","g563"
"37","g370"
"38","g120"
"39","g179"
"40","g99"
"41","g574"
"42","g11243"
"43","g183"
"44","g50"
"45","g483"
"46","g546"
"47","g984"
"48","g8050"
"49","g1873"
"50","g1235"
"51","g1063"
"52","g8"
"53","g6658"
"54","g427"
"55","g4762"
"56","g416"
"57","g9448"
"58","g730"
"59","g794"
"60","g1189"
"61","g155"
"62","g1196"
"63","g586"
"64","g403"
"65","g6293"
"66","g341"
"67","g1299"
"68","g1270"
"69","g1077"
"70","g1005"
"71","g4925"
"72","g23"
"73","g545"
"74","g591"
"75","g1032"
"76","g1001"
"77","g820"
"78","g1016"
"79","g625"
"80","g5929"
"81","g1254"
"82","g934"
"83","g4127"
"84","g418"
"85","g496"
"86","g203"
"87","g12789"
"88","g945"
"89","g391"
"90","g2003"
"91","g204"
"92","g432"
"93","g1297"
"94","g103"
"95","g805"
"96","g72"
"97","g602"
"98","g272"
"99","g161"
"100","g2501"
"101","g548"
"102","g581"
"103","g437"
"104","g90"
"105","g56"
"106","g11906"
"107","g497"
"108","g116"
"109","g7945"
"110","g1298"
"111","g992"
"112","g59"
"113","g470"
"114","g673"
"115","g650"
"116","g6032"
"117","g847"
"118","g614"
"119","g174"
"120","g626"
"121","g573"
"122","g6519"
"123","g1102"
"124","g62"
"125","g864"
"126","g210"
"127","g11555"
"128","g309"
"129","g12351"
"130","g101"
"131","g348"
"132","g49"
"133","g559"
"134","g691"
"135","g114"
"136","g993"
"137","g681"
"138","g83"
"139","g414"
"140","g112"
"141","g329"
"142","g9485"
"143","g299"
"144","g8094"
"145","g1243"
"146","g532"
"147","g860"
"148","g1167"
"149","g639"
"150","g1012"
"151","g997"
"152","g715"
"153","g452"
"154","g739"
"155","g542"
"156","g436"
"157","g795"
"158","g608"
"159","g817"
"160","g463"
"161","g11345"
"162","g12259"
"163","g248"
"164","g688"
"165","g10"
"166","g14"
"167","g60"
"168","g6117"
"169","g1066"
"170","g528"
"171","g105"
"172","g1110"
"173","g413"
"174","g94"
"175","g11380"
"176","g810"
"177","g845"
"178","g421"
"179","g209"
"180","g97"
"181","g649"
"182","g249"
"183","g263"
"184","g5317"
"185","g601"
"186","g1213"
"187","g1129"
"188","g1008"
"189","g201"
"190","g282"
"191","g3932"
"192","g9846"
"193","g33"
"194","g435"
"195","g6745"
"196","g402"
"197","g6578"
"198","g757"
"199","g562"
"200","g1124"
"201","g1155"
"202","g82"
"203","g1937"
"204","g12678"
"205","g8136"
"206","g193"
"207","g8021"
"208","g621"
"209","g276"
"210","g136"
"211","g39"
"212","g771"
"213","g567"
"214","g149"
"215","g1218"
"216","g4323"
"217","g379"
"218","g829"
"219","g853"
"220","g12366"
"221","g385"
"222","g664"
"223","g976"
"224","g46"
"225","g8325"
"226","g37"
"227","g589"
"228","g1091"
"229","g70"
"230","g1139"
"231","g1300"
"232","g74"
"233","g5478"
"234","g4100"
"235","g1216"
"236","g6405"
"237","g88"
"238","g359"
"239","g5598"
"240","g3031"
"241","g949"
"242","g1144"
"243","g6305"
"244","g10277"
"245","g529"
"246","g144"
"247","g918"
"248","g797"
"249","g237"
"250","g106"
"251","g977"
"252","g486"
"253","g802"
"254","g4314"
"255","g12739"
"256","g12877"
"257","g154"
"258","g3206"
"259","g7123"
"260","g576"
"261","g513"
"262","g31"
"263","g8032"
"264","g741"
