"","GeneNames","value1","value2","log2.Fold_change.","log2.Fold_change..normalized","p.value","q.value.Benjamini.et.al..1995.","q.value.Storey.et.al..2003.","Signature.q.value.Benjamini.et.al..1995....0.05."
"1","g1",8332,4119,1.01636871317239,1.01636871317239,0,0,0,TRUE
"2","g5",1979,3481,-0.814730201676172,-0.814730201676172,0,0,0,TRUE
"3","g6",5718,7844,-0.456078915561053,-0.456078915561053,0,0,0,TRUE
"4","g10",699,1714,-1.29400274873706,-1.29400274873706,0,0,0,TRUE
"5","g12",12700,14361,-0.177327714894032,-0.177327714894032,0,0,0,TRUE
"6","g14",144,2853,-4.30833903013941,-4.30833903013941,0,0,0,TRUE
"7","g16",29,390,-3.74934931862204,-3.74934931862204,0,0,0,TRUE
"8","g17",381,1039,-1.44733275141089,-1.44733275141089,0,0,0,TRUE
"9","g18",2571,5402,-1.07116402967531,-1.07116402967531,0,0,0,TRUE
"10","g20",31876,36140,-0.181125903920087,-0.181125903920087,0,0,0,TRUE
"11","g21",3591,5946,-0.727533810242985,-0.727533810242985,0,0,0,TRUE
"12","g22",3152,4438,-0.493642132740636,-0.493642132740636,0,0,0,TRUE
"13","g26",2396,3348,-0.482671619761557,-0.482671619761557,0,0,0,TRUE
"14","g27",7860,16072,-1.03194825158732,-1.03194825158732,0,0,0,TRUE
"15","g28",19173,33628,-0.810586885000257,-0.810586885000257,0,0,0,TRUE
"16","g33",6432,13405,-1.059431907691,-1.059431907691,0,0,0,TRUE
"17","g35",11771,18244,-0.632185186218491,-0.632185186218491,0,0,0,TRUE
"18","g36",218,1082,-2.31130045904989,-2.31130045904989,0,0,0,TRUE
"19","g37",8847,11833,-0.419555655793399,-0.419555655793399,0,0,0,TRUE
"20","g38",1942,3722,-0.938534854639959,-0.938534854639959,0,0,0,TRUE
"21","g39",12670,27608,-1.12366985440734,-1.12366985440734,0,0,0,TRUE
"22","g40",294,720,-1.29218075149331,-1.29218075149331,0,0,0,TRUE
"23","g41",4150,9187,-1.14648249222446,-1.14648249222446,0,0,0,TRUE
"24","g43",1476,3854,-1.38466385023533,-1.38466385023533,0,0,0,TRUE
"25","g45",490,1463,-1.57807611513592,-1.57807611513592,0,0,0,TRUE
"26","g46",17288,49298,-1.51175814092375,-1.51175814092375,0,0,0,TRUE
"27","g47",4308,10261,-1.25208118264988,-1.25208118264988,0,0,0,TRUE
"28","g49",6480,10155,-0.648124521411528,-0.648124521411528,0,0,0,TRUE
"29","g51",2066,3479,-0.751832424754831,-0.751832424754831,0,0,0,TRUE
"30","g52",1,59,-5.88264304936184,-5.88264304936184,0,0,0,TRUE
"31","g55",13736,22649,-0.721485409267418,-0.721485409267418,0,0,0,TRUE
"32","g56",3611,6737,-0.89970787903864,-0.89970787903864,0,0,0,TRUE
"33","g61",4294,6788,-0.66066437368389,-0.66066437368389,0,0,0,TRUE
"34","g62",489,830,-0.763276871282054,-0.763276871282054,0,0,0,TRUE
"35","g63",140,855,-2.61049759282829,-2.61049759282829,0,0,0,TRUE
"36","g64",648,1782,-1.4594316186373,-1.4594316186373,0,0,0,TRUE
"37","g67",54451,110487,-1.02084618121533,-1.02084618121533,0,0,0,TRUE
"38","g69",14,112,-3,-3,0,0,0,TRUE
"39","g70",10049,15001,-0.578006734668213,-0.578006734668213,0,0,0,TRUE
"40","g72",965,3368,-1.80329129091095,-1.80329129091095,0,0,0,TRUE
"41","g74",3733,4926,-0.400081119195891,-0.400081119195891,0,0,0,TRUE
"42","g75",1057,674,0.649154880200824,0.649154880200824,0,0,0,TRUE
"43","g76",14520,8254,0.814876109876078,0.814876109876078,0,0,0,TRUE
"44","g81",258,91,1.50343261522456,1.50343261522456,0,0,0,TRUE
"45","g83",2138,8250,-1.94813226630005,-1.94813226630005,0,0,0,TRUE
"46","g84",1252,3975,-1.66672029812646,-1.66672029812646,0,0,0,TRUE
"47","g86",2008,4430,-1.14154742949161,-1.14154742949161,0,0,0,TRUE
"48","g87",7442,15241,-1.03419526917817,-1.03419526917817,0,0,0,TRUE
"49","g91",164,605,-1.88323932754387,-1.88323932754387,0,0,0,TRUE
"50","g92",4085,7090,-0.795449549093831,-0.795449549093831,0,0,0,TRUE
"51","g93",3881,5533,-0.511633490657376,-0.511633490657376,0,0,0,TRUE
"52","g95",254,580,-1.19122440324277,-1.19122440324277,0,0,0,TRUE
"53","g99",9275,11743,-0.34038183593108,-0.34038183593108,0,0,0,TRUE
"54","g100",2669,6296,-1.23813623536552,-1.23813623536552,0,0,0,TRUE
"55","g101",0,1435,NA,NA,0,0,0,TRUE
"56","g103",237199,282019,-0.24969443452412,-0.24969443452412,0,0,0,TRUE
"57","g104",1292,2613,-1.0161010546261,-1.0161010546261,0,0,0,TRUE
"58","g105",10244,13019,-0.345839480129358,-0.345839480129358,0,0,0,TRUE
"59","g107",785,1167,-0.572040001928359,-0.572040001928359,0,0,0,TRUE
"60","g109",4632,11107,-1.26176203906329,-1.26176203906329,0,0,0,TRUE
"61","g110",12874,15075,-0.2276976281651,-0.2276976281651,0,0,0,TRUE
"62","g111",250,1781,-2.83268751643953,-2.83268751643953,0,0,0,TRUE
"63","g113",214,587,-1.4557497067089,-1.4557497067089,0,0,0,TRUE
"64","g115",732,163,2.16697168405297,2.16697168405297,0,0,0,TRUE
"65","g116",6508,9958,-0.613641764393522,-0.613641764393522,0,0,0,TRUE
"66","g118",7223,5422,0.413773057203443,0.413773057203443,0,0,0,TRUE
"67","g120",67,349,-2.38099403575188,-2.38099403575188,0,0,0,TRUE
"68","g121",39857,111494,-1.48406104520522,-1.48406104520522,0,0,0,TRUE
"69","g122",85,249,-1.55061099593038,-1.55061099593038,0,0,0,TRUE
"70","g123",8649,22604,-1.3859728516347,-1.3859728516347,0,0,0,TRUE
"71","g124",926,429,1.11003454576069,1.11003454576069,0,0,0,TRUE
"72","g128",10955,30988,-1.50012016045747,-1.50012016045747,0,0,0,TRUE
"73","g131",2954,7070,-1.25904038893197,-1.25904038893197,0,0,0,TRUE
"74","g134",7622,6029,0.338250878774401,0.338250878774401,0,0,0,TRUE
"75","g138",1469,2563,-0.802999082735298,-0.802999082735298,0,0,0,TRUE
"76","g140",419,766,-0.870394148225605,-0.870394148225605,0,0,0,TRUE
"77","g141",8058,19900,-1.30427472016977,-1.30427472016977,0,0,0,TRUE
"78","g142",3917,2695,0.539463855310879,0.539463855310879,0,0,0,TRUE
"79","g145",820,1355,-0.724597036735789,-0.724597036735789,0,0,0,TRUE
"80","g148",19249,30433,-0.660853059039741,-0.660853059039741,0,0,0,TRUE
"81","g149",531,1455,-1.45423538699149,-1.45423538699149,0,0,0,TRUE
"82","g150",1245,2665,-1.09798979069109,-1.09798979069109,0,0,0,TRUE
"83","g151",4880,10630,-1.12318854396822,-1.12318854396822,0,0,0,TRUE
"84","g152",312,2059,-2.72232589577001,-2.72232589577001,0,0,0,TRUE
"85","g153",1853,3125,-0.753993308409546,-0.753993308409546,0,0,0,TRUE
"86","g154",18738,21196,-0.177825057301607,-0.177825057301607,0,0,0,TRUE
"87","g158",1541,2097,-0.444459999581806,-0.444459999581806,0,0,0,TRUE
"88","g159",14967,27115,-0.857306095172991,-0.857306095172991,0,0,0,TRUE
"89","g161",185,485,-1.39045947655818,-1.39045947655818,0,0,0,TRUE
"90","g162",20638,47574,-1.20487016357786,-1.20487016357786,0,0,0,TRUE
"91","g166",114,2488,-4.44788075596586,-4.44788075596586,0,0,0,TRUE
"92","g169",628,1001,-0.672605509944367,-0.672605509944367,0,0,0,TRUE
"93","g170",371,1169,-1.65578383791085,-1.65578383791085,0,0,0,TRUE
"94","g171",346463,540179,-0.640736264600562,-0.640736264600562,0,0,0,TRUE
"95","g172",561,1214,-1.11369574564689,-1.11369574564689,0,0,0,TRUE
"96","g173",386,963,-1.31893495057538,-1.31893495057538,0,0,0,TRUE
"97","g174",138531,274,8.98181724530925,8.98181724530925,0,0,0,TRUE
"98","g175",1338,193,2.79340536337338,2.79340536337338,0,0,0,TRUE
"99","g178",0,54,NA,NA,0,0,0,TRUE
"100","g179",48106,90137,-0.905902589378398,-0.905902589378398,0,0,0,TRUE
"101","g180",37024,24129,0.617692643682616,0.617692643682616,0,0,0,TRUE
"102","g181",11,309,-4.81203140926708,-4.81203140926708,0,0,0,TRUE
"103","g182",2506,3286,-0.390946065628214,-0.390946065628214,0,0,0,TRUE
"104","g184",33463,65919,-0.97812756621377,-0.97812756621377,0,0,0,TRUE
"105","g187",1478,2922,-0.983309908657347,-0.983309908657347,0,0,0,TRUE
"106","g189",13666,15472,-0.179068668002204,-0.179068668002204,0,0,0,TRUE
"107","g190",12679,11155,0.184750450197122,0.184750450197122,0,0,0,TRUE
"108","g192",977,2467,-1.33632724833174,-1.33632724833174,0,0,0,TRUE
"109","g193",2,1158,-9.17741953798924,-9.17741953798924,0,0,0,TRUE
"110","g195",4553,5853,-0.362358819310984,-0.362358819310984,0,0,0,TRUE
"111","g196",1533,2267,-0.564426694082009,-0.564426694082009,0,0,0,TRUE
"112","g198",24758,44137,-0.834093797190443,-0.834093797190443,0,0,0,TRUE
"113","g199",406,901,-1.15004737862836,-1.15004737862836,0,0,0,TRUE
"114","g200",7138,11630,-0.704259290311557,-0.704259290311557,0,0,0,TRUE
"115","g203",0,241,NA,NA,0,0,0,TRUE
"116","g204",9046,12831,-0.50428171196608,-0.50428171196608,0,0,0,TRUE
"117","g206",1853,160,3.5337190711399,3.5337190711399,0,0,0,TRUE
"118","g207",3027,4677,-0.627694753591427,-0.627694753591427,0,0,0,TRUE
"119","g208",49335,82003,-0.733065181396645,-0.733065181396645,0,0,0,TRUE
"120","g209",26098,38632,-0.565857117408077,-0.565857117408077,0,0,0,TRUE
