"","X1_mean","X2_mean","M","D","prob","ranking"
"g11994",83644.8886180666,1272.28196477847,6.0387870394596,82372.6066532882,0.982253596983919,82372.6068746418
"g4659",43.4725095633283,23907.681146798,-9.10315511032474,23864.2086372347,0.978768177271678,-23864.210373463
"g898",735526.510174844,64380.4311361775,3.5140831974252,671146.079038666,0.950623220743248,671146.079047866
"g601",13482.1482919661,121283.824169863,-3.16926484464586,107801.675877897,0.938951296453028,-107801.675924484
"g4994",19074.0360981882,1090.22497813795,4.12891236818155,17983.8111200502,0.936804647226283,17983.8115940298
"g6859",39144.15969811,4115.33467475763,3.24971540771077,35028.8250233524,0.932811418019543,35028.8251740947
"g316",24654.5832497415,184504.171251634,-2.9037256614841,159849.588001892,0.92997999538355,-159849.588028266
"g88",12154.3466411732,92631.0181910338,-2.93002302848962,80476.6715498606,0.928945141186428,-80476.6716031993
"g1258",133997.39534707,18973.0900321581,2.82017839173168,115024.305314911,0.92585596676156,115024.305349484
"g587",48886.7271130742,338868.38497659,-2.79321031799661,289981.657863516,0.925709779179811,-289981.657876968
"g169",4132.72357218337,35197.3312602149,-3.09030127097512,31064.6076880315,0.925555897514811,-31064.6078417428
"g1294",185715.505909094,27786.9768214345,2.74061348968255,157928.52908766,0.922655228129568,157928.52911144
"g397",31207.5915391354,199729.215994873,-2.6780764568135,168521.624455738,0.919908440409325,-168521.624477017
"g1173",160123.428540074,25000.0230666411,2.67918308082527,135123.405473433,0.919550665538201,135123.405499994
"g11837",2613.07584657832,23349.8670074983,-3.159593427148,20736.79116092,0.91816957759483,-20736.7914016282
"g2",1333.47197812731,15545.7614115652,-3.54326186656249,14212.2894334378,0.915253520043087,-14212.2898751226
"g64",5321.60220328482,35978.482749405,-2.75720177173478,30656.8805461202,0.912279756866969,-30656.880670108
"g87",50710.6824056225,291618.246118261,-2.52371939599711,240907.563712639,0.911529583750096,-240907.563725858
"g123",81060.1644081601,460331.090720536,-2.50560687873713,379270.926312376,0.911279526044472,-379270.926320652
"g574",18419.1132910711,106417.601045642,-2.53046127069413,87998.4877545713,0.910221589597599,-87998.4877909539
"g617",2758627.47892368,15215059.1292161,-2.46347738500884,12456431.6502924,0.908855889820728,-12456431.6502926
"g1",41816.773981699,228224.309816671,-2.44829879922053,186407.535834972,0.907220897130107,-186407.53585105
"g179",350232.493078732,1875057.82895327,-2.42055024848577,1524825.33587453,0.906232207432484,-1524825.33587646
"g193",1891.05416600478,16668.7989861325,-3.13988756704462,14777.7448201277,0.905693621604986,-14777.7451537001
"g77",5331.05274884207,32853.8767926446,-2.6235712579349,27522.8240438025,0.903023774717242,-27522.8241688465
"g254",251701.105098892,1287869.00655328,-2.35520240378862,1036167.90145439,0.902354389474494,-1036167.90145706
"g933",71239.1574650707,13257.347428328,2.42587830862665,57981.8100367427,0.902008155728245,57981.8100874904
"g650",277.846039383012,8172.4534526244,-4.87841167460394,7894.60741324139,0.901908132645995,-7894.60892052965
"g649",21485.8153243972,112895.442663316,-2.39353081955498,91409.6273389192,0.901723474647996,-91409.6273702561
"g19",13762.8294950163,73703.4424055359,-2.42095489998197,59940.6129105195,0.901608063399246,-59940.6129594098
"g841",68617.5761274909,12951.4493519379,2.40546461054296,55666.126775553,0.900373163037624,55666.1268275259
"g47",73332.4533060006,367711.71570888,-2.32605143311361,294379.26240288,0.899769177502501,-294379.262412069
"g948",92778.8408991442,17949.5487177315,2.36984824979073,74829.2921814127,0.899611448795876,74829.2922189394
"g10921",59.5384370106453,6484.19244278942,-6.76696174989036,6424.65400577877,0.899549896129876,-6424.65756953167
"g93",22363.7710066653,114314.852076601,-2.35377747151781,91951.0810699356,0.899176733092252,-91951.0811000618
"g6519",11575.028198514,1009.78119334331,3.51890108970295,10565.2470051707,0.899049780718627,10565.24759118
"g982",47231.9365860005,8732.38453362923,2.4353151231131,38499.5520523713,0.898541971224129,38499.552129395
"g12621",6732.56865498155,37862.5608669638,-2.4915430505509,31129.9922119822,0.898465030391629,-31129.9923116897
"g1126",19872.6071977754,2868.45601044063,2.79243486153932,17004.1511873348,0.898076479187505,17004.1514166227
"g778",63604.0617093723,12509.0085355673,2.34615145193497,51095.053173805,0.896002923751635,51095.0532276695
"g272",39783.0165777798,193775.317449217,-2.28416023715888,153992.300871437,0.895802877587136,-153992.300888377
"g360",324.153712613514,7941.70680676608,-4.61469909852064,7617.55309415256,0.895725936754636,-7617.55449194038
"g12502",7348.74422531394,223.337349890396,5.04020129310728,7125.40687542354,0.895275832884512,7125.40865803234
"g994",131326.671172592,27100.0292381223,2.27679363013994,104226.64193447,0.894852658305763,104226.641959338
"g12286",28363.9223809603,4947.29276487067,2.5193458721336,23416.6296160896,0.89384088635839,23416.6297516152
"g134",36125.6554471259,171716.784881843,-2.24893539747497,135591.129434717,0.893471570362391,-135591.129453368
"g846",273308.832460978,58278.3466711627,2.22950022934352,215030.485789815,0.892532892205894,215030.485801374
"g939",144252.182331236,30758.1045045736,2.2295546411764,113494.077826663,0.891567284758021,113494.077848562
"g509",19583.4205037237,93106.2716038337,-2.24924557771446,73522.85110011,0.891401861968147,-73522.851134515
"g1080",452282.319169534,97526.445884129,2.21335821128489,354755.873285405,0.891336462260522,354755.873292309
"g8878",5341.44834895504,0.52923542628056,13.3010337285426,5340.91911352876,0.890867123182273,5340.9356759612
"g11412",23398.6057451836,109605.715253556,-2.22782855631268,86207.1095083728,0.890613218435024,-86207.1095371594
"g562",13209.9725799175,63534.7129249812,-2.26591756843893,50324.7403450637,0.890470877894899,-50324.7403960762
"g11832",11989.9071484771,58317.5100927074,-2.28210863773317,46327.6029442303,0.890405478187274,-46327.6030004389
"g1040",81877.6365988618,17323.9924438678,2.24069801125024,64553.6441549939,0.890020774024775,64553.6441938819
"g3523",26938.7801109277,4857.32274240298,2.47145126781683,22081.4573685247,0.889601446487651,22081.4575068324
"g1133",92305.3685667262,19789.1710594827,2.22170337761982,72516.1975072435,0.889112872201277,72516.1975412771
"g708",42001.0596200653,8415.90174871346,2.31923595813132,33585.1578713518,0.888885896745403,33585.1579514297
"g435",17205.6632415208,80039.4489289667,-2.21782772837763,62833.7856874459,0.888316534584904,-62833.785726587
"g128",108234.263103463,484920.427096383,-2.16359075080701,376686.16399292,0.887339386012157,-376686.163999134
"g371",33447.3708362025,150988.750176139,-2.17447634571145,117541.379339936,0.887016234515657,-117541.37936005
"g504",93183.3242489943,412702.019296991,-2.14695679368103,319518.695047996,0.886373778564284,-319518.695055209
"g4165",3128.13057944819,19014.3703954079,-2.60371752687631,15886.2398159598,0.88613910902516,-15886.2400293314
"g462",262711.935727639,1149025.15093943,-2.1288567247039,886313.215211789,0.885331230283912,-886313.215214346
"g867",153532.618068451,34611.9968787486,2.14920110652919,118920.621189703,0.885319689159037,118920.621209123
"g4899",76298.0345018641,16885.7855109075,2.17583659883833,59412.2489909566,0.884896514580288,59412.2490307991
"g28",168977.644672657,731245.646962702,-2.11352373725811,562268.002290045,0.883384627221667,-562268.002294017
"g84",14320.4116828938,64326.4491226969,-2.16733908506587,50006.0374398031,0.882946064476418,-50006.037486771
"g277",1551891.09693725,6564063.59485283,-2.08056189544883,5012172.49791557,0.881003308455797,-5012172.49791601
"g7268",724.856844240714,8599.01720620653,-3.56840377858454,7874.16036196582,0.879837654843425,-7874.16117052853
"g104",8653.86456676951,39712.7679172406,-2.19818647010389,31058.9033504711,0.879149034392552,-31058.9034282592
"g726",6965.05207568978,363.055502428464,4.2618721160183,6601.99657326132,0.878837424020928,6601.99794887185
"g416",69154.3671151424,287807.751049041,-2.05721318040652,218653.383933899,0.878448872816804,-218653.383943577
"g159",101912.793180222,415780.052536238,-2.02848537978667,313867.259356017,0.87586366084481,-313867.259362572
"g20",196841.633193639,797567.313642476,-2.01857089393756,600725.680448837,0.875259675309687,-600725.680452228
"g689",157729.605350424,38752.7348539677,2.02508344204619,118976.870496456,0.874855735939063,118976.870513691
"g370",87033.8542548948,352404.110239141,-2.01758215924066,265370.255984246,0.874851888897438,-265370.255991916
"g291",19079.7064255225,79334.507341161,-2.05590954400466,60254.8009156385,0.874824959606063,-60254.8009507126
"g5",14519.8181941517,61347.9121435899,-2.07899085627103,46828.0939494382,0.874774948064938,-46828.0939955879
"g483",1785.20805576364,12235.9230556065,-2.77695881279099,10450.7149998429,0.874313303069939,-10450.715368789
"g305",37424.1604066914,151488.348418547,-2.01716497887626,114064.188011856,0.873824728783565,-114064.188029692
"g525",18131.8167061308,75033.9402672052,-2.04901983840528,56902.1235610744,0.873436177579441,-56902.1235979665
"g39",104185.649386739,416270.124540974,-1.99836344747756,312084.475154235,0.873086096791567,-312084.475160633
"g925",19873.5522523311,3884.58802889931,2.35501625670481,15988.9642234318,0.872582134338694,15988.9643968671
"g699",29704.9547955334,6493.71868046247,2.1935868021171,23211.2361150709,0.872278218050319,23211.2362187238
"g406",42879.0153023333,171143.093679755,-1.9968593944732,128264.078377421,0.872255135800569,-128264.078392965
"g913",18760.2779856876,3613.61949064366,2.37616470011888,15146.658495044,0.871647303223821,15146.6586814269
"g46",166975.074069077,654166.741008349,-1.97002565793207,487191.666939271,0.8701969685312,-487191.666943255
"g1008",4559.88823137085,16.9355336409779,8.07280120525148,4542.95269772988,0.869312148957452,4542.95987038522
"g35",75993.7269349209,296662.918201568,-1.96487236816388,220669.191266647,0.868788951296453,-220669.191275395
"g154",81785.9663069565,315070.784798458,-1.94575076867068,233284.818491502,0.86787720243133,-233284.818499616
"g190",60694.2387322964,234136.927999077,-1.94772101035658,173442.689266781,0.867638685850581,-173442.689277717
"g920",106140.967262533,27017.4685116226,1.97401719303146,79123.4987509108,0.867596368392706,79123.4987755352
"g1149",6793.99720110364,476.311883652504,3.83428217536744,6317.68531745114,0.867473263060706,6317.68648098792
"g431",5532.34936921139,25135.5073357689,-2.18376263770199,19603.1579665575,0.866796183734708,-19603.1580881915
"g964",277511.490070285,72136.9055437454,1.94373806367658,205374.58452654,0.866692313610833,205374.584535738
"g1222",45076.2671443929,11080.0728846098,2.02440067655028,33996.1942597831,0.865303531584212,33996.1943200574
"g395",53010.945194256,201530.733385932,-1.92663769670705,148519.788191676,0.865257367084712,-148519.788204172
"g1201",15139.773982707,2820.82482207538,2.42415468785821,12318.9491606316,0.864637993383088,12318.9493991473
"g709",29215.4165356681,6830.3124115769,2.09670638595121,22385.1041240912,0.86384550280834,22385.1042222855
"g787",153594.991669129,40575.4216620779,1.92045318178256,113019.570007051,0.863683927060091,113019.570023368
"g38",14737.1807419683,57829.5550296767,-1.97234644152084,43092.3742877084,0.863545433561591,-43092.3743328458
"g1289",24165.9900444319,5431.0139444911,2.15368462843689,18734.9760999408,0.862968377317843,18734.9762237296
"g550",141575.787829425,526645.348104343,-1.89525719552883,385069.560274918,0.862868354235593,-385069.560279582
