"x"
"g4"
"g7"
"g8"
"g10"
"g12"
"g16"
"g18"
"g19"
"g21"
"g23"
"g24"
"g25"
"g27"
"g28"
"g29"
"g32"
"g34"
"g38"
"g39"
"g40"
"g41"
"g43"
"g44"
"g45"
"g46"
"g47"
"g48"
"g52"
"g53"
"g54"
"g56"
"g57"
"g58"
"g59"
"g60"
"g65"
"g66"
"g67"
"g68"
"g69"
"g70"
"g71"
"g72"
"g73"
"g74"
"g76"
"g77"
"g81"
"g82"
"g83"
"g85"
"g86"
"g87"
"g88"
"g89"
"g93"
"g95"
"g96"
"g97"
"g100"
"g101"
"g102"
"g105"
"g106"
"g109"
"g110"
"g111"
"g113"
"g114"
"g118"
"g122"
"g123"
"g126"
"g128"
"g129"
"g130"
"g132"
"g133"
"g134"
"g138"
"g139"
"g140"
"g141"
"g144"
"g145"
"g147"
"g153"
"g154"
"g155"
"g156"
"g159"
"g161"
"g165"
"g166"
"g167"
"g169"
"g171"
"g172"
"g173"
"g174"
"g176"
"g179"
"g180"
"g181"
"g184"
"g185"
"g186"
"g187"
"g188"
"g189"
"g190"
"g191"
"g192"
"g193"
"g194"
"g197"
"g198"
"g201"
"g203"
"g204"
"g206"
"g210"
"g215"
"g216"
"g217"
"g218"
"g219"
"g223"
"g225"
"g226"
"g227"
"g228"
"g229"
"g230"
"g232"
"g233"
"g234"
"g236"
"g238"
"g239"
"g242"
"g243"
"g244"
"g246"
"g249"
"g250"
"g254"
"g255"
"g257"
"g262"
"g264"
"g265"
"g268"
"g269"
"g272"
"g273"
"g274"
"g275"
"g276"
"g277"
"g278"
"g279"
"g280"
"g284"
"g289"
"g290"
"g291"
"g292"
"g295"
"g296"
"g297"
"g298"
"g299"
"g302"
"g303"
"g308"
"g310"
"g312"
"g314"
"g315"
"g316"
"g317"
"g319"
"g320"
"g324"
"g325"
"g326"
"g327"
"g328"
"g329"
"g332"
"g334"
"g335"
"g336"
"g340"
"g341"
"g342"
"g343"
"g345"
"g349"
"g351"
"g354"
"g355"
"g357"
"g358"
"g360"
"g361"
"g366"
"g368"
"g370"
"g371"
"g372"
"g373"
"g374"
"g376"
"g377"
"g382"
"g383"
"g386"
"g387"
"g388"
"g389"
"g390"
"g391"
"g392"
"g394"
"g395"
"g397"
"g398"
"g400"
"g401"
"g402"
"g406"
"g407"
"g409"
"g410"
"g412"
"g413"
"g415"
"g416"
"g418"
"g420"
"g421"
"g423"
