"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Benjamini et al. 1995) < 0.05)"
g2	23805	20769	0.196832874905828	0.196832874905828	0	0	0	TRUE
g4	3153	2034	0.632405490825835	0.632405490825835	0	0	0	TRUE
g5	3592	7484	-1.05902220849964	-1.05902220849964	0	0	0	TRUE
g6	25	399	-3.99638874644762	-3.99638874644762	0	0	0	TRUE
g7	15201	41148	-1.43665607541309	-1.43665607541309	0	0	0	TRUE
g10	12560	7931	0.663261775900869	0.663261775900869	0	0	0	TRUE
g11	20867	14194	0.555941991046057	0.555941991046057	0	0	0	TRUE
g12	5639	2225	1.34163400687225	1.34163400687225	0	0	0	TRUE
g13	1937	898	1.10903660386211	1.10903660386211	0	0	0	TRUE
g14	80665	72161	0.160723502152369	0.160723502152369	0	0	0	TRUE
g16	113854	99334	0.196825465706091	0.196825465706091	0	0	0	TRUE
g17	5951	4944	0.267453374559738	0.267453374559738	0	0	0	TRUE
g18	2912	1932	0.591915261362923	0.591915261362923	0	0	0	TRUE
g19	4927	3685	0.419044852329751	0.419044852329751	0	0	0	TRUE
g20	21330	14292	0.577676146642665	0.577676146642665	0	0	0	TRUE
g26	747	0	NA	NA	0	0	0	TRUE
g28	1690	10	7.40087943628219	7.40087943628219	0	0	0	TRUE
g30	5123	3219	0.670376314976886	0.670376314976886	0	0	0	TRUE
g31	79285	57126	0.472900431976257	0.472900431976257	0	0	0	TRUE
g32	50934	23923	1.09023070265535	1.09023070265535	0	0	0	TRUE
g33	988	327	1.59522040608659	1.59522040608659	0	0	0	TRUE
g35	5105	3782	0.432761597815402	0.432761597815402	0	0	0	TRUE
g37	42797	21025	1.02540386911762	1.02540386911762	0	0	0	TRUE
g41	4583	3147	0.542315107075888	0.542315107075888	0	0	0	TRUE
g42	13097	2757	2.2480652132882	2.2480652132882	0	0	0	TRUE
g44	266	515	-0.953146186569391	-0.953146186569391	0	0	0	TRUE
g48	463	211	1.13376919455305	1.13376919455305	0	0	0	TRUE
g49	7815	3900	1.00277174925005	1.00277174925005	0	0	0	TRUE
g51	5037	2861	0.816045233335004	0.816045233335004	0	0	0	TRUE
g54	16044	5631	1.51057081526248	1.51057081526248	0	0	0	TRUE
g55	1607	243	2.72534171006931	2.72534171006931	0	0	0	TRUE
g56	28217	9515	1.5682890487473	1.5682890487473	0	0	0	TRUE
g59	5008	6098	-0.28410158807713	-0.28410158807713	0	0	0	TRUE
