"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Benjamini et al. 1995) < 0.05)"
g2	9028	17764	-0.976478152775277	-0.976478152775277	0	0	0	TRUE
g3	5408	1142	2.24353250091934	2.24353250091934	0	0	0	TRUE
g5	24732	19395	0.350694134841639	0.350694134841639	0	0	0	TRUE
g6	36318	59100	-0.702473373520903	-0.702473373520903	0	0	0	TRUE
g10	9972	6892	0.532960181266553	0.532960181266553	0	0	0	TRUE
g11	495	876	-0.823502344634202	-0.823502344634202	0	0	0	TRUE
g16	28267	23567	0.262350656840567	0.262350656840567	0	0	0	TRUE
g17	16724	18347	-0.133624232341884	-0.133624232341884	0	0	0	TRUE
g18	3122	5	9.28632672709055	9.28632672709055	0	0	0	TRUE
g21	3699	2647	0.482777105628596	0.482777105628596	0	0	0	TRUE
g27	21847	13097	0.738198798678427	0.738198798678427	0	0	0	TRUE
g30	1123	105	3.41889669473448	3.41889669473448	0	0	0	TRUE
g31	1140	1619	-0.506069161250462	-0.506069161250462	0	0	0	TRUE
g32	54849	40309	0.444363325093979	0.444363325093979	0	0	0	TRUE
g33	7542	9145	-0.278036019494415	-0.278036019494415	0	0	0	TRUE
g34	108448	98961	0.132071463126408	0.132071463126408	0	0	0	TRUE
g39	2253	5444	-1.27281975326857	-1.27281975326857	0	0	0	TRUE
g46	5918	8725	-0.560045434790455	-0.560045434790455	0	0	0	TRUE
g48	3111	5093	-0.711137322363152	-0.711137322363152	0	0	0	TRUE
g51	369	149	1.30830848559823	1.30830848559823	0	0	0	TRUE
g52	19526	8667	1.17179182636959	1.17179182636959	0	0	0	TRUE
g53	3400	4151	-0.287924185578543	-0.287924185578543	0	0	0	TRUE
g54	400	673	-0.750606504835591	-0.750606504835591	0	0	0	TRUE
g56	24438	16664	0.552391475683924	0.552391475683924	0	0	0	TRUE
g59	18086	24686	-0.448819719286941	-0.448819719286941	0	0	0	TRUE
g60	1222	674	0.858423788636872	0.858423788636872	0	0	0	TRUE
g61	1411	2640	-0.903819941648552	-0.903819941648552	0	0	0	TRUE
g66	4780	15115	-1.66089845564696	-1.66089845564696	0	0	0	TRUE
g67	432	1464	-1.76081233612057	-1.76081233612057	0	0	0	TRUE
g68	2233	3230	-0.532550913758815	-0.532550913758815	0	0	0	TRUE
g69	1493	279	2.41987713830535	2.41987713830535	0	0	0	TRUE
g73	1100	299	1.87928613421392	1.87928613421392	0	0	0	TRUE
g74	120	301	-1.32672908115118	-1.32672908115118	0	0	0	TRUE
g77	12090	10610	0.188389588334358	0.188389588334358	0	0	0	TRUE
g78	34202	48426	-0.501701150105673	-0.501701150105673	0	0	0	TRUE
g79	3868	5573	-0.526866358601264	-0.526866358601264	0	0	0	TRUE
g82	8645	12433	-0.524236582109449	-0.524236582109449	0	0	0	TRUE
g85	2773	777	1.83546111263177	1.83546111263177	0	0	0	TRUE
g86	2291	4794	-1.06525245034446	-1.06525245034446	0	0	0	TRUE
g88	10828	22562	-1.0591281678988	-1.0591281678988	0	0	0	TRUE
g89	9237	11196	-0.277487118806942	-0.277487118806942	0	0	0	TRUE
g90	2330	3256	-0.482770744724604	-0.482770744724604	0	0	0	TRUE
g91	66	210	-1.66985139830767	-1.66985139830767	0	0	0	TRUE
g93	21647	16955	0.352456315183682	0.352456315183682	0	0	0	TRUE
g95	180	514	-1.5137714528642	-1.5137714528642	0	0	0	TRUE
g101	1184	2133	-0.849214884711623	-0.849214884711623	0	0	0	TRUE
g102	2880	1204	1.25823341956997	1.25823341956997	0	0	0	TRUE
g104	9318	15886	-0.769663672851364	-0.769663672851364	0	0	0	TRUE
g105	5562	7476	-0.426662824398472	-0.426662824398472	0	0	0	TRUE
g107	1107	682	0.698811577757379	0.698811577757379	0	0	0	TRUE
g112	7404	4383	0.75638621634592	0.75638621634592	0	0	0	TRUE
g115	1423	588	1.27504760169012	1.27504760169012	0	0	0	TRUE
g118	149	33	2.17477440110371	2.17477440110371	0	0	0	TRUE
g119	5477	26198	-2.25799889268758	-2.25799889268758	0	0	0	TRUE
g120	459	1159	-1.33631450759266	-1.33631450759266	0	0	0	TRUE
g121	709	144	2.2997168157972	2.2997168157972	0	0	0	TRUE
g122	372	4	6.53915881110803	6.53915881110803	0	0	0	TRUE
g125	8052	10382	-0.36666531547049	-0.36666531547049	0	0	0	TRUE
g128	2386	5284	-1.1470364235516	-1.1470364235516	0	0	0	TRUE
g130	91	2	5.5077946401987	5.5077946401987	0	0	0	TRUE
g131	158	599	-1.92263144461168	-1.92263144461168	0	0	0	TRUE
g132	6953	13879	-0.997196128964193	-0.997196128964193	0	0	0	TRUE
g135	38	350	-3.20328359838874	-3.20328359838874	0	0	0	TRUE
g139	2355	88	4.74207972586285	4.74207972586285	0	0	0	TRUE
g141	5288	9652	-0.868105738708058	-0.868105738708058	0	0	0	TRUE
g142	1081	2673	-1.30609331450843	-1.30609331450843	0	0	0	TRUE
g143	10617	13154	-0.30912540778804	-0.30912540778804	0	0	0	TRUE
g144	4214	6280	-0.575574244961684	-0.575574244961684	0	0	0	TRUE
g146	54027	106171	-0.974637276438184	-0.974637276438184	0	0	0	TRUE
g149	45882	75875	-0.725696331453255	-0.725696331453255	0	0	0	TRUE
g151	263	97	1.43900614710517	1.43900614710517	0	0	0	TRUE
g153	361	780	-1.11147528686244	-1.11147528686244	0	0	0	TRUE
g154	0	573	NA	NA	0	0	0	TRUE
g157	1417	504	1.4913441194181	1.4913441194181	0	0	0	TRUE
g158	3200	2229	0.521675288514972	0.521675288514972	0	0	0	TRUE
g163	103566	119705	-0.208932960004748	-0.208932960004748	0	0	0	TRUE
g164	1641	2405	-0.55146165514369	-0.55146165514369	0	0	0	TRUE
g171	2045	3208	-0.649573298625809	-0.649573298625809	0	0	0	TRUE
g172	15362	2613	2.55558702497646	2.55558702497646	0	0	0	TRUE
g173	9835	12913	-0.39282725467271	-0.39282725467271	0	0	0	TRUE
g174	1154	261	2.1445215120756	2.1445215120756	0	0	0	TRUE
g175	46812	38224	0.292399645289386	0.292399645289386	0	0	0	TRUE
g177	130	726	-2.4814579249673	-2.4814579249673	0	0	0	TRUE
g181	2001	2741	-0.453981160920033	-0.453981160920033	0	0	0	TRUE
g184	59870	34615	0.790435922086088	0.790435922086088	0	0	0	TRUE
g185	1189	1910	-0.683823923177455	-0.683823923177455	0	0	0	TRUE
g187	31431	27387	0.198696932845669	0.198696932845669	0	0	0	TRUE
g188	55	372	-2.75779909758337	-2.75779909758337	0	0	0	TRUE
g191	2221	8156	-1.87665238246962	-1.87665238246962	0	0	0	TRUE
g192	8997	12597	-0.485564265966277	-0.485564265966277	0	0	0	TRUE
g193	3017	1864	0.694712836492423	0.694712836492423	0	0	0	TRUE
g194	1810	2629	-0.538524444647479	-0.538524444647479	0	0	0	TRUE
g195	1250	2066	-0.724912159315611	-0.724912159315611	0	0	0	TRUE
g196	662	1290	-0.962467943503398	-0.962467943503398	0	0	0	TRUE
g197	7177	12379	-0.786441949690069	-0.786441949690069	0	0	0	TRUE
g198	7304	6144	0.249508549263066	0.249508549263066	0	0	0	TRUE
g199	24493	34824	-0.507712433490447	-0.507712433490447	0	0	0	TRUE
g202	1235	2313	-0.905254224164151	-0.905254224164151	0	0	0	TRUE
g203	1136	571	0.992400184141838	0.992400184141838	0	0	0	TRUE
g204	17431	19893	-0.190605522935812	-0.190605522935812	0	0	0	TRUE
g206	995	3511	-1.81911356544974	-1.81911356544974	0	0	0	TRUE
g210	7165	8205	-0.195536629251567	-0.195536629251567	0	0	0	TRUE
g213	652	1371	-1.07228470154815	-1.07228470154815	0	0	0	TRUE
g215	3874	6711	-0.792703803177021	-0.792703803177021	0	0	0	TRUE
g217	4216	5496	-0.382507137180886	-0.382507137180886	0	0	0	TRUE
g218	2779	848	1.71242966463736	1.71242966463736	0	0	0	TRUE
g219	11109	16934	-0.608193838832245	-0.608193838832245	0	0	0	TRUE
g220	9455	6146	0.621429691244161	0.621429691244161	0	0	0	TRUE
g221	4211	2118	0.991460286176757	0.991460286176757	0	0	0	TRUE
g222	5087	7269	-0.514941811309873	-0.514941811309873	0	0	0	TRUE
g223	29389	17698	0.731689935488824	0.731689935488824	0	0	0	TRUE
g224	23946	60482	-1.33672116225654	-1.33672116225654	0	0	0	TRUE
g227	5726	3795	0.593427784696525	0.593427784696525	0	0	0	TRUE
g231	3125	14343	-2.19841871663204	-2.19841871663204	0	0	0	TRUE
g232	3599	6757	-0.908786752857125	-0.908786752857125	0	0	0	TRUE
g233	3948	6090	-0.625320238337297	-0.625320238337297	0	0	0	TRUE
g235	18588	14899	0.31915604769368	0.31915604769368	0	0	0	TRUE
g236	488	814	-0.738147646703361	-0.738147646703361	0	0	0	TRUE
g239	5979	8637	-0.530626078724378	-0.530626078724378	0	0	0	TRUE
g241	13001	18826	-0.534103904521299	-0.534103904521299	0	0	0	TRUE
g242	3938	2609	0.593966167084101	0.593966167084101	0	0	0	TRUE
g244	451	1534	-1.76609914424755	-1.76609914424755	0	0	0	TRUE
g245	37	161	-2.12146351248567	-2.12146351248567	0	0	0	TRUE
g247	3188	6081	-0.931656960197584	-0.931656960197584	0	0	0	TRUE
g248	2725	1988	0.454938472989364	0.454938472989364	0	0	0	TRUE
g250	6115	20023	-1.71123374218038	-1.71123374218038	0	0	0	TRUE
g251	3696	7288	-0.979558202385993	-0.979558202385993	0	0	0	TRUE
g252	17075	12295	0.47381384358137	0.47381384358137	0	0	0	TRUE
g255	7481	11100	-0.569256640572739	-0.569256640572739	0	0	0	TRUE
g256	11287	14015	-0.312309664836819	-0.312309664836819	0	0	0	TRUE
g259	5962	4806	0.310959726861302	0.310959726861302	0	0	0	TRUE
g260	12895	5683	1.18208715262525	1.18208715262525	0	0	0	TRUE
g261	879	457	0.943669000085334	0.943669000085334	0	0	0	TRUE
g263	15659	8571	0.869456641459195	0.869456641459195	0	0	0	TRUE
g264	541	2616	-2.27366204167127	-2.27366204167127	0	0	0	TRUE
g266	396	851	-1.10365870160635	-1.10365870160635	0	0	0	TRUE
g268	53557	81282	-0.601860750821515	-0.601860750821515	0	0	0	TRUE
g271	5970	4560	0.388697107100063	0.388697107100063	0	0	0	TRUE
g272	1203	2343	-0.96172031168706	-0.96172031168706	0	0	0	TRUE
g273	577	1410	-1.28905193864067	-1.28905193864067	0	0	0	TRUE
g275	274	91	1.59023744276183	1.59023744276183	0	0	0	TRUE
g277	1094334	998987	0.131515318878868	0.131515318878868	0	0	0	TRUE
g278	3345	1643	1.02567373057875	1.02567373057875	0	0	0	TRUE
g280	153	376	-1.29720100898499	-1.29720100898499	0	0	0	TRUE
g287	10102	13908	-0.461274025296426	-0.461274025296426	0	0	0	TRUE
g290	2082	7799	-1.9053190825774	-1.9053190825774	0	0	0	TRUE
g291	269	4167	-3.95333102214592	-3.95333102214592	0	0	0	TRUE
g292	5370	3000	0.839959587489531	0.839959587489531	0	0	0	TRUE
g293	1330	3030	-1.18789154797176	-1.18789154797176	0	0	0	TRUE
g294	1211	7878	-2.70163055191971	-2.70163055191971	0	0	0	TRUE
g295	2315	3261	-0.494302247600865	-0.494302247600865	0	0	0	TRUE
g297	2987	13119	-2.13488861149157	-2.13488861149157	0	0	0	TRUE
g298	3866	2839	0.445458788486844	0.445458788486844	0	0	0	TRUE
g303	95246	44273	1.10523136994652	1.10523136994652	0	0	0	TRUE
g304	4134	1198	1.78691048063666	1.78691048063666	0	0	0	TRUE
g306	19817	8656	1.19496617213654	1.19496617213654	0	0	0	TRUE
g309	12746	16844	-0.402190214756949	-0.402190214756949	0	0	0	TRUE
g310	16804	12881	0.383560091348006	0.383560091348006	0	0	0	TRUE
g312	4793	5705	-0.251297946557083	-0.251297946557083	0	0	0	TRUE
g313	21256	10318	1.04270678133783	1.04270678133783	0	0	0	TRUE
g315	474	965	-1.02564188325718	-1.02564188325718	0	0	0	TRUE
g317	1788	3214	-0.846023192491776	-0.846023192491776	0	0	0	TRUE
g320	17498	20274	-0.212440723133549	-0.212440723133549	0	0	0	TRUE
g321	9074	6889	0.397444081656895	0.397444081656895	0	0	0	TRUE
g326	6180	8106	-0.391383337255105	-0.391383337255105	0	0	0	TRUE
g328	327	132	1.30875270613963	1.30875270613963	0	0	0	TRUE
g329	629	990	-0.654368508087684	-0.654368508087684	0	0	0	TRUE
g330	6843	12098	-0.822067713316022	-0.822067713316022	0	0	0	TRUE
g331	3737	5459	-0.546756133365673	-0.546756133365673	0	0	0	TRUE
g333	11	102	-3.2129937233342	-3.2129937233342	0	0	0	TRUE
g337	945	254	1.89548583233627	1.89548583233627	0	0	0	TRUE
g338	637	1267	-0.992051246884509	-0.992051246884509	0	0	0	TRUE
g340	33207	26359	0.333191753355168	0.333191753355168	0	0	0	TRUE
g341	0	971	NA	NA	0	0	0	TRUE
g344	6656	4666	0.512469126156894	0.512469126156894	0	0	0	TRUE
g345	8351	11354	-0.443179776522046	-0.443179776522046	0	0	0	TRUE
g346	447	227	0.977582533892403	0.977582533892403	0	0	0	TRUE
g348	1995	868	1.20062179866523	1.20062179866523	0	0	0	TRUE
g350	769	1498	-0.961982120496923	-0.961982120496923	0	0	0	TRUE
g351	1368	2762	-1.01364508937215	-1.01364508937215	0	0	0	TRUE
g353	4578	2514	0.864732813135179	0.864732813135179	0	0	0	TRUE
g356	315	114	1.46631800422254	1.46631800422254	0	0	0	TRUE
g357	7343	9570	-0.382149324738517	-0.382149324738517	0	0	0	TRUE
g358	3002	5843	-0.960785312324349	-0.960785312324349	0	0	0	TRUE
g359	33487	18547	0.852415287082927	0.852415287082927	0	0	0	TRUE
g360	84	0	NA	NA	0	0	0	TRUE
g361	460	772	-0.746966986323704	-0.746966986323704	0	0	0	TRUE
g363	425	1878	-2.14366231662871	-2.14366231662871	0	0	0	TRUE
g367	4033	806	2.32300166187791	2.32300166187791	0	0	0	TRUE
g369	7253	12982	-0.839862907268445	-0.839862907268445	0	0	0	TRUE
g370	64047	75886	-0.24470275589197	-0.24470275589197	0	0	0	TRUE
g377	599	1011	-0.755155089114229	-0.755155089114229	0	0	0	TRUE
g379	955	494	0.950989691338433	0.950989691338433	0	0	0	TRUE
g380	552	1673	-1.59969727326019	-1.59969727326019	0	0	0	TRUE
g382	2710	4257	-0.651544238540474	-0.651544238540474	0	0	0	TRUE
g383	13198	59625	-2.17559803825366	-2.17559803825366	0	0	0	TRUE
g384	44790	73956	-0.723490530746707	-0.723490530746707	0	0	0	TRUE
g385	36725	19400	0.920705838369152	0.920705838369152	0	0	0	TRUE
g387	15599	13595	0.198377394309269	0.198377394309269	0	0	0	TRUE
g389	2842	1433	0.987867944980634	0.987867944980634	0	0	0	TRUE
g390	6673	10361	-0.634755843618548	-0.634755843618548	0	0	0	TRUE
g391	684	1048	-0.615570486651553	-0.615570486651553	0	0	0	TRUE
g392	4825	5914	-0.29360530107752	-0.29360530107752	0	0	0	TRUE
g394	71443	34931	1.03228471808067	1.03228471808067	0	0	0	TRUE
g395	815	297	1.45633712831767	1.45633712831767	0	0	0	TRUE
g398	8057	16619	-1.04451891410054	-1.04451891410054	0	0	0	TRUE
g399	3569	405	3.13952608827704	3.13952608827704	0	0	0	TRUE
g401	66598	43001	0.631108641998532	0.631108641998532	0	0	0	TRUE
g403	12344	22691	-0.878310223445572	-0.878310223445572	0	0	0	TRUE
g404	1068	488	1.12995859412467	1.12995859412467	0	0	0	TRUE
g406	3349	1463	1.19480060656823	1.19480060656823	0	0	0	TRUE
g408	735	223	1.72070053980342	1.72070053980342	0	0	0	TRUE
g409	999	3009	-1.59072752354092	-1.59072752354092	0	0	0	TRUE
g413	2498	1910	0.387200838684846	0.387200838684846	0	0	0	TRUE
g414	454	1326	-1.54631657282167	-1.54631657282167	0	0	0	TRUE
g416	2096	234	3.16305828195405	3.16305828195405	0	0	0	TRUE
g417	46286	39804	0.217662473477388	0.217662473477388	0	0	0	TRUE
g419	103	275	-1.4167872812288	-1.4167872812288	0	0	0	TRUE
g424	2379	3862	-0.698992892525515	-0.698992892525515	0	0	0	TRUE
g425	7588	10634	-0.486892787671364	-0.486892787671364	0	0	0	TRUE
g429	3390	2267	0.580500882282919	0.580500882282919	0	0	0	TRUE
g430	3651	2872	0.346235919611834	0.346235919611834	0	0	0	TRUE
g431	20116	16622	0.275249477354519	0.275249477354519	0	0	0	TRUE
g432	13308	23924	-0.846164851384485	-0.846164851384485	0	0	0	TRUE
g433	749	21711	-4.85731664853226	-4.85731664853226	0	0	0	TRUE
g434	15160	18448	-0.283194664593317	-0.283194664593317	0	0	0	TRUE
g435	9006	10371	-0.20359662664171	-0.20359662664171	0	0	0	TRUE
