"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Benjamini et al. 1995) < 0.05)"
g3	322	26	3.63047715997353	3.63047715997353	0	0	0	TRUE
g6	522	1369	-1.39100073468802	-1.39100073468802	0	0	0	TRUE
g7	1119	1916	-0.775887524759787	-0.775887524759787	0	0	0	TRUE
g10	8155	19203	-1.23557493238758	-1.23557493238758	0	0	0	TRUE
g12	8412	9893	-0.233959226912859	-0.233959226912859	0	0	0	TRUE
g13	1236	1800	-0.542318163312663	-0.542318163312663	0	0	0	TRUE
g15	5936	8741	-0.558307246407105	-0.558307246407105	0	0	0	TRUE
g17	5698	11744	-1.04339634651936	-1.04339634651936	0	0	0	TRUE
g21	949	3356	-1.82226272341871	-1.82226272341871	0	0	0	TRUE
g23	523	911	-0.800640107555109	-0.800640107555109	0	0	0	TRUE
g24	10190	15798	-0.632587875714043	-0.632587875714043	0	0	0	TRUE
g25	26	146	-2.48938484073893	-2.48938484073893	0	0	0	TRUE
g27	238	908	-1.93173072398297	-1.93173072398297	0	0	0	TRUE
g28	23882	60292	-1.33604292682685	-1.33604292682685	0	0	0	TRUE
g29	4501	5896	-0.389490959709519	-0.389490959709519	0	0	0	TRUE
g30	7356	16501	-1.16556007302222	-1.16556007302222	0	0	0	TRUE
g31	4346	7507	-0.788548308477694	-0.788548308477694	0	0	0	TRUE
g34	36331	51095	-0.491981044304829	-0.491981044304829	0	0	0	TRUE
g36	3600	8583	-1.2534850918273	-1.2534850918273	0	0	0	TRUE
g38	225	520	-1.20858662181142	-1.20858662181142	0	0	0	TRUE
g39	1	276	-8.10852445677817	-8.10852445677817	0	0	0	TRUE
g40	5202	16464	-1.66217658295098	-1.66217658295098	0	0	0	TRUE
g41	61377	18124	1.75979673516311	1.75979673516311	0	0	0	TRUE
g42	237	1177	-2.31215535614019	-2.31215535614019	0	0	0	TRUE
g43	5005	11351	-1.1813774274383	-1.1813774274383	0	0	0	TRUE
g44	6014	11651	-0.954057013024631	-0.954057013024631	0	0	0	TRUE
g45	27	163	-2.59384065206761	-2.59384065206761	0	0	0	TRUE
g47	1305	2880	-1.14201900487243	-1.14201900487243	0	0	0	TRUE
g49	3306	9082	-1.45792331213202	-1.45792331213202	0	0	0	TRUE
g50	8713	13503	-0.632038522288799	-0.632038522288799	0	0	0	TRUE
g51	387	1186	-1.61569853840159	-1.61569853840159	0	0	0	TRUE
g52	64	541	-3.07948478382682	-3.07948478382682	0	0	0	TRUE
g53	544	5062	-3.21802895086035	-3.21802895086035	0	0	0	TRUE
g55	1202	2694	-1.16431295475112	-1.16431295475112	0	0	0	TRUE
g56	120	427	-1.83120166401197	-1.83120166401197	0	0	0	TRUE
g59	644	1922	-1.57747574265913	-1.57747574265913	0	0	0	TRUE
g61	8852	14149	-0.676624735955992	-0.676624735955992	0	0	0	TRUE
g62	9	178	-4.30580842952409	-4.30580842952409	0	0	0	TRUE
g63	271	800	-1.56170714842085	-1.56170714842085	0	0	0	TRUE
g64	20768	33500	-0.68979880712072	-0.68979880712072	0	0	0	TRUE
g65	13056	19107	-0.549388315376195	-0.549388315376195	0	0	0	TRUE
g68	2662	7203	-1.43608733303968	-1.43608733303968	0	0	0	TRUE
g69	1779	785	1.18030195148817	1.18030195148817	0	0	0	TRUE
