"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Benjamini et al. 1995) < 0.05)"
g297	119	411	-1.78817682037374	-1.78817682037374	0	0	0	TRUE
g298	206	545	-1.40361189248107	-1.40361189248107	0	0	0	TRUE
g300	344	155	1.15014034942786	1.15014034942786	0	0	0	TRUE
g301	2848	4141	-0.540030056403481	-0.540030056403481	0	0	0	TRUE
g302	59	271	-2.19950599199203	-2.19950599199203	0	0	0	TRUE
g305	2439	10061	-2.04441204381928	-2.04441204381928	0	0	0	TRUE
g306	8466	9715	-0.198533507154286	-0.198533507154286	0	0	0	TRUE
g307	145	495	-1.77137562495204	-1.77137562495204	0	0	0	TRUE
g308	6334	4169	0.603415495219801	0.603415495219801	0	0	0	TRUE
g311	3749	9621	-1.35968102887471	-1.35968102887471	0	0	0	TRUE
g313	6737	14808	-1.13619859588329	-1.13619859588329	0	0	0	TRUE
g314	8235	6661	0.306029868039282	0.306029868039282	0	0	0	TRUE
g315	64864	55378	0.228105042816157	0.228105042816157	0	0	0	TRUE
g316	4389	9226	-1.07181302220601	-1.07181302220601	0	0	0	TRUE
g317	2078	3467	-0.738492182298621	-0.738492182298621	0	0	0	TRUE
g318	1281	829	0.627826468845896	0.627826468845896	0	0	0	TRUE
g319	2404	1017	1.24111721685369	1.24111721685369	0	0	0	TRUE
g324	250	816	-1.70664105730941	-1.70664105730941	0	0	0	TRUE
g327	13592	31454	-1.21048573842729	-1.21048573842729	0	0	0	TRUE
g330	6375	5269	0.274896162260104	0.274896162260104	0	0	0	TRUE
g331	12160	26210	-1.10797412488483	-1.10797412488483	0	0	0	TRUE
g332	666	1090	-0.710734052593027	-0.710734052593027	0	0	0	TRUE
g333	7617	12024	-0.658622113547702	-0.658622113547702	0	0	0	TRUE
g337	55981	92544	-0.72520219910543	-0.72520219910543	0	0	0	TRUE
g338	9647	16507	-0.774925675587502	-0.774925675587502	0	0	0	TRUE
g339	15591	41075	-1.39754711033574	-1.39754711033574	0	0	0	TRUE
g341	47	359	-2.93325118214541	-2.93325118214541	0	0	0	TRUE
g342	11723	13213	-0.17261625337022	-0.17261625337022	0	0	0	TRUE
g345	12562	22548	-0.843933298141073	-0.843933298141073	0	0	0	TRUE
g348	89	8	3.4757334309664	3.4757334309664	0	0	0	TRUE
g349	1406	9712	-2.78817182718315	-2.78817182718315	0	0	0	TRUE
g350	5537	9260	-0.741907671617204	-0.741907671617204	0	0	0	TRUE
g351	15234	36658	-1.26683327614447	-1.26683327614447	0	0	0	TRUE
g352	4178	8542	-1.03176140557503	-1.03176140557503	0	0	0	TRUE
g353	10032	18743	-0.901742635642485	-0.901742635642485	0	0	0	TRUE
g354	6527	14871	-1.18800972022745	-1.18800972022745	0	0	0	TRUE
g355	14211	30139	-1.08462347193066	-1.08462347193066	0	0	0	TRUE
g357	1815	3211	-0.823053116842658	-0.823053116842658	0	0	0	TRUE
g363	1125	1945	-0.789845153769155	-0.789845153769155	0	0	0	TRUE
g364	1689	4316	-1.35352553668663	-1.35352553668663	0	0	0	TRUE
g365	1547	2763	-0.836762365363457	-0.836762365363457	0	0	0	TRUE
g366	2298	1204	0.932543405886411	0.932543405886411	0	0	0	TRUE
g367	225	768	-1.77118130950412	-1.77118130950412	0	0	0	TRUE
g368	3496	7023	-1.00638225033257	-1.00638225033257	0	0	0	TRUE
g369	510	146	1.80452887797884	1.80452887797884	0	0	0	TRUE
g372	428	866	-1.01675622832558	-1.01675622832558	0	0	0	TRUE
g373	1883	2894	-0.620031921917496	-0.620031921917496	0	0	0	TRUE
g374	2994	14536	-2.2794841981757	-2.2794841981757	0	0	0	TRUE
g375	1158	587	0.980202844879184	0.980202844879184	0	0	0	TRUE
g376	3185	820	1.95759755763822	1.95759755763822	0	0	0	TRUE
g379	1096	1714	-0.645119311151973	-0.645119311151973	0	0	0	TRUE
g381	2050	2697	-0.395731611842795	-0.395731611842795	0	0	0	TRUE
g382	8693	15488	-0.833224807999267	-0.833224807999267	0	0	0	TRUE
g383	1702	2260	-0.409091735616586	-0.409091735616586	0	0	0	TRUE
g384	90486	295896	-1.70932369323155	-1.70932369323155	0	0	0	TRUE
g385	5726	18605	-1.70009081501378	-1.70009081501378	0	0	0	TRUE
g386	547	120	2.18850642718404	2.18850642718404	0	0	0	TRUE
g388	1440	3135	-1.12239663135973	-1.12239663135973	0	0	0	TRUE
g389	752	1328	-0.820450579669288	-0.820450579669288	0	0	0	TRUE
g391	11264	17804	-0.660482166814973	-0.660482166814973	0	0	0	TRUE
g392	132	1972	-3.90104971701946	-3.90104971701946	0	0	0	TRUE
g393	10978	14864	-0.437207162408095	-0.437207162408095	0	0	0	TRUE
g395	9906	11701	-0.240257305722926	-0.240257305722926	0	0	0	TRUE
g398	38090	96424	-1.33997999103915	-1.33997999103915	0	0	0	TRUE
g399	38056	53801	-0.499509058012631	-0.499509058012631	0	0	0	TRUE
g400	1867	3919	-1.06976364537601	-1.06976364537601	0	0	0	TRUE
g401	29255	90655	-1.63170337463381	-1.63170337463381	0	0	0	TRUE
g404	171	402	-1.23319917629303	-1.23319917629303	0	0	0	TRUE
g405	606	2525	-2.05889368905357	-2.05889368905357	0	0	0	TRUE
g406	6735	9471	-0.491838815684476	-0.491838815684476	0	0	0	TRUE
g409	1252	2932	-1.22765054120119	-1.22765054120119	0	0	0	TRUE
g413	192	600	-1.64385618977473	-1.64385618977473	0	0	0	TRUE
g414	919	376	1.2893321996114	1.2893321996114	0	0	0	TRUE
g416	12282	18328	-0.577503855560108	-0.577503855560108	0	0	0	TRUE
g417	4777	8831	-0.886471937435372	-0.886471937435372	0	0	0	TRUE
g418	13329	15040	-0.17423601983384	-0.17423601983384	0	0	0	TRUE
g419	719	1394	-0.955166885429126	-0.955166885429126	0	0	0	TRUE
g420	12820	14246	-0.152160633443588	-0.152160633443588	0	0	0	TRUE
g422	1403	2602	-0.891105953097897	-0.891105953097897	0	0	0	TRUE
g423	1874	5020	-1.42156641117895	-1.42156641117895	0	0	0	TRUE
g427	5795	14317	-1.30484865401289	-1.30484865401289	0	0	0	TRUE
g428	23	142	-2.62618516344767	-2.62618516344767	0	0	0	TRUE
g433	229	876	-1.93558327150423	-1.93558327150423	0	0	0	TRUE
g434	2124	5796	-1.44827382875278	-1.44827382875278	0	0	0	TRUE
g435	1963	4935	-1.32998991187759	-1.32998991187759	0	0	0	TRUE
g438	85	1	6.4093909361377	6.4093909361377	0	0	0	TRUE
g440	19345	26244	-0.440026897438671	-0.440026897438671	0	0	0	TRUE
g441	4338	6021	-0.4729730644115	-0.4729730644115	0	0	0	TRUE
g444	111	283	-1.35024237648178	-1.35024237648178	0	0	0	TRUE
g445	8842	21629	-1.29052232555356	-1.29052232555356	0	0	0	TRUE
g446	94	523	-2.4760782845693	-2.4760782845693	0	0	0	TRUE
g447	4463	2590	0.785061708677938	0.785061708677938	0	0	0	TRUE
g449	3581	2860	0.324347371654772	0.324347371654772	0	0	0	TRUE
g453	1275	1792	-0.491073390311383	-0.491073390311383	0	0	0	TRUE
g455	4853	6577	-0.438552810170229	-0.438552810170229	0	0	0	TRUE
g456	16683	22691	-0.443741447490453	-0.443741447490453	0	0	0	TRUE
g457	4695	10166	-1.11455507290731	-1.11455507290731	0	0	0	TRUE
g458	0	730	NA	NA	0	0	0	TRUE
g459	5045	9064	-0.845293591826795	-0.845293591826795	0	0	0	TRUE
g460	2333	4785	-1.03633261738919	-1.03633261738919	0	0	0	TRUE
g461	12	322	-4.74595437739346	-4.74595437739346	0	0	0	TRUE
g462	39723	62041	-0.64324735682494	-0.64324735682494	0	0	0	TRUE
g464	2020	3466	-0.778916361521013	-0.778916361521013	0	0	0	TRUE
g465	262	1326	-2.33944205857514	-2.33944205857514	0	0	0	TRUE
g466	73326	88053	-0.264047316877605	-0.264047316877605	0	0	0	TRUE
g468	8331	11395	-0.451839341612658	-0.451839341612658	0	0	0	TRUE
g470	116	332	-1.51705843621935	-1.51705843621935	0	0	0	TRUE
g471	3251	6252	-0.943434222309309	-0.943434222309309	0	0	0	TRUE
g472	8688	13293	-0.61357072440274	-0.61357072440274	0	0	0	TRUE
g474	362	141	1.36029453468441	1.36029453468441	0	0	0	TRUE
g476	7733	10336	-0.418577856984092	-0.418577856984092	0	0	0	TRUE
g477	260	1245	-2.25956221392699	-2.25956221392699	0	0	0	TRUE
g478	2223	3180	-0.516518817144728	-0.516518817144728	0	0	0	TRUE
g479	477	1245	-1.38408457094993	-1.38408457094993	0	0	0	TRUE
g480	45	272	-2.59560974492066	-2.59560974492066	0	0	0	TRUE
g481	2986	4612	-0.62717834751723	-0.62717834751723	0	0	0	TRUE
g482	5455	7545	-0.467941704203076	-0.467941704203076	0	0	0	TRUE
g483	278	756	-1.44330135149757	-1.44330135149757	0	0	0	TRUE
g484	4438	6291	-0.503379694620737	-0.503379694620737	0	0	0	TRUE
g486	25284	23108	0.129832320198338	0.129832320198338	0	0	0	TRUE
g487	14330	31998	-1.15894312425464	-1.15894312425464	0	0	0	TRUE
g489	4499	11452	-1.34792330342031	-1.34792330342031	0	0	0	TRUE
g490	8758	12079	-0.463827666418863	-0.463827666418863	0	0	0	TRUE
g491	7444	8672	-0.22028670129472	-0.22028670129472	0	0	0	TRUE
g493	301	699	-1.21552896861573	-1.21552896861573	0	0	0	TRUE
g494	20660	101223	-2.29262497869914	-2.29262497869914	0	0	0	TRUE
g495	231	1727	-2.90230332611287	-2.90230332611287	0	0	0	TRUE
g496	61	249	-2.02926459450519	-2.02926459450519	0	0	0	TRUE
g499	2973	5044	-0.762648812420576	-0.762648812420576	0	0	0	TRUE
g503	13662	19250	-0.49468974849921	-0.49468974849921	0	0	0	TRUE
g504	18658	25390	-0.444466046776588	-0.444466046776588	0	0	0	TRUE
g506	401	1080	-1.42935717059591	-1.42935717059591	0	0	0	TRUE
g508	603	1963	-1.70283026556609	-1.70283026556609	0	0	0	TRUE
g509	5574	3631	0.618346072303602	0.618346072303602	0	0	0	TRUE
g511	31390	33684	-0.101758440764204	-0.101758440764204	0	0	0	TRUE
g512	29	227	-2.96856749216334	-2.96856749216334	0	0	0	TRUE
g513	1018	1603	-0.655036864078852	-0.655036864078852	0	0	0	TRUE
g515	637	1739	-1.44889265505029	-1.44889265505029	0	0	0	TRUE
g516	575	4844	-3.07456500386259	-3.07456500386259	0	0	0	TRUE
g518	1768	3175	-0.844638317155459	-0.844638317155459	0	0	0	TRUE
g521	6410	8780	-0.453896582916617	-0.453896582916617	0	0	0	TRUE
g524	0	311	NA	NA	0	0	0	TRUE
g525	1046	10842	-3.37367615533881	-3.37367615533881	0	0	0	TRUE
g526	542	1667	-1.62088934763255	-1.62088934763255	0	0	0	TRUE
g527	34930	43009	-0.300171944913124	-0.300171944913124	0	0	0	TRUE
g528	6343	15697	-1.30725161128019	-1.30725161128019	0	0	0	TRUE
g529	10120	15490	-0.614127854095258	-0.614127854095258	0	0	0	TRUE
g531	468	838	-0.840441714115947	-0.840441714115947	0	0	0	TRUE
g533	15507	22393	-0.530128211506018	-0.530128211506018	0	0	0	TRUE
g537	6356	13224	-1.05696759994379	-1.05696759994379	0	0	0	TRUE
g540	17990	11517	0.643430220570739	0.643430220570739	0	0	0	TRUE
g542	0	708	NA	NA	0	0	0	TRUE
g543	3817	4997	-0.388623031520329	-0.388623031520329	0	0	0	TRUE
g544	0	67	NA	NA	0	0	0	TRUE
g545	32298	35157	-0.122367137191818	-0.122367137191818	0	0	0	TRUE
g546	70	501	-2.83938377625024	-2.83938377625024	0	0	0	TRUE
g547	8138	28554	-1.81094667480794	-1.81094667480794	0	0	0	TRUE
g548	10371	31605	-1.60759780544227	-1.60759780544227	0	0	0	TRUE
g550	24858	34106	-0.456315337403364	-0.456315337403364	0	0	0	TRUE
g551	8	110	-3.78135971352466	-3.78135971352466	0	0	0	TRUE
g552	3006	7022	-1.22403698696439	-1.22403698696439	0	0	0	TRUE
g553	7279	2179	1.74007406796244	1.74007406796244	0	0	0	TRUE
g554	1499	81	4.20993466506324	4.20993466506324	0	0	0	TRUE
g560	36147	78843	-1.12510675592982	-1.12510675592982	0	0	0	TRUE
g563	68	270	-1.98935275580049	-1.98935275580049	0	0	0	TRUE
g565	8502	9709	-0.191520450742031	-0.191520450742031	0	0	0	TRUE
g566	49506	37478	0.401559420572028	0.401559420572028	0	0	0	TRUE
g569	2606	7989	-1.61617784536364	-1.61617784536364	0	0	0	TRUE
g571	2775	5411	-0.963407469857621	-0.963407469857621	0	0	0	TRUE
g572	21939	24584	-0.164221904183906	-0.164221904183906	0	0	0	TRUE
g573	2	3194	-10.6411485974112	-10.6411485974112	0	0	0	TRUE
g574	3434	4377	-0.350052344636913	-0.350052344636913	0	0	0	TRUE
g577	783	1170	-0.579424317179726	-0.579424317179726	0	0	0	TRUE
g578	156	391	-1.3256225784451	-1.3256225784451	0	0	0	TRUE
g579	678	11697	-4.10870947698245	-4.10870947698245	0	0	0	TRUE
g583	6735	13554	-1.00896882576457	-1.00896882576457	0	0	0	TRUE
g585	340	2933	-3.10877041961925	-3.10877041961925	0	0	0	TRUE
g587	8370	5410	0.629599028723529	0.629599028723529	0	0	0	TRUE
g588	3089	982	1.65334494131294	1.65334494131294	0	0	0	TRUE
g595	4314	3569	0.27350627511143	0.27350627511143	0	0	0	TRUE
g596	161	500	-1.63486740654747	-1.63486740654747	0	0	0	TRUE
g597	521	966	-0.890739816557266	-0.890739816557266	0	0	0	TRUE
g598	1029	2987	-1.53745425541682	-1.53745425541682	0	0	0	TRUE
g600	30898	60089	-0.959587455980239	-0.959587455980239	0	0	0	TRUE
g601	1682	3085	-0.875092783781637	-0.875092783781637	0	0	0	TRUE
g606	32596	68990	-1.08169232470131	-1.08169232470131	0	0	0	TRUE
g608	766	430	0.833007732335497	0.833007732335497	0	0	0	TRUE
g609	15493	39896	-1.36462757947821	-1.36462757947821	0	0	0	TRUE
g610	15279	25392	-0.732823910216492	-0.732823910216492	0	0	0	TRUE
g611	165	14	3.55896729218821	3.55896729218821	0	0	0	TRUE
g612	68533	45410	0.593788804919461	0.593788804919461	0	0	0	TRUE
g613	37968	78333	-1.04483620617109	-1.04483620617109	0	0	0	TRUE
g614	486	3265	-2.74805477282801	-2.74805477282801	0	0	0	TRUE
g615	3417	2166	0.657697004820941	0.657697004820941	0	0	0	TRUE
g617	821936	453890	0.856683359411836	0.856683359411836	0	0	0	TRUE
g618	570	1506	-1.40168794561982	-1.40168794561982	0	0	0	TRUE
g619	3345	7025	-1.07049201446683	-1.07049201446683	0	0	0	TRUE
g621	7927	9665	-0.285994756041761	-0.285994756041761	0	0	0	TRUE
g622	4947	12793	-1.37072881595189	-1.37072881595189	0	0	0	TRUE
g623	3939	9191	-1.22239242133645	-1.22239242133645	0	0	0	TRUE
g624	8050	22449	-1.47959049260991	-1.47959049260991	0	0	0	TRUE
g625	269	1189	-2.14407063718903	-2.14407063718903	0	0	0	TRUE
g626	68929	105437	-0.613198236606525	-0.613198236606525	0	0	0	TRUE
g628	229	31	2.88500747771007	2.88500747771007	0	0	0	TRUE
g630	13880	27878	-1.00611949638988	-1.00611949638988	0	0	0	TRUE
g631	169	794	-2.23211576086077	-2.23211576086077	0	0	0	TRUE
g633	452	188	1.26559011073755	1.26559011073755	0	0	0	TRUE
g634	233	735	-1.65741429506945	-1.65741429506945	0	0	0	TRUE
g637	880	1379	-0.648047027989321	-0.648047027989321	0	0	0	TRUE
g638	498	1180	-1.24456921218112	-1.24456921218112	0	0	0	TRUE
