"","GeneNames","value1","value2","log2.Fold_change.","log2.Fold_change..normalized","p.value","q.value.Benjamini.et.al..1995.","q.value.Storey.et.al..2003.","Signature.q.value.Benjamini.et.al..1995....0.05."
"1","g2",36074,26683,0.435038523131846,0.435038523131846,0,0,0,TRUE
"2","g4",11228,7236,0.633836655891285,0.633836655891285,0,0,0,TRUE
"3","g7",16552,14079,0.23346068411059,0.23346068411059,0,0,0,TRUE
"4","g8",3918,15723,-2.00468721209148,-2.00468721209148,0,0,0,TRUE
"5","g9",98,348,-1.82823365173352,-1.82823365173352,0,0,0,TRUE
"6","g14",10130,14539,-0.521293869213752,-0.521293869213752,0,0,0,TRUE
"7","g16",1021,2357,-1.20696889237237,-1.20696889237237,0,0,0,TRUE
"8","g17",193,29,2.73447604214051,2.73447604214051,0,0,0,TRUE
"9","g19",34086,48841,-0.518913430420017,-0.518913430420017,0,0,0,TRUE
"10","g24",461,879,-0.931096414714066,-0.931096414714066,0,0,0,TRUE
"11","g25",638,230,1.47192256282049,1.47192256282049,0,0,0,TRUE
"12","g27",773,1184,-0.615128761704101,-0.615128761704101,0,0,0,TRUE
"13","g28",2947,3813,-0.371679470602114,-0.371679470602114,0,0,0,TRUE
"14","g30",47,182,-1.95320578852106,-1.95320578852106,0,0,0,TRUE
"15","g31",1965,6895,-1.81102123925537,-1.81102123925537,0,0,0,TRUE
"16","g32",77091,52798,0.546079161319575,0.546079161319575,0,0,0,TRUE
"17","g33",8638,10136,-0.230719207933788,-0.230719207933788,0,0,0,TRUE
"18","g34",2569,1358,0.919723410656085,0.919723410656085,0,0,0,TRUE
"19","g37",815,489,0.736965594166207,0.736965594166207,0,0,0,TRUE
"20","g38",839,346,1.2778987728031,1.2778987728031,0,0,0,TRUE
"21","g39",415,1081,-1.38118328150036,-1.38118328150036,0,0,0,TRUE
"22","g43",155,1891,-3.60880924267552,-3.60880924267552,0,0,0,TRUE
"23","g44",12876,22218,-0.787044473415108,-0.787044473415108,0,0,0,TRUE
"24","g46",49,1598,-5.02734184881277,-5.02734184881277,0,0,0,TRUE
"25","g53",8780,1536,2.51504272370156,2.51504272370156,0,0,0,TRUE
"26","g54",22269,17872,0.317335683741776,0.317335683741776,0,0,0,TRUE
"27","g55",289,119,1.28010791919273,1.28010791919273,0,0,0,TRUE
"28","g59",106,5,4.40599235967584,4.40599235967584,0,0,0,TRUE
"29","g60",75537,45643,0.726789867892291,0.726789867892291,0,0,0,TRUE
"30","g61",15653,12723,0.299000296846188,0.299000296846188,0,0,0,TRUE
"31","g62",3001,1695,0.824158045574583,0.824158045574583,0,0,0,TRUE
"32","g65",30216,16345,0.886463311785544,0.886463311785544,0,0,0,TRUE
"33","g66",8620,6194,0.476816486301798,0.476816486301798,0,0,0,TRUE
