"","X1_mean","X2_mean","M","D","prob","ranking"
"g509",154188.749473733,1912978.6123203,-3.63305133739378,1758789.86284657,0.954339796860572,-1758789.86285032
"g582",1973.86995096469,23679.8698714,-3.58456230728251,21705.9999204353,0.93458756540474,-21706.0002164154
"g216",8646.36435221542,72347.5036819871,-3.06477770120788,63701.1393297717,0.93360649430594,-63701.1394034977
"g222",28546.8398011424,187511.06997286,-2.71557281962025,158964.230171717,0.922533856571253,-158964.230194912
"g906",79081.9803807889,11761.2054207091,2.74931306829003,67320.7749600798,0.921487380732533,67320.7750162194
"g239",92365.9216590337,552091.707992905,-2.57947535947027,459725.786333872,0.916170360110803,-459725.786341108
"g887",166407.411453699,27831.8676682347,2.57991006002637,138575.543785465,0.915266235764851,138575.54380948
"g938",57364.3236264892,9105.06840870223,2.65541200431871,48259.255217787,0.915177746999077,48259.2552908425
"g158",58778.5912717681,335016.72102201,-2.51087041583767,276238.129750242,0.911945983379501,-276238.129761654
"g6217",5122.90474386969,33771.0254553638,-2.72075201592099,28648.1207114941,0.911330409356725,-28648.1208406909
"g601",7941.26544705123,48509.1906616678,-2.61081728406483,40567.9252146166,0.910914896891351,-40567.9252986283
"g321",88710.1924147986,487701.790038628,-2.45882748904637,398991.597623829,0.909172052939366,-398991.597631405
"g380",2978.10172498641,22022.6135808407,-2.88652075502596,19044.5118558543,0.908975838719606,-19044.5120746051
"g489",8658.57385706675,51126.9470351165,-2.56188255521565,42468.3731780498,0.908510310864882,-42468.3732553219
"g520",27766.448949395,150830.988938581,-2.441518279739,123064.539989186,0.906859803016313,-123064.540013405
"g12732",8737.93563860038,407.425240078115,4.42268521585656,8330.51039852227,0.906782856263466,8330.51157252855
"g829",86837.0508788573,15755.7441875619,2.46243283216146,71081.3066912954,0.906417359187442,71081.3067339478
"g246",15448.0760131427,85214.8587883189,-2.46367784469435,69766.7827751762,0.906328870421668,-69766.7828186761
"g2744",10819.6562157518,59862.9708422987,-2.46800921815,49043.3146265469,0.904651431209603,-49043.3146886458
"g8638",18696.8217623336,2513.43976608576,2.89505802917231,16183.3819962478,0.904116651277316,16183.3822551974
"g1076",39630.0178299354,6855.37251783612,2.53128664774678,32774.6453120993,0.90348568790397,32774.6454098488
"g1049",187953.117681343,37036.332089613,2.34335971354207,150916.78559173,0.901038781163435,150916.785609923
"g1223",40599.6560068783,7263.78187685162,2.48267471789031,33335.8741300267,0.900819482917821,33335.8742224748
"g159",22645.5791230005,113666.721387107,-2.32750859356086,91021.1422641067,0.899257463835026,-91021.1422938652
"g673",17574.564774749,2478.01148433984,2.82623418334938,15096.5532904092,0.898711141889812,15096.5535549596
"g8290",5373.19959332192,9.84118937386752,9.09273302868119,5363.35840394805,0.897403047091413,5363.36611159392
"g575",18188.0923935282,89450.5066948314,-2.29809541653831,71262.4143013032,0.896314250538627,-71262.4143383581
"g52",34202.8929235201,162145.404361716,-2.24509787416478,127942.511438196,0.894178978147122,-127942.511457894
"g364",75114.9087628449,352906.035065827,-2.23211291540245,277791.126302982,0.893394121268082,-277791.12631195
"g12862",17956.111801353,2797.85013899054,2.68208438941097,15158.2616623625,0.892543859649123,15158.2618996448
"g6886",6155.62536254452,145.649602733239,5.40133175891748,6009.97575981128,0.891558941212681,6009.97818697405
"g24",3193.80297735987,19432.4125376388,-2.60511780076628,16238.6095602789,0.89150892582333,-16238.6097692451
"g262",93988.7683455227,430599.272815699,-2.1957856129262,336610.504470176,0.891258848876577,-336610.504477338
"g1271",30848.3314656177,5880.11065088584,2.39127724972514,24968.2208147319,0.890612496152662,24968.2209292416
"g257",28437.9717162181,131447.782347811,-2.20859932620706,103009.810631593,0.890547091412742,-103009.81065527
"g436",68396.6287184017,311898.783063858,-2.18908080246728,243502.154345456,0.890370113881194,-243502.154355296
"g10972",320.499502347359,6952.8002926374,-4.43920012933691,6632.30079029004,0.889454447522315,-6632.30227593554
"g642",3452.23749671298,20123.2640316843,-2.5432607087389,16671.0265349713,0.888423361034164,-16671.0267289658
"g468",16161.3145882078,74668.056136345,-2.20794661918962,58506.7415481373,0.88826946752847,-58506.7415897994
"g215",6574.81836244011,33132.3322649998,-2.33321681796885,26557.5139025597,0.888107879347492,-26557.5140050523
"g422",2503.96595325984,15849.2354866136,-2.6621264003149,13345.2695333538,0.886330409356725,-13345.2697988755
"g2",202734.75822135,890324.529702296,-2.13473784924696,687589.771480945,0.885984148968914,-687589.771484259
"g747",26421.3684982737,5109.54552291202,2.37043831404595,21311.8229753617,0.885887965527855,21311.8231071894
"g1220",19346.9778956668,3380.44854992349,2.5168216323096,15966.5293457433,0.885861034164358,15966.529544108
"g443",761773.391766579,3297739.25794976,-2.11404353232277,2535965.86618318,0.884437519236688,-2535965.86618406
"g331",20793.8042205491,90782.0196171157,-2.12625286111368,69988.2153965666,0.883233302554632,-69988.2154288645
"g87",8679.94049055658,40306.5593185492,-2.21525757919503,31626.6188279926,0.883002462296091,-31626.6189055755
"g357",12739.6008536231,56907.6616733263,-2.15930282357702,44168.0608197032,0.882594644506002,-44168.0608724856
"g62",15945.6133358343,69123.5300431081,-2.11601730500382,53177.9167072738,0.880813327177593,-53177.9167493733
"g34",11982.6115528408,52774.362136302,-2.13889486549467,40791.7505834612,0.880286241920591,-40791.7506395371
"g502",23743.4171008825,100962.730024382,-2.08822334175926,77219.3129234992,0.880270852570022,-77219.3129517349
"g1013",247453.087198077,60160.1747613895,2.0402743781558,187292.912436687,0.877758541089566,187292.9124478
"g454",250358.949352693,1020622.86113124,-2.02737993024765,770263.911778546,0.877239150507849,-770263.911781214
"g145",75026.3898526728,305843.499242117,-2.02732356676826,230817.109389445,0.876904432132964,-230817.109398348
"g384",10101.3303469987,43982.2435496887,-2.12237588976788,33880.9132026901,0.87635811018775,-33880.9132691652
"g928",13405.0188680205,2175.88697056211,2.62309772909283,11229.1318974584,0.876150353955063,11229.132203833
"g1125",97854.0940897056,23727.1075803946,2.04409597107856,74126.986509311,0.875792551554324,74126.9865374946
"g385",33023.6582466293,133617.764604749,-2.01653997721406,100594.10635812,0.874707602339181,-100594.106378332
"g805",63848.588161282,15389.651942854,2.05269411538843,48458.936218428,0.874088180978763,48458.9362619035
"g240",26673.6982652012,107301.44010009,-2.00817966752709,80627.7418348886,0.873145583256387,-80627.7418598973
"g548",14927.1371394861,61450.3546883036,-2.04148383880229,46523.2175488175,0.872933979686057,-46523.2175936087
"g721",80797.4158124004,19996.3126887614,2.01457515902049,60801.103123639,0.871810557094491,60801.1031570143
"g1277",15606.79957621,2904.13498422831,2.42599430347321,12702.6645919817,0.871537396121884,12702.6648236436
"g3986",5386.42655691085,24499.6409462432,-2.1853602179609,19113.2143893323,0.870240843336411,-19113.2145142668
