"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g1",44164.1924313993,1.21923043727291,0.272302870025103,4.47747920233274,7.55295830023078e-06,0.000270455648061371
"g2",103382.229036353,2.08560743705823,0.390728389516891,5.33774226038949,9.41111105085392e-08,5.44727140094175e-06
"g10",174.346103639368,1.41063851553413,0.456665872091424,3.08899482475828,0.00200834937488857,0.0363164574551891
"g15",36.7027689873741,1.88502582596974,0.382716868151185,4.92537952423121,8.41967736772319e-07,3.86155149343093e-05
"g24",2170.88977467935,2.63456830730924,0.392093925249759,6.71922755658876,1.82690417618574e-11,2.16428386330191e-09
"g29",51129.0316947363,0.402299992501971,0.135182329746933,2.97598061266655,0.00292053324463197,0.0498259480605045
"g30",460.391663229128,2.41209468801539,0.405033757252928,5.95529297205994,2.59606344621909e-09,2.04395653691138e-07
"g32",188201.965411701,1.55882054420077,0.272729517057262,5.71562829363087,1.09299421974613e-08,7.57092608169508e-07
"g33",12990.064592152,1.31263715621433,0.291501474894089,4.50302063374207,6.69943765276495e-06,0.00024625560134665
"g34",6224.21788637413,2.17626111890927,0.402978939964584,5.40043387652104,6.64799124984018e-08,4.01285414680829e-06
"g35",2200.23558208327,1.61195139136991,0.344572564235584,4.67811880190153,2.89518797094125e-06,0.000116114630565743
"g45",71.5656837842504,2.29093835558563,0.567907100252149,4.03400196012422,5.48348600096124e-05,0.00166288680737284
"g47",807.362251899169,1.07266788969067,0.195546997172916,5.48547359559884,4.12363150127348e-08,2.61355764550713e-06
"g50",11356.7175445823,1.11241189174027,0.30914526051497,3.59834690619948,0.00032024627368516,0.00758774161725812
"g51",388.731606367278,0.757956890151587,0.250331943204279,3.02780732035092,0.00246335097011824,0.0434289803855616
"g52",19158.0996102738,2.27473219654186,0.468562119703528,4.85470784104602,1.20564360387808e-06,5.34093931363316e-05
"g55",945.21021065533,2.24645278619498,0.439501633738985,5.11136390343686,3.19841201254575e-07,1.57755138797782e-05
"g56",1266.02939940481,1.31531152520723,0.261468253800423,5.03048269183454,4.89246554524161e-07,2.35805677762291e-05
"g57",163.753030593581,1.23923053922171,0.309566517131168,4.00311555237296,6.25137495111684e-05,0.00186892520944238
"g58",60.7885758702955,3.25833700671321,0.770986464925175,4.22619222897698,2.37678972812583e-05,0.000788695984128875
"g61",25265.99171463,1.48952205182311,0.178598789831366,8.34004560293787,7.42618898741528e-17,1.92110962458114e-14
"g62",8079.9764667581,2.09255126855347,0.332256644847566,6.29799674740441,3.01516837834997e-10,2.83113143436772e-08
"g65",36541.0899684669,0.997429949983419,0.222571084006135,4.48139952427928,7.41551428268333e-06,0.000267709112952235
"g67",1961.84112949795,2.1540249068476,0.400964677192407,5.37210639583091,7.78221656554631e-08,4.58825010162163e-06
"g68",6280.54744765486,0.779463063020643,0.229065258135819,3.40279913839435,0.000666992958263305,0.0139748805602408
"g71",576.479720015429,2.32198671811462,0.580806021234112,3.99786956956955,6.39151517985843e-05,0.00190632579811495
"g80",2370.26249661663,1.33994069883152,0.338379115629838,3.95988001900601,7.49874285162825e-05,0.00219018581537419
"g81",197.820003723593,1.52552740340133,0.401192892589666,3.80247863703212,0.000143255622795474,0.00384726329354965
"g82",5378.37462243495,1.7882565202334,0.452030961255055,3.95604875221011,7.61996169653515e-05,0.00222047435552367
"g83",23050.9459481459,1.23875841055132,0.226770294305549,5.46261323311696,4.69176070844291e-08,2.94419597723873e-06
