"","x"
"1","g2"
"2","g3"
"3","g4"
"4","g6"
"5","g9"
"6","g10"
"7","g14"
"8","g15"
"9","g16"
"10","g17"
"11","g18"
"12","g19"
"13","g20"
"14","g21"
"15","g24"
"16","g27"
"17","g28"
"18","g30"
"19","g33"
"20","g34"
"21","g35"
"22","g36"
"23","g38"
"24","g39"
"25","g40"
"26","g41"
"27","g42"
"28","g47"
"29","g49"
"30","g52"
"31","g58"
"32","g59"
"33","g63"
"34","g65"
"35","g68"
"36","g69"
"37","g72"
"38","g73"
"39","g76"
"40","g77"
"41","g78"
"42","g80"
"43","g82"
"44","g83"
"45","g87"
"46","g88"
"47","g90"
"48","g91"
"49","g95"
"50","g98"
"51","g99"
"52","g100"
"53","g102"
"54","g103"
"55","g105"
"56","g106"
"57","g107"
"58","g110"
"59","g112"
"60","g114"
"61","g115"
"62","g116"
"63","g117"
"64","g118"
"65","g119"
"66","g120"
"67","g121"
"68","g123"
"69","g124"
"70","g126"
"71","g127"
"72","g131"
"73","g132"
"74","g133"
"75","g134"
"76","g136"
"77","g138"
"78","g139"
"79","g140"
"80","g141"
"81","g146"
"82","g149"
"83","g150"
"84","g155"
"85","g156"
"86","g157"
"87","g158"
"88","g159"
"89","g161"
"90","g162"
"91","g166"
"92","g167"
"93","g171"
"94","g174"
"95","g175"
"96","g177"
"97","g178"
"98","g180"
"99","g181"
"100","g184"
"101","g185"
"102","g188"
"103","g190"
"104","g191"
"105","g192"
"106","g195"
"107","g197"
"108","g199"
"109","g202"
"110","g203"
"111","g204"
"112","g205"
"113","g206"
"114","g208"
"115","g210"
"116","g212"
"117","g213"
"118","g214"
"119","g215"
"120","g216"
"121","g218"
"122","g219"
"123","g222"
"124","g223"
"125","g224"
"126","g225"
"127","g226"
"128","g227"
"129","g231"
"130","g232"
"131","g233"
"132","g238"
"133","g244"
"134","g246"
"135","g247"
"136","g248"
"137","g249"
"138","g252"
"139","g253"
"140","g255"
"141","g256"
"142","g257"
"143","g261"
"144","g263"
"145","g265"
"146","g266"
"147","g271"
"148","g272"
"149","g273"
"150","g276"
"151","g277"
"152","g282"
"153","g283"
"154","g287"
"155","g290"
"156","g295"
"157","g296"
"158","g297"
"159","g298"
"160","g300"
"161","g301"
"162","g302"
"163","g304"
"164","g305"
"165","g306"
"166","g307"
"167","g308"
"168","g316"
"169","g318"
"170","g319"
"171","g322"
"172","g326"
"173","g327"
