"","x"
"1","g1"
"2","g2"
"3","g10"
"4","g15"
"5","g24"
"6","g29"
"7","g30"
"8","g32"
"9","g33"
"10","g34"
"11","g35"
"12","g45"
"13","g47"
"14","g50"
"15","g51"
"16","g52"
"17","g55"
"18","g56"
"19","g57"
"20","g58"
"21","g61"
"22","g62"
"23","g65"
"24","g67"
"25","g68"
"26","g71"
"27","g80"
"28","g81"
"29","g82"
"30","g83"
"31","g84"
"32","g87"
"33","g88"
"34","g91"
"35","g94"
"36","g95"
"37","g98"
"38","g100"
"39","g104"
"40","g106"
"41","g109"
"42","g110"
"43","g113"
"44","g118"
"45","g119"
"46","g120"
"47","g121"
"48","g123"
"49","g125"
"50","g127"
"51","g131"
"52","g134"
"53","g135"
"54","g137"
"55","g139"
"56","g140"
"57","g141"
"58","g142"
"59","g143"
"60","g145"
"61","g146"
"62","g148"
"63","g150"
"64","g151"
"65","g153"
"66","g154"
"67","g155"
"68","g157"
"69","g158"
"70","g159"
"71","g162"
"72","g164"
"73","g168"
"74","g169"
"75","g170"
"76","g174"
"77","g179"
"78","g180"
"79","g182"
"80","g183"
"81","g184"
"82","g185"
"83","g186"
"84","g194"
"85","g195"
"86","g196"
"87","g200"
"88","g203"
"89","g204"
"90","g205"
"91","g207"
"92","g210"
"93","g212"
"94","g215"
"95","g216"
"96","g220"
"97","g221"
"98","g222"
"99","g223"
"100","g227"
"101","g239"
"102","g240"
"103","g246"
"104","g250"
"105","g251"
"106","g254"
"107","g255"
"108","g257"
"109","g258"
"110","g260"
"111","g261"
"112","g262"
"113","g263"
"114","g265"
"115","g266"
"116","g268"
"117","g270"
"118","g272"
"119","g273"
"120","g275"
"121","g279"
"122","g281"
"123","g283"
"124","g284"
"125","g285"
"126","g286"
"127","g287"
"128","g289"
"129","g293"
"130","g294"
"131","g295"
"132","g296"
"133","g298"
"134","g300"
"135","g304"
"136","g305"
"137","g307"
"138","g308"
"139","g309"
"140","g312"
"141","g314"
"142","g315"
"143","g318"
"144","g319"
"145","g320"
"146","g321"
"147","g322"
"148","g323"
"149","g324"
"150","g325"
"151","g327"
"152","g328"
"153","g330"
"154","g331"
"155","g332"
"156","g336"
"157","g337"
"158","g338"
"159","g340"
"160","g341"
"161","g344"
"162","g346"
"163","g352"
"164","g354"
"165","g357"
"166","g359"
"167","g363"
"168","g364"
"169","g366"
"170","g367"
"171","g369"
"172","g374"
"173","g377"
"174","g379"
"175","g380"
"176","g383"
"177","g384"
"178","g385"
"179","g386"
"180","g389"
"181","g391"
"182","g392"
"183","g394"
"184","g395"
"185","g396"
"186","g397"
"187","g400"
"188","g401"
"189","g402"
"190","g404"
"191","g405"
"192","g407"
"193","g409"
"194","g410"
"195","g412"
"196","g414"
"197","g415"
"198","g418"
"199","g422"
"200","g424"
"201","g425"
"202","g427"
"203","g432"
"204","g435"
"205","g436"
"206","g439"
"207","g443"
"208","g444"
"209","g450"
"210","g451"
"211","g452"
"212","g453"
"213","g454"
"214","g455"
"215","g456"
"216","g462"
"217","g464"
"218","g465"
"219","g469"
"220","g470"
"221","g471"
"222","g472"
"223","g478"
"224","g480"
"225","g481"
"226","g484"
"227","g486"
"228","g487"
"229","g488"
"230","g489"
"231","g493"
"232","g496"
"233","g497"
"234","g498"
"235","g499"
"236","g501"
"237","g502"
"238","g503"
"239","g504"
"240","g508"
"241","g509"
"242","g511"
"243","g513"
"244","g514"
"245","g520"
"246","g521"
"247","g522"
"248","g526"
"249","g527"
"250","g528"
"251","g530"
"252","g533"
"253","g535"
"254","g537"
"255","g538"
"256","g539"
"257","g540"
"258","g543"
"259","g548"
"260","g550"
"261","g553"
"262","g554"
"263","g555"
"264","g560"
"265","g565"
"266","g566"
"267","g568"
"268","g569"
"269","g571"
"270","g572"
"271","g575"
"272","g576"
"273","g577"
"274","g578"
"275","g579"
"276","g580"
"277","g581"
"278","g582"
