"","X1_mean","X2_mean","M","D","prob","ranking"
"g12200",70909.8667477117,4029.33828817585,4.13737154615292,66880.5284595359,0.962101861824896,66880.5285875092
"g1331",23832.5527606412,1037.57673761912,4.52164354517626,22794.9760230221,0.952842745037698,22794.9764714819
"g337",14.2618396515913,11501.8577691522,-9.65549109865905,11487.5959295006,0.951611786428681,-11487.5999872901
"g534",12708.3178324001,134866.289674358,-3.40768480417672,122157.971841958,0.948445914756116,-122157.971889487
"g575",7623.97199660778,72753.3072657576,-3.25439810720473,65129.3352691498,0.941217879673796,-65129.3353504581
"g7957",5304.38564755969,51742.1324577056,-3.28608193989713,46437.7468101459,0.939998461301739,-46437.7469264127
"g292",42711.153648019,366032.485905541,-3.09928692395608,323321.332257522,0.939733035851669,-323321.332272376
"g7857",18037.1523479339,1072.98219975588,4.07127354035269,16964.170148178,0.936463302046469,16964.1706367156
"g295",67527.7733446201,541797.00177316,-3.00419951779511,474269.22842854,0.93635559316818,-474269.228438055
"g198",50510.3425317749,378572.903897372,-2.90592042436943,328062.561365597,0.932631943375904,-328062.561378467
"g5198",3504.33774296242,32180.6146271423,-3.19897814918948,28676.2768841799,0.930470072318818,-28676.2770626107
"g480",24876.7231637042,173325.47292042,-2.80061532994584,148448.749756716,0.927500384674565,-148448.749783134
"g607",323193.660561703,2189485.58035833,-2.76012114339626,1866291.91979662,0.926692568087398,-1866291.91979867
"g10804",1991.56403706149,20535.1680393243,-3.3661229787394,18543.6040022628,0.924207570395445,-18543.6043077801
"g15",504014.431990067,3219165.91643589,-2.67514998583821,2715151.48444582,0.922930450838591,-2715151.48444714
"g786",211806.655477111,32768.7386926364,2.69235587497812,179037.916784474,0.92261501769503,179037.916804718
"g384",59837.5856639156,379588.843963685,-2.66531372104646,319751.258299769,0.922153408216649,-319751.258310878
"g591",9165.26938181189,61184.5725125692,-2.73891873839527,52019.3031307573,0.920430066164025,-52019.3032028621
"g245",36733.4054283378,217946.190063339,-2.56880742932906,181212.784635001,0.91645253115864,-181212.784653208
"g4223",32070.8025650997,4687.28979288409,2.77443455969683,27383.5127722156,0.913394368364364,27383.5129127653
"g626",540311.832606199,3059654.47465916,-2.50150455739411,2519342.64205296,0.913375134636098,-2519342.64205421
