"","GeneNames","value1","value2","log2.Fold_change.","log2.Fold_change..normalized","p.value","q.value.Benjamini.et.al..1995.","q.value.Storey.et.al..2003.","Signature.q.value.Benjamini.et.al..1995....0.05."
"1","g1",36586,23099,0.663461296416424,0.663461296416424,0,0,0,TRUE
"2","g2",237,621,-1.38970620932222,-1.38970620932222,0,0,0,TRUE
"3","g5",1384,4091,-1.56360959425132,-1.56360959425132,0,0,0,TRUE
"4","g6",6728,9111,-0.437431703633472,-0.437431703633472,0,0,0,TRUE
"5","g7",442,1549,-1.80921886939814,-1.80921886939814,0,0,0,TRUE
"6","g8",70,396,-2.50007360313464,-2.50007360313464,0,0,0,TRUE
"7","g10",3006,2045,0.555744166087253,0.555744166087253,0,0,0,TRUE
"8","g12",1098,469,1.22721822648982,1.22721822648982,0,0,0,TRUE
"9","g13",124,1321,-3.41321844085995,-3.41321844085995,0,0,0,TRUE
"10","g15",100813,116799,-0.212346233622693,-0.212346233622693,0,0,0,TRUE
"11","g16",7540,1758,2.10062945301262,2.10062945301262,0,0,0,TRUE
"12","g17",3394,5702,-0.748481474395289,-0.748481474395289,0,0,0,TRUE
"13","g18",3308,2424,0.448569535698324,0.448569535698324,0,0,0,TRUE
"14","g19",23169,33859,-0.547343587741986,-0.547343587741986,0,0,0,TRUE
"15","g22",55820,33145,0.751990871540078,0.751990871540078,0,0,0,TRUE
"16","g23",1672,5488,-1.71470563409193,-1.71470563409193,0,0,0,TRUE
"17","g24",76,0,NA,NA,0,0,0,TRUE
"18","g25",27140,30727,-0.179086196958361,-0.179086196958361,0,0,0,TRUE
"19","g27",476,1818,-1.93331872088616,-1.93331872088616,0,0,0,TRUE
"20","g30",7076,5640,0.327238885404302,0.327238885404302,0,0,0,TRUE
"21","g31",19,326,-4.10080064078749,-4.10080064078749,0,0,0,TRUE
"22","g32",10664,17728,-0.733281100960216,-0.733281100960216,0,0,0,TRUE
"23","g34",2054,4036,-0.974489992788163,-0.974489992788163,0,0,0,TRUE
"24","g37",12917,15491,-0.262159238284072,-0.262159238284072,0,0,0,TRUE
"25","g38",14234,6248,1.18787478248782,1.18787478248782,0,0,0,TRUE
"26","g39",5234,13820,-1.40077178622759,-1.40077178622759,0,0,0,TRUE
"27","g40",11203,24424,-1.12441437794839,-1.12441437794839,0,0,0,TRUE
"28","g41",14976,3197,2.22786169080288,2.22786169080288,0,0,0,TRUE
"29","g44",553,1485,-1.42511154545342,-1.42511154545342,0,0,0,TRUE
"30","g46",94825,100440,-0.0829945620899011,-0.0829945620899011,0,0,0,TRUE
"31","g50",19721,22849,-0.21239831742451,-0.21239831742451,0,0,0,TRUE
"32","g51",2083,4600,-1.14297102179109,-1.14297102179109,0,0,0,TRUE
"33","g52",2077,1205,0.785468069727322,0.785468069727322,0,0,0,TRUE
"34","g53",506,953,-0.913338829215631,-0.913338829215631,0,0,0,TRUE
"35","g56",24304,35289,-0.538024773456817,-0.538024773456817,0,0,0,TRUE
"36","g59",5935,10494,-0.82224476011354,-0.82224476011354,0,0,0,TRUE
"37","g62",6598,9120,-0.467005046487174,-0.467005046487174,0,0,0,TRUE
"38","g63",23536,45383,-0.947282828439015,-0.947282828439015,0,0,0,TRUE
"39","g66",798,1478,-0.889185617923806,-0.889185617923806,0,0,0,TRUE
"40","g67",5688,8721,-0.616572107237978,-0.616572107237978,0,0,0,TRUE
"41","g68",1533,956,0.68127517367803,0.68127517367803,0,0,0,TRUE
"42","g72",20848,13072,0.673429100422451,0.673429100422451,0,0,0,TRUE
"43","g73",291,797,-1.45356057108219,-1.45356057108219,0,0,0,TRUE
"44","g74",722,38,4.24792751344359,4.24792751344359,0,0,0,TRUE
"45","g75",10988,23544,-1.09943063186454,-1.09943063186454,0,0,0,TRUE
"46","g82",13256,15711,-0.245129502949055,-0.245129502949055,0,0,0,TRUE
"47","g84",1117,480,1.2185228748748,1.2185228748748,0,0,0,TRUE
"48","g87",8389,10244,-0.288208406635572,-0.288208406635572,0,0,0,TRUE
"49","g89",4125,5049,-0.291603558030564,-0.291603558030564,0,0,0,TRUE
"50","g90",11667,1924,2.60025293638532,2.60025293638532,0,0,0,TRUE
"51","g92",24908,19847,0.327688232990569,0.327688232990569,0,0,0,TRUE
"52","g93",891,1596,-0.840963314700423,-0.840963314700423,0,0,0,TRUE
"53","g96",8825,14502,-0.716583695440834,-0.716583695440834,0,0,0,TRUE
"54","g97",107,271,-1.34068205495272,-1.34068205495272,0,0,0,TRUE
"55","g99",157,1,7.29462074889163,7.29462074889163,0,0,0,TRUE
"56","g100",2445,1738,0.492406383025196,0.492406383025196,0,0,0,TRUE
"57","g101",40029,93179,-1.21895927255074,-1.21895927255074,0,0,0,TRUE
"58","g102",609,1950,-1.67895999073064,-1.67895999073064,0,0,0,TRUE
"59","g103",45675,33541,0.445479026428316,0.445479026428316,0,0,0,TRUE
"60","g104",792,2175,-1.45744306554384,-1.45744306554384,0,0,0,TRUE
"61","g106",774,279,1.47206844431522,1.47206844431522,0,0,0,TRUE
"62","g107",8519,6419,0.408335529118675,0.408335529118675,0,0,0,TRUE
"63","g108",59,248,-2.07155326102503,-2.07155326102503,0,0,0,TRUE
"64","g111",41129,110733,-1.42885732966313,-1.42885732966313,0,0,0,TRUE
"65","g112",6930,10345,-0.578006387722796,-0.578006387722796,0,0,0,TRUE
"66","g114",5114,2943,0.797164618301254,0.797164618301254,0,0,0,TRUE
"67","g115",21460,6055,1.82545121106219,1.82545121106219,0,0,0,TRUE
"68","g116",2590,1954,0.406521630605532,0.406521630605532,0,0,0,TRUE
"69","g117",1983,1093,0.859391276556943,0.859391276556943,0,0,0,TRUE
"70","g118",308122,655385,-1.08884095895071,-1.08884095895071,0,0,0,TRUE
"71","g120",2786,7008,-1.33080751699992,-1.33080751699992,0,0,0,TRUE
"72","g121",28515,43235,-0.600478656593044,-0.600478656593044,0,0,0,TRUE
"73","g122",3336,1375,1.27868767014528,1.27868767014528,0,0,0,TRUE
"74","g123",103,5,4.36457243229586,4.36457243229586,0,0,0,TRUE
"75","g132",2387,3727,-0.642816252647073,-0.642816252647073,0,0,0,TRUE
"76","g133",42792,39854,0.102616579297194,0.102616579297194,0,0,0,TRUE
"77","g134",63,1201,-4.25274051220572,-4.25274051220572,0,0,0,TRUE
"78","g136",2458,3084,-0.327317849542373,-0.327317849542373,0,0,0,TRUE
"79","g137",33,197,-2.57765770009792,-2.57765770009792,0,0,0,TRUE
"80","g138",208,418,-1.00691941393979,-1.00691941393979,0,0,0,TRUE
"81","g141",3506,5437,-0.632984832038563,-0.632984832038563,0,0,0,TRUE
"82","g144",265,1897,-2.83965541396091,-2.83965541396091,0,0,0,TRUE
"83","g146",711,289,1.29878006711874,1.29878006711874,0,0,0,TRUE
"84","g147",20331,29993,-0.560944655312859,-0.560944655312859,0,0,0,TRUE
"85","g149",3559,6329,-0.83050563489283,-0.83050563489283,0,0,0,TRUE
"86","g150",11847,29061,-1.29456257387479,-1.29456257387479,0,0,0,TRUE
"87","g152",16625,14934,0.154753704461084,0.154753704461084,0,0,0,TRUE
"88","g153",2213,4016,-0.859755818149761,-0.859755818149761,0,0,0,TRUE
"89","g154",29560,75751,-1.3576186644549,-1.3576186644549,0,0,0,TRUE
"90","g158",3670,7040,-0.939795365794085,-0.939795365794085,0,0,0,TRUE
"91","g159",6,116,-4.27301849440642,-4.27301849440642,0,0,0,TRUE
"92","g160",36332,67918,-0.902553190819665,-0.902553190819665,0,0,0,TRUE
"93","g161",7953,4280,0.893888374299905,0.893888374299905,0,0,0,TRUE
"94","g162",3615,7976,-1.14166976255972,-1.14166976255972,0,0,0,TRUE
"95","g163",9,183,-4.34577483684173,-4.34577483684173,0,0,0,TRUE
"96","g166",5146,1095,2.23252058724526,2.23252058724526,0,0,0,TRUE
"97","g171",9383,72825,-2.95631262595949,-2.95631262595949,0,0,0,TRUE
"98","g173",2312,911,1.34361843869863,1.34361843869863,0,0,0,TRUE
"99","g180",3534,5542,-0.6491046709298,-0.6491046709298,0,0,0,TRUE
"100","g187",334,638,-0.933708321290817,-0.933708321290817,0,0,0,TRUE
"101","g189",3653,1981,0.882852873472531,0.882852873472531,0,0,0,TRUE
"102","g193",29754,36189,-0.282467611508046,-0.282467611508046,0,0,0,TRUE
"103","g194",2628,924,1.50800051890627,1.50800051890627,0,0,0,TRUE
"104","g195",54531,45266,0.268648785877062,0.268648785877062,0,0,0,TRUE
"105","g196",1309,874,0.582759912444642,0.582759912444642,0,0,0,TRUE
"106","g198",7780,14236,-0.871701777636231,-0.871701777636231,0,0,0,TRUE
"107","g199",5307,7878,-0.569932868202429,-0.569932868202429,0,0,0,TRUE
"108","g201",1024,1483,-0.534302882454631,-0.534302882454631,0,0,0,TRUE
"109","g202",560,124,2.17508670655809,2.17508670655809,0,0,0,TRUE
"110","g203",6123,17115,-1.48295070414333,-1.48295070414333,0,0,0,TRUE
"111","g206",468,19,4.62243720613982,4.62243720613982,0,0,0,TRUE
"112","g207",65237,128097,-0.97347434385142,-0.97347434385142,0,0,0,TRUE
"113","g208",15,350,-4.54432051622381,-4.54432051622381,0,0,0,TRUE
"114","g209",1346,2884,-1.09939275463051,-1.09939275463051,0,0,0,TRUE
