V1 V2 V3 V4 V5 V6 V7 V8 V9
GeneNames value1 value2 log2(Fold_change) "log2(Fold_change) normalized" p-value "q-value(Benjamini et al. 1995)" "q-value(Storey et al. 2003)" "Signature(q-value(Benjamini et al. 1995) < 0.005)"
g2172 58 58 0 0 1 1 1 FALSE
g2173 1142 1142 0 0 1 1 1 FALSE
g2174 3 3 0 0 1 1 1 FALSE
g2175 22 22 0 0 1 1 1 FALSE
g2176 27661 27661 0 0 1 1 1 FALSE
g2177 188 188 0 0 1 1 1 FALSE
g2178 22 22 0 0 1 1 1 FALSE
g2179 4 4 0 0 1 1 1 FALSE
g2180 1641 1641 0 0 1 1 1 FALSE
g2181 14 14 0 0 1 1 1 FALSE
g2182 4168 4168 0 0 1 1 1 FALSE
g2183 3130 3130 0 0 1 1 1 FALSE
g2184 5564 5564 0 0 1 1 1 FALSE
g2185 161 161 0 0 1 1 1 FALSE
g2186 15 15 0 0 1 1 1 FALSE
g2187 27 27 0 0 1 1 1 FALSE
g2188 74 74 0 0 1 1 1 FALSE
g2189 4 4 0 0 1 1 1 FALSE
g2190 57 57 0 0 1 1 1 FALSE
g2191 576 576 0 0 1 1 1 FALSE
g2192 5607 5607 0 0 1 1 1 FALSE
g2193 106 106 0 0 1 1 1 FALSE
g2194 43 43 0 0 1 1 1 FALSE
g2195 70 70 0 0 1 1 1 FALSE
g2196 29 29 0 0 1 1 1 FALSE
g2197 778 778 0 0 1 1 1 FALSE
g2198 1335 1335 0 0 1 1 1 FALSE
g2199 16 16 0 0 1 1 1 FALSE
g2200 9 9 0 0 1 1 1 FALSE
g2201 20 20 0 0 1 1 1 FALSE
g2202 25 25 0 0 1 1 1 FALSE
g2203 175 175 0 0 1 1 1 FALSE
g2204 67 67 0 0 1 1 1 FALSE
g2205 2079 2079 0 0 1 1 1 FALSE
g2206 1266 1266 0 0 1 1 1 FALSE
g2207 9593 9593 0 0 1 1 1 FALSE
g2208 7 7 0 0 1 1 1 FALSE
g2209 6 6 0 0 1 1 1 FALSE
g2210 97 97 0 0 1 1 1 FALSE
g2211 60 60 0 0 1 1 1 FALSE
g2212 882 882 0 0 1 1 1 FALSE
g2213 649 649 0 0 1 1 1 FALSE
g2214 451 451 0 0 1 1 1 FALSE
g2215 129 129 0 0 1 1 1 FALSE
g2216 1144 1144 0 0 1 1 1 FALSE
g2217 130 130 0 0 1 1 1 FALSE
g2218 6 6 0 0 1 1 1 FALSE
g2219 9 9 0 0 1 1 1 FALSE
g2220 28 28 0 0 1 1 1 FALSE
g2221 3 3 0 0 1 1 1 FALSE
g2222 203 203 0 0 1 1 1 FALSE
g2223 1283 1283 0 0 1 1 1 FALSE
g2224 1321 1321 0 0 1 1 1 FALSE
g2225 3 3 0 0 1 1 1 FALSE
g2226 2 2 0 0 1 1 1 FALSE
g2227 47 47 0 0 1 1 1 FALSE
g2228 20 20 0 0 1 1 1 FALSE
g2229 13 13 0 0 1 1 1 FALSE
g2230 5 5 0 0 1 1 1 FALSE
g2231 2 2 0 0 1 1 1 FALSE
g2232 6 6 0 0 1 1 1 FALSE
g2233 8 8 0 0 1 1 1 FALSE
g2234 8 8 0 0 1 1 1 FALSE
g2235 356 356 0 0 1 1 1 FALSE
g2236 308 308 0 0 1 1 1 FALSE
g2237 866 866 0 0 1 1 1 FALSE
g2238 1231 1231 0 0 1 1 1 FALSE
g2239 3780 3780 0 0 1 1 1 FALSE
g2240 650 650 0 0 1 1 1 FALSE
g2241 25 25 0 0 1 1 1 FALSE
g2242 44 44 0 0 1 1 1 FALSE
g2243 14 14 0 0 1 1 1 FALSE
g2244 124 124 0 0 1 1 1 FALSE
g2245 74 74 0 0 1 1 1 FALSE
g2246 150 150 0 0 1 1 1 FALSE
g2247 3 3 0 0 1 1 1 FALSE
g2248 249 249 0 0 1 1 1 FALSE
g2249 135 135 0 0 1 1 1 FALSE
g2250 2 2 0 0 1 1 1 FALSE
g2251 83 83 0 0 1 1 1 FALSE
g2252 229 229 0 0 1 1 1 FALSE
g2253 34 34 0 0 1 1 1 FALSE
g2254 152 152 0 0 1 1 1 FALSE
g2255 236 236 0 0 1 1 1 FALSE
g2256 20 20 0 0 1 1 1 FALSE
g2257 2 2 0 0 1 1 1 FALSE
g2258 55 55 0 0 1 1 1 FALSE
g2260 4 4 0 0 1 1 1 FALSE
g2261 16 16 0 0 1 1 1 FALSE
g2262 988 988 0 0 1 1 1 FALSE
g2263 19 19 0 0 1 1 1 FALSE
g2264 37 37 0 0 1 1 1 FALSE
g2265 165 165 0 0 1 1 1 FALSE
g2267 2731 2731 0 0 1 1 1 FALSE
g2268 4 4 0 0 1 1 1 FALSE
g2269 12 12 0 0 1 1 1 FALSE
g2270 13 13 0 0 1 1 1 FALSE
g2271 780 780 0 0 1 1 1 FALSE
g2272 35 35 0 0 1 1 1 FALSE
g2273 551 551 0 0 1 1 1 FALSE
g2274 62 62 0 0 1 1 1 FALSE
g2275 37 37 0 0 1 1 1 FALSE
g2276 27 27 0 0 1 1 1 FALSE
g2277 23 23 0 0 1 1 1 FALSE
g2278 20 20 0 0 1 1 1 FALSE
g2279 566 566 0 0 1 1 1 FALSE
g2280 1113 1113 0 0 1 1 1 FALSE
g2281 2 2 0 0 1 1 1 FALSE
g2282 1120 1120 0 0 1 1 1 FALSE
g2284 914 914 0 0 1 1 1 FALSE
g2285 115 115 0 0 1 1 1 FALSE
g2286 1 1 0 0 1 1 1 FALSE
g2287 2948 2948 0 0 1 1 1 FALSE
g2288 416 416 0 0 1 1 1 FALSE
g2289 1 1 0 0 1 1 1 FALSE
g2290 1161 1161 0 0 1 1 1 FALSE
g2291 1 1 0 0 1 1 1 FALSE
g2292 288 288 0 0 1 1 1 FALSE
g2293 289 289 0 0 1 1 1 FALSE
g2294 530 530 0 0 1 1 1 FALSE
g2295 10 10 0 0 1 1 1 FALSE
g2296 36 36 0 0 1 1 1 FALSE
g2297 63 63 0 0 1 1 1 FALSE
g2298 20 20 0 0 1 1 1 FALSE
g2299 115 115 0 0 1 1 1 FALSE
g2300 19 19 0 0 1 1 1 FALSE
g2301 123 123 0 0 1 1 1 FALSE
g2302 2200 2200 0 0 1 1 1 FALSE
g2303 197 197 0 0 1 1 1 FALSE
g2304 2908 2908 0 0 1 1 1 FALSE
g2305 6 6 0 0 1 1 1 FALSE
g2306 59 59 0 0 1 1 1 FALSE
g2307 1543 1543 0 0 1 1 1 FALSE
g2308 260 260 0 0 1 1 1 FALSE
g2309 7 7 0 0 1 1 1 FALSE
g2310 3026 3026 0 0 1 1 1 FALSE
g2311 52 52 0 0 1 1 1 FALSE
g2312 2668 2668 0 0 1 1 1 FALSE
g2313 1317 1317 0 0 1 1 1 FALSE
g2314 1 1 0 0 1 1 1 FALSE
g2315 579 579 0 0 1 1 1 FALSE
g2316 389 389 0 0 1 1 1 FALSE
g2317 524 524 0 0 1 1 1 FALSE
g2318 29 29 0 0 1 1 1 FALSE
g2319 4 4 0 0 1 1 1 FALSE
g2320 90 90 0 0 1 1 1 FALSE
g2321 3 3 0 0 1 1 1 FALSE
g2322 345 345 0 0 1 1 1 FALSE
g2323 1070 1070 0 0 1 1 1 FALSE
g2324 18330 18330 0 0 1 1 1 FALSE
g2325 1609 1609 0 0 1 1 1 FALSE
g2326 9 9 0 0 1 1 1 FALSE
g2327 24 24 0 0 1 1 1 FALSE
g2328 26 26 0 0 1 1 1 FALSE
g2329 45 45 0 0 1 1 1 FALSE
g2330 31 31 0 0 1 1 1 FALSE
g2331 6 6 0 0 1 1 1 FALSE
g2332 23 23 0 0 1 1 1 FALSE
g2333 2082 2082 0 0 1 1 1 FALSE
g2334 11760 11760 0 0 1 1 1 FALSE
g2335 71 71 0 0 1 1 1 FALSE
g2336 260 260 0 0 1 1 1 FALSE
g2337 1369 1369 0 0 1 1 1 FALSE
g2338 130 130 0 0 1 1 1 FALSE
g2339 40 40 0 0 1 1 1 FALSE
g2340 65 65 0 0 1 1 1 FALSE
g2341 2804 2804 0 0 1 1 1 FALSE
g2342 2609 2609 0 0 1 1 1 FALSE
g2343 3 3 0 0 1 1 1 FALSE
g2344 479 479 0 0 1 1 1 FALSE
g2345 76 76 0 0 1 1 1 FALSE
g2346 114 114 0 0 1 1 1 FALSE
g2348 4147 4147 0 0 1 1 1 FALSE
g2350 3 3 0 0 1 1 1 FALSE
g2351 25 25 0 0 1 1 1 FALSE
g2352 2421 2421 0 0 1 1 1 FALSE
g2353 171 171 0 0 1 1 1 FALSE
g2354 16 16 0 0 1 1 1 FALSE
g2355 193 193 0 0 1 1 1 FALSE
g2356 1 1 0 0 1 1 1 FALSE
g2357 44 44 0 0 1 1 1 FALSE
g2358 4 4 0 0 1 1 1 FALSE
g2359 533 533 0 0 1 1 1 FALSE
g2360 1 1 0 0 1 1 1 FALSE
g2362 2 2 0 0 1 1 1 FALSE
g2363 1 1 0 0 1 1 1 FALSE
g2364 62 62 0 0 1 1 1 FALSE
g2365 4 4 0 0 1 1 1 FALSE
g2366 64 64 0 0 1 1 1 FALSE
g2367 19 19 0 0 1 1 1 FALSE
g2368 357 357 0 0 1 1 1 FALSE
g2369 1000 1000 0 0 1 1 1 FALSE
g2370 23 23 0 0 1 1 1 FALSE
g2371 261 261 0 0 1 1 1 FALSE
g2372 36 36 0 0 1 1 1 FALSE
g2374 47 47 0 0 1 1 1 FALSE
g2375 21 21 0 0 1 1 1 FALSE
g2376 53 53 0 0 1 1 1 FALSE
g2377 153 153 0 0 1 1 1 FALSE
g2378 22 22 0 0 1 1 1 FALSE
g2379 1367 1367 0 0 1 1 1 FALSE
g2380 1 1 0 0 1 1 1 FALSE
g2381 493 493 0 0 1 1 1 FALSE
g2382 57 57 0 0 1 1 1 FALSE
g2383 6 6 0 0 1 1 1 FALSE
g2384 2688 2688 0 0 1 1 1 FALSE
g2385 1933 1933 0 0 1 1 1 FALSE
g2386 18 18 0 0 1 1 1 FALSE
g2387 69 69 0 0 1 1 1 FALSE
g2388 57 57 0 0 1 1 1 FALSE
g2389 287 287 0 0 1 1 1 FALSE
g2390 849 849 0 0 1 1 1 FALSE
g2391 17 17 0 0 1 1 1 FALSE
g2392 5 5 0 0 1 1 1 FALSE
g2393 392 392 0 0 1 1 1 FALSE
g2394 110 110 0 0 1 1 1 FALSE
g2395 1068 1068 0 0 1 1 1 FALSE
g2396 87 87 0 0 1 1 1 FALSE
g2397 1082 1082 0 0 1 1 1 FALSE
g2398 432 432 0 0 1 1 1 FALSE
g2399 372 372 0 0 1 1 1 FALSE
g2400 60 60 0 0 1 1 1 FALSE
g2401 127 127 0 0 1 1 1 FALSE
g2402 121 121 0 0 1 1 1 FALSE
g2403 371 371 0 0 1 1 1 FALSE
g2404 19 19 0 0 1 1 1 FALSE
g2405 11 11 0 0 1 1 1 FALSE
g2406 23 23 0 0 1 1 1 FALSE
g2407 12 12 0 0 1 1 1 FALSE
g2408 79 79 0 0 1 1 1 FALSE
g2409 1 1 0 0 1 1 1 FALSE
g2410 4 4 0 0 1 1 1 FALSE
g2411 322 322 0 0 1 1 1 FALSE
g2412 2 2 0 0 1 1 1 FALSE
g2414 31 31 0 0 1 1 1 FALSE
g2415 1254 1254 0 0 1 1 1 FALSE
g2417 6 6 0 0 1 1 1 FALSE
g2418 143 143 0 0 1 1 1 FALSE
g2419 3 3 0 0 1 1 1 FALSE
g2420 696 696 0 0 1 1 1 FALSE
g2421 27 27 0 0 1 1 1 FALSE
g2422 26 26 0 0 1 1 1 FALSE
g2424 2 2 0 0 1 1 1 FALSE
g2425 1966 1966 0 0 1 1 1 FALSE
g2426 191 191 0 0 1 1 1 FALSE
g2428 1 1 0 0 1 1 1 FALSE
g2429 89 89 0 0 1 1 1 FALSE
g2430 6 6 0 0 1 1 1 FALSE
g2431 5123 5123 0 0 1 1 1 FALSE
g2432 375 375 0 0 1 1 1 FALSE
g2433 1152 1152 0 0 1 1 1 FALSE
g2434 38 38 0 0 1 1 1 FALSE
g2435 1543 1543 0 0 1 1 1 FALSE
g2436 9258 9258 0 0 1 1 1 FALSE
g2437 9557 9557 0 0 1 1 1 FALSE
g2438 117 117 0 0 1 1 1 FALSE
g2439 4 4 0 0 1 1 1 FALSE
g2440 881 881 0 0 1 1 1 FALSE
g2441 2918 2918 0 0 1 1 1 FALSE
g2442 388 388 0 0 1 1 1 FALSE
g2443 1829 1829 0 0 1 1 1 FALSE
g2444 12 12 0 0 1 1 1 FALSE
g2445 3 3 0 0 1 1 1 FALSE
g2446 43 43 0 0 1 1 1 FALSE
g2447 197 197 0 0 1 1 1 FALSE
g2448 2305 2305 0 0 1 1 1 FALSE
g2449 1173 1173 0 0 1 1 1 FALSE
g2450 159 159 0 0 1 1 1 FALSE
g2451 298 298 0 0 1 1 1 FALSE
g2452 73 73 0 0 1 1 1 FALSE
g2453 1086 1086 0 0 1 1 1 FALSE
g2454 459 459 0 0 1 1 1 FALSE
g2455 26 26 0 0 1 1 1 FALSE
g2456 500 500 0 0 1 1 1 FALSE
g2457 10 10 0 0 1 1 1 FALSE
g2458 97 97 0 0 1 1 1 FALSE
g2459 375 375 0 0 1 1 1 FALSE
g2460 16 16 0 0 1 1 1 FALSE
g2461 55 55 0 0 1 1 1 FALSE
g2462 145 145 0 0 1 1 1 FALSE
g2463 8 8 0 0 1 1 1 FALSE
g2464 2001 2001 0 0 1 1 1 FALSE
g2465 3 3 0 0 1 1 1 FALSE
g2466 29 29 0 0 1 1 1 FALSE
g2467 50 50 0 0 1 1 1 FALSE
g2468 27 27 0 0 1 1 1 FALSE
g2469 11 11 0 0 1 1 1 FALSE
g2470 5 5 0 0 1 1 1 FALSE
g2471 134 134 0 0 1 1 1 FALSE
g2472 11188 11188 0 0 1 1 1 FALSE
g2473 118 118 0 0 1 1 1 FALSE
g2474 981 981 0 0 1 1 1 FALSE
g2475 7 7 0 0 1 1 1 FALSE
g2476 16 16 0 0 1 1 1 FALSE
g2477 922 922 0 0 1 1 1 FALSE
g2478 1686 1686 0 0 1 1 1 FALSE
g2479 288 288 0 0 1 1 1 FALSE
g2480 295 295 0 0 1 1 1 FALSE
g2481 284 284 0 0 1 1 1 FALSE
g2482 4 4 0 0 1 1 1 FALSE
g2483 558 558 0 0 1 1 1 FALSE
g2484 1280 1280 0 0 1 1 1 FALSE
g2485 44 44 0 0 1 1 1 FALSE
g2486 5079 5079 0 0 1 1 1 FALSE
g2487 185 185 0 0 1 1 1 FALSE
g2488 101 101 0 0 1 1 1 FALSE
g2489 256 256 0 0 1 1 1 FALSE
g2490 1 1 0 0 1 1 1 FALSE
g2491 14 14 0 0 1 1 1 FALSE
g2492 51 51 0 0 1 1 1 FALSE
g2493 171 171 0 0 1 1 1 FALSE
g2494 87 87 0 0 1 1 1 FALSE
g2495 851 851 0 0 1 1 1 FALSE
g2496 6 6 0 0 1 1 1 FALSE
g2497 103 103 0 0 1 1 1 FALSE
g2498 83 83 0 0 1 1 1 FALSE
g2499 1162 1162 0 0 1 1 1 FALSE
g2500 91 91 0 0 1 1 1 FALSE
g2501 312 312 0 0 1 1 1 FALSE
g2502 234 234 0 0 1 1 1 FALSE
g2503 2 2 0 0 1 1 1 FALSE
g2504 44 44 0 0 1 1 1 FALSE
g2505 15 15 0 0 1 1 1 FALSE
g2506 852 852 0 0 1 1 1 FALSE
g2507 151 151 0 0 1 1 1 FALSE
g2508 8 8 0 0 1 1 1 FALSE
g2509 7 7 0 0 1 1 1 FALSE
g2510 18 18 0 0 1 1 1 FALSE
g2511 202 202 0 0 1 1 1 FALSE
g2512 424 424 0 0 1 1 1 FALSE
g2513 7 7 0 0 1 1 1 FALSE
g2514 13 13 0 0 1 1 1 FALSE
g2515 35 35 0 0 1 1 1 FALSE
g2516 627 627 0 0 1 1 1 FALSE
g2517 82 82 0 0 1 1 1 FALSE
g2518 1366 1366 0 0 1 1 1 FALSE
g2519 19 19 0 0 1 1 1 FALSE
g2520 229 229 0 0 1 1 1 FALSE
g2521 262 262 0 0 1 1 1 FALSE
g2522 7 7 0 0 1 1 1 FALSE
g2523 85 85 0 0 1 1 1 FALSE
g2524 31 31 0 0 1 1 1 FALSE
g2525 123 123 0 0 1 1 1 FALSE
g2526 904 904 0 0 1 1 1 FALSE
g2527 41 41 0 0 1 1 1 FALSE
g2528 1 1 0 0 1 1 1 FALSE
g2529 582 582 0 0 1 1 1 FALSE
g2530 743 743 0 0 1 1 1 FALSE
g2531 3 3 0 0 1 1 1 FALSE
g2532 488 488 0 0 1 1 1 FALSE
g2533 10414 10414 0 0 1 1 1 FALSE
g2534 8 8 0 0 1 1 1 FALSE
g2535 413 413 0 0 1 1 1 FALSE
g2536 253 253 0 0 1 1 1 FALSE
g2537 342 342 0 0 1 1 1 FALSE
g2538 1 1 0 0 1 1 1 FALSE
g2539 11 11 0 0 1 1 1 FALSE
g2541 189 189 0 0 1 1 1 FALSE
g2542 37 37 0 0 1 1 1 FALSE
g2543 37 37 0 0 1 1 1 FALSE
g2544 1207 1207 0 0 1 1 1 FALSE
g2545 157 157 0 0 1 1 1 FALSE
g2546 35 35 0 0 1 1 1 FALSE
g2547 73 73 0 0 1 1 1 FALSE
g2548 509 509 0 0 1 1 1 FALSE
g2549 601 601 0 0 1 1 1 FALSE
g2551 54 54 0 0 1 1 1 FALSE
g2552 12 12 0 0 1 1 1 FALSE
g2553 98 98 0 0 1 1 1 FALSE
g2554 55 55 0 0 1 1 1 FALSE
g2555 24 24 0 0 1 1 1 FALSE
g2556 10 10 0 0 1 1 1 FALSE
g2557 397 397 0 0 1 1 1 FALSE
g2558 1147 1147 0 0 1 1 1 FALSE
g2559 284 284 0 0 1 1 1 FALSE
g2560 352 352 0 0 1 1 1 FALSE
g2561 93 93 0 0 1 1 1 FALSE
g2562 965 965 0 0 1 1 1 FALSE
g2563 137 137 0 0 1 1 1 FALSE
g2564 1 1 0 0 1 1 1 FALSE
g2565 5 5 0 0 1 1 1 FALSE
g2566 216 216 0 0 1 1 1 FALSE
g2567 164 164 0 0 1 1 1 FALSE
g2568 10 10 0 0 1 1 1 FALSE
g2569 41 41 0 0 1 1 1 FALSE
g2570 389 389 0 0 1 1 1 FALSE
g2571 16 16 0 0 1 1 1 FALSE
g2572 503 503 0 0 1 1 1 FALSE
g2573 2353 2353 0 0 1 1 1 FALSE
g2574 1865 1865 0 0 1 1 1 FALSE
g2575 1244 1244 0 0 1 1 1 FALSE
g2576 621 621 0 0 1 1 1 FALSE
g2577 131 131 0 0 1 1 1 FALSE
g2578 738 738 0 0 1 1 1 FALSE
g2579 3 3 0 0 1 1 1 FALSE
g2580 1 1 0 0 1 1 1 FALSE
g2581 2 2 0 0 1 1 1 FALSE
g2582 182 182 0 0 1 1 1 FALSE
g2583 4390 4390 0 0 1 1 1 FALSE
g2584 21 21 0 0 1 1 1 FALSE
g2585 2030 2030 0 0 1 1 1 FALSE
g2586 116 116 0 0 1 1 1 FALSE
g2587 441 441 0 0 1 1 1 FALSE
g2588 3 3 0 0 1 1 1 FALSE
g2589 151 151 0 0 1 1 1 FALSE
g2590 19 19 0 0 1 1 1 FALSE
g2591 2 2 0 0 1 1 1 FALSE
g2592 2 2 0 0 1 1 1 FALSE
g2593 27 27 0 0 1 1 1 FALSE
g2594 90 90 0 0 1 1 1 FALSE
g2595 71 71 0 0 1 1 1 FALSE
g2596 8244 8244 0 0 1 1 1 FALSE
g2597 675 675 0 0 1 1 1 FALSE
g2598 28 28 0 0 1 1 1 FALSE
g2599 1553 1553 0 0 1 1 1 FALSE
g2600 50 50 0 0 1 1 1 FALSE
g2601 3 3 0 0 1 1 1 FALSE
g2603 23416 23416 0 0 1 1 1 FALSE
g2604 30 30 0 0 1 1 1 FALSE
g2605 266 266 0 0 1 1 1 FALSE
g2606 259 259 0 0 1 1 1 FALSE
g2607 2318 2318 0 0 1 1 1 FALSE
g2608 388 388 0 0 1 1 1 FALSE
g2609 283 283 0 0 1 1 1 FALSE
g2610 4 4 0 0 1 1 1 FALSE
g2611 2043 2043 0 0 1 1 1 FALSE
g2612 3 3 0 0 1 1 1 FALSE
g2613 50 50 0 0 1 1 1 FALSE
g2614 1052 1052 0 0 1 1 1 FALSE
g2615 33 33 0 0 1 1 1 FALSE
g2618 20 20 0 0 1 1 1 FALSE
g2619 391 391 0 0 1 1 1 FALSE
g2620 850 850 0 0 1 1 1 FALSE
g2621 35 35 0 0 1 1 1 FALSE
g2622 23 23 0 0 1 1 1 FALSE
g2623 22 22 0 0 1 1 1 FALSE
g2624 4 4 0 0 1 1 1 FALSE
g2625 71 71 0 0 1 1 1 FALSE
g2626 14 14 0 0 1 1 1 FALSE
g2627 3 3 0 0 1 1 1 FALSE
g2628 35 35 0 0 1 1 1 FALSE
g2629 134 134 0 0 1 1 1 FALSE
g2630 91 91 0 0 1 1 1 FALSE
g2631 21 21 0 0 1 1 1 FALSE
g2632 1603 1603 0 0 1 1 1 FALSE
g2633 497 497 0 0 1 1 1 FALSE
g2634 23 23 0 0 1 1 1 FALSE
g2635 59 59 0 0 1 1 1 FALSE
g2636 71 71 0 0 1 1 1 FALSE
g2637 417 417 0 0 1 1 1 FALSE
g2638 40 40 0 0 1 1 1 FALSE
g2639 750 750 0 0 1 1 1 FALSE
g2640 965 965 0 0 1 1 1 FALSE
g2641 1 1 0 0 1 1 1 FALSE
g2642 534 534 0 0 1 1 1 FALSE
g2643 1 1 0 0 1 1 1 FALSE
g2645 10354 10354 0 0 1 1 1 FALSE
g2646 2 2 0 0 1 1 1 FALSE
g2647 2531 2531 0 0 1 1 1 FALSE
g2648 6 6 0 0 1 1 1 FALSE
g2649 1555 1555 0 0 1 1 1 FALSE
g2650 727 727 0 0 1 1 1 FALSE
g2651 2158 2158 0 0 1 1 1 FALSE
g2652 103 103 0 0 1 1 1 FALSE
g2653 78 78 0 0 1 1 1 FALSE
g2654 9518 9518 0 0 1 1 1 FALSE
g2655 20 20 0 0 1 1 1 FALSE
g2656 2260 2260 0 0 1 1 1 FALSE
g2657 53 53 0 0 1 1 1 FALSE
g2658 33 33 0 0 1 1 1 FALSE
g2659 1032 1032 0 0 1 1 1 FALSE
g2660 3 3 0 0 1 1 1 FALSE
g2661 190 190 0 0 1 1 1 FALSE
g2663 2037 2037 0 0 1 1 1 FALSE
g2664 110 110 0 0 1 1 1 FALSE
g2665 1039 1039 0 0 1 1 1 FALSE
g2666 174 174 0 0 1 1 1 FALSE
g2667 473 473 0 0 1 1 1 FALSE
g2668 117 117 0 0 1 1 1 FALSE
g2669 638 638 0 0 1 1 1 FALSE
g2670 389 389 0 0 1 1 1 FALSE
g2671 258 258 0 0 1 1 1 FALSE
g2672 60 60 0 0 1 1 1 FALSE
g2673 89 89 0 0 1 1 1 FALSE
g2674 1137 1137 0 0 1 1 1 FALSE
g2675 8 8 0 0 1 1 1 FALSE
g2676 97 97 0 0 1 1 1 FALSE
g2677 319 319 0 0 1 1 1 FALSE
g2678 4658 4658 0 0 1 1 1 FALSE
g2679 90 90 0 0 1 1 1 FALSE
g2680 73 73 0 0 1 1 1 FALSE
g2681 39 39 0 0 1 1 1 FALSE
g2682 645 645 0 0 1 1 1 FALSE
g2683 52 52 0 0 1 1 1 FALSE
g2684 1795 1795 0 0 1 1 1 FALSE
g2685 856 856 0 0 1 1 1 FALSE
g2686 20 20 0 0 1 1 1 FALSE
g2687 835 835 0 0 1 1 1 FALSE
g2688 14164 14164 0 0 1 1 1 FALSE
g2689 19 19 0 0 1 1 1 FALSE
g2690 184 184 0 0 1 1 1 FALSE
g2691 2121 2121 0 0 1 1 1 FALSE
g2692 3 3 0 0 1 1 1 FALSE
g2693 9250 9250 0 0 1 1 1 FALSE
g2694 32 32 0 0 1 1 1 FALSE
g2695 267 267 0 0 1 1 1 FALSE
g2696 67 67 0 0 1 1 1 FALSE
g2697 2515 2515 0 0 1 1 1 FALSE
g2698 157 157 0 0 1 1 1 FALSE
g2699 52 52 0 0 1 1 1 FALSE
g2700 155 155 0 0 1 1 1 FALSE
g2701 4173 4173 0 0 1 1 1 FALSE
g2702 51 51 0 0 1 1 1 FALSE
g2703 1598 1598 0 0 1 1 1 FALSE
g2704 774 774 0 0 1 1 1 FALSE
g2705 131 131 0 0 1 1 1 FALSE
g2706 49 49 0 0 1 1 1 FALSE
g2707 1 1 0 0 1 1 1 FALSE
g2708 12 12 0 0 1 1 1 FALSE
g2709 970 970 0 0 1 1 1 FALSE
g2710 195 195 0 0 1 1 1 FALSE
g2711 23 23 0 0 1 1 1 FALSE
g2712 3 3 0 0 1 1 1 FALSE
g2713 24 24 0 0 1 1 1 FALSE
g2714 16 16 0 0 1 1 1 FALSE
g2715 199 199 0 0 1 1 1 FALSE
g2716 10 10 0 0 1 1 1 FALSE
g2717 415 415 0 0 1 1 1 FALSE
g2718 21 21 0 0 1 1 1 FALSE
g2719 35 35 0 0 1 1 1 FALSE
g2720 301 301 0 0 1 1 1 FALSE
g2721 22 22 0 0 1 1 1 FALSE
g2722 3861 3861 0 0 1 1 1 FALSE
g2723 50 50 0 0 1 1 1 FALSE
g2724 114 114 0 0 1 1 1 FALSE
g2725 3599 3599 0 0 1 1 1 FALSE
g2726 1049 1049 0 0 1 1 1 FALSE
g2727 219 219 0 0 1 1 1 FALSE
g2728 606 606 0 0 1 1 1 FALSE
g2729 71 71 0 0 1 1 1 FALSE
g2730 215 215 0 0 1 1 1 FALSE
g2731 291 291 0 0 1 1 1 FALSE
g2732 46 46 0 0 1 1 1 FALSE
g2733 159 159 0 0 1 1 1 FALSE
g2734 13 13 0 0 1 1 1 FALSE
g2735 82 82 0 0 1 1 1 FALSE
g2736 50 50 0 0 1 1 1 FALSE
g2737 140 140 0 0 1 1 1 FALSE
g2738 2 2 0 0 1 1 1 FALSE
g2739 2 2 0 0 1 1 1 FALSE
g2740 2606 2606 0 0 1 1 1 FALSE
g2741 60 60 0 0 1 1 1 FALSE
g2742 294 294 0 0 1 1 1 FALSE
g2743 2221 2221 0 0 1 1 1 FALSE
g2744 663 663 0 0 1 1 1 FALSE
g2745 147 147 0 0 1 1 1 FALSE
g2746 178 178 0 0 1 1 1 FALSE
g2747 9 9 0 0 1 1 1 FALSE
g2748 1576 1576 0 0 1 1 1 FALSE
g2749 26 26 0 0 1 1 1 FALSE
g2750 5279 5279 0 0 1 1 1 FALSE
g2751 396 396 0 0 1 1 1 FALSE
g2752 72 72 0 0 1 1 1 FALSE
g2753 223 223 0 0 1 1 1 FALSE
g2754 96 96 0 0 1 1 1 FALSE
g2755 1486 1486 0 0 1 1 1 FALSE
g2756 1996 1996 0 0 1 1 1 FALSE
g2757 63 63 0 0 1 1 1 FALSE
g2758 122 122 0 0 1 1 1 FALSE
g2759 116 116 0 0 1 1 1 FALSE
g2760 3 3 0 0 1 1 1 FALSE
g2761 9707 9707 0 0 1 1 1 FALSE
g2762 364 364 0 0 1 1 1 FALSE
g2764 61 61 0 0 1 1 1 FALSE
g2765 255 255 0 0 1 1 1 FALSE
g2766 7 7 0 0 1 1 1 FALSE
g2767 55 55 0 0 1 1 1 FALSE
g2768 1010 1010 0 0 1 1 1 FALSE
g2769 1040 1040 0 0 1 1 1 FALSE
g2770 69 69 0 0 1 1 1 FALSE
g2771 115 115 0 0 1 1 1 FALSE
g2772 648 648 0 0 1 1 1 FALSE
g2773 42 42 0 0 1 1 1 FALSE
g2774 3 3 0 0 1 1 1 FALSE
g2775 15 15 0 0 1 1 1 FALSE
g2776 31 31 0 0 1 1 1 FALSE
g2777 12 12 0 0 1 1 1 FALSE
g2778 888 888 0 0 1 1 1 FALSE
g2779 86 86 0 0 1 1 1 FALSE
g2780 91 91 0 0 1 1 1 FALSE
g2781 2 2 0 0 1 1 1 FALSE
g2782 2732 2732 0 0 1 1 1 FALSE
g2783 4 4 0 0 1 1 1 FALSE
