V1 V2 V3 V4 V5 V6 V7 V8 V9
GeneNames value1 value2 log2(Fold_change) "log2(Fold_change) normalized" p-value "q-value(Benjamini et al. 1995)" "q-value(Storey et al. 2003)" "Signature(q-value(Benjamini et al. 1995) < 0.005)"
g11148 1832 1832 0 0 1 1 1 FALSE
g11149 248 248 0 0 1 1 1 FALSE
g11150 1186 1186 0 0 1 1 1 FALSE
g11151 92 92 0 0 1 1 1 FALSE
g11152 7 7 0 0 1 1 1 FALSE
g11153 443 443 0 0 1 1 1 FALSE
g11154 2 2 0 0 1 1 1 FALSE
g11155 2720 2720 0 0 1 1 1 FALSE
g11156 522 522 0 0 1 1 1 FALSE
g11157 114 114 0 0 1 1 1 FALSE
g11158 9 9 0 0 1 1 1 FALSE
g11159 1 1 0 0 1 1 1 FALSE
g11160 11 11 0 0 1 1 1 FALSE
g11161 84 84 0 0 1 1 1 FALSE
g11162 109 109 0 0 1 1 1 FALSE
g11163 507 507 0 0 1 1 1 FALSE
g11164 2916 2916 0 0 1 1 1 FALSE
g11165 130 130 0 0 1 1 1 FALSE
g11166 25 25 0 0 1 1 1 FALSE
g11167 1 1 0 0 1 1 1 FALSE
g11168 1 1 0 0 1 1 1 FALSE
g11169 545 545 0 0 1 1 1 FALSE
g11170 512 512 0 0 1 1 1 FALSE
g11171 3 3 0 0 1 1 1 FALSE
g11172 16 16 0 0 1 1 1 FALSE
g11173 18 18 0 0 1 1 1 FALSE
g11174 56 56 0 0 1 1 1 FALSE
g11175 6906 6906 0 0 1 1 1 FALSE
g11176 44 44 0 0 1 1 1 FALSE
g11177 70 70 0 0 1 1 1 FALSE
g11178 1854 1854 0 0 1 1 1 FALSE
g11179 90 90 0 0 1 1 1 FALSE
g11180 3 3 0 0 1 1 1 FALSE
g11181 73 73 0 0 1 1 1 FALSE
g11182 26 26 0 0 1 1 1 FALSE
g11183 52 52 0 0 1 1 1 FALSE
g11184 839 839 0 0 1 1 1 FALSE
g11185 8 8 0 0 1 1 1 FALSE
g11186 20 20 0 0 1 1 1 FALSE
g11187 884 884 0 0 1 1 1 FALSE
g11188 2 2 0 0 1 1 1 FALSE
g11189 121 121 0 0 1 1 1 FALSE
g11190 1102 1102 0 0 1 1 1 FALSE
g11191 300 300 0 0 1 1 1 FALSE
g11192 4 4 0 0 1 1 1 FALSE
g11193 606 606 0 0 1 1 1 FALSE
g11194 64 64 0 0 1 1 1 FALSE
g11195 918 918 0 0 1 1 1 FALSE
g11196 144 144 0 0 1 1 1 FALSE
g11197 134 134 0 0 1 1 1 FALSE
g11198 3078 3078 0 0 1 1 1 FALSE
g11199 66 66 0 0 1 1 1 FALSE
g11200 439 439 0 0 1 1 1 FALSE
g11201 92 92 0 0 1 1 1 FALSE
g11202 47 47 0 0 1 1 1 FALSE
g11203 1248 1248 0 0 1 1 1 FALSE
g11204 15 15 0 0 1 1 1 FALSE
g11205 294 294 0 0 1 1 1 FALSE
g11206 1 1 0 0 1 1 1 FALSE
g11207 8 8 0 0 1 1 1 FALSE
g11208 2265 2265 0 0 1 1 1 FALSE
g11210 295 295 0 0 1 1 1 FALSE
g11211 14 14 0 0 1 1 1 FALSE
g11212 74 74 0 0 1 1 1 FALSE
g11213 2 2 0 0 1 1 1 FALSE
g11214 10 10 0 0 1 1 1 FALSE
g11215 63 63 0 0 1 1 1 FALSE
g11216 9911 9911 0 0 1 1 1 FALSE
g11217 730 730 0 0 1 1 1 FALSE
g11218 1566 1566 0 0 1 1 1 FALSE
g11219 12 12 0 0 1 1 1 FALSE
g11220 536 536 0 0 1 1 1 FALSE
g11221 6 6 0 0 1 1 1 FALSE
g11222 2110 2110 0 0 1 1 1 FALSE
g11223 6 6 0 0 1 1 1 FALSE
g11224 3604 3604 0 0 1 1 1 FALSE
g11225 78 78 0 0 1 1 1 FALSE
g11226 264 264 0 0 1 1 1 FALSE
g11227 84 84 0 0 1 1 1 FALSE
g11228 3981 3981 0 0 1 1 1 FALSE
g11229 161 161 0 0 1 1 1 FALSE
g11230 38 38 0 0 1 1 1 FALSE
g11231 1669 1669 0 0 1 1 1 FALSE
g11232 3377 3377 0 0 1 1 1 FALSE
g11233 1178 1178 0 0 1 1 1 FALSE
g11234 79 79 0 0 1 1 1 FALSE
g11235 65 65 0 0 1 1 1 FALSE
g11236 167 167 0 0 1 1 1 FALSE
g11237 1153 1153 0 0 1 1 1 FALSE
g11238 318 318 0 0 1 1 1 FALSE
g11239 2 2 0 0 1 1 1 FALSE
g11240 2 2 0 0 1 1 1 FALSE
g11241 527 527 0 0 1 1 1 FALSE
g11242 128 128 0 0 1 1 1 FALSE
g11243 75 75 0 0 1 1 1 FALSE
g11244 11 11 0 0 1 1 1 FALSE
g11245 46 46 0 0 1 1 1 FALSE
g11246 172 172 0 0 1 1 1 FALSE
g11247 191 191 0 0 1 1 1 FALSE
g11248 1 1 0 0 1 1 1 FALSE
g11249 435 435 0 0 1 1 1 FALSE
g11250 339 339 0 0 1 1 1 FALSE
g11252 765 765 0 0 1 1 1 FALSE
g11253 15 15 0 0 1 1 1 FALSE
g11254 785 785 0 0 1 1 1 FALSE
g11255 21584 21584 0 0 1 1 1 FALSE
g11256 49 49 0 0 1 1 1 FALSE
g11257 209 209 0 0 1 1 1 FALSE
g11258 902 902 0 0 1 1 1 FALSE
g11259 38 38 0 0 1 1 1 FALSE
g11260 388 388 0 0 1 1 1 FALSE
g11261 4 4 0 0 1 1 1 FALSE
g11262 13 13 0 0 1 1 1 FALSE
g11263 147 147 0 0 1 1 1 FALSE
g11264 69 69 0 0 1 1 1 FALSE
g11265 404 404 0 0 1 1 1 FALSE
g11266 1813 1813 0 0 1 1 1 FALSE
g11267 1018 1018 0 0 1 1 1 FALSE
g11268 6 6 0 0 1 1 1 FALSE
g11269 45 45 0 0 1 1 1 FALSE
g11270 8 8 0 0 1 1 1 FALSE
g11271 561 561 0 0 1 1 1 FALSE
g11272 167 167 0 0 1 1 1 FALSE
g11273 58 58 0 0 1 1 1 FALSE
g11274 14 14 0 0 1 1 1 FALSE
g11275 977 977 0 0 1 1 1 FALSE
g11276 135 135 0 0 1 1 1 FALSE
g11277 13373 13373 0 0 1 1 1 FALSE
g11278 3 3 0 0 1 1 1 FALSE
g11279 45 45 0 0 1 1 1 FALSE
g11280 342 342 0 0 1 1 1 FALSE
g11281 2 2 0 0 1 1 1 FALSE
g11282 686 686 0 0 1 1 1 FALSE
g11283 1150 1150 0 0 1 1 1 FALSE
g11284 62 62 0 0 1 1 1 FALSE
g11285 918 918 0 0 1 1 1 FALSE
g11286 52 52 0 0 1 1 1 FALSE
g11287 688 688 0 0 1 1 1 FALSE
g11288 31 31 0 0 1 1 1 FALSE
g11289 3 3 0 0 1 1 1 FALSE
g11290 253 253 0 0 1 1 1 FALSE
g11291 4207 4207 0 0 1 1 1 FALSE
g11292 43 43 0 0 1 1 1 FALSE
g11293 56 56 0 0 1 1 1 FALSE
g11294 636 636 0 0 1 1 1 FALSE
g11295 223 223 0 0 1 1 1 FALSE
g11296 159 159 0 0 1 1 1 FALSE
g11297 1495 1495 0 0 1 1 1 FALSE
g11298 162 162 0 0 1 1 1 FALSE
g11299 155 155 0 0 1 1 1 FALSE
g11300 797 797 0 0 1 1 1 FALSE
g11301 4 4 0 0 1 1 1 FALSE
g11302 298 298 0 0 1 1 1 FALSE
g11303 43 43 0 0 1 1 1 FALSE
g11304 3 3 0 0 1 1 1 FALSE
g11305 7 7 0 0 1 1 1 FALSE
g11306 36 36 0 0 1 1 1 FALSE
g11307 2 2 0 0 1 1 1 FALSE
g11308 483 483 0 0 1 1 1 FALSE
g11309 8 8 0 0 1 1 1 FALSE
g11310 31 31 0 0 1 1 1 FALSE
g11311 327 327 0 0 1 1 1 FALSE
g11313 11 11 0 0 1 1 1 FALSE
g11314 13 13 0 0 1 1 1 FALSE
g11315 167 167 0 0 1 1 1 FALSE
g11316 646 646 0 0 1 1 1 FALSE
g11317 717 717 0 0 1 1 1 FALSE
g11318 4 4 0 0 1 1 1 FALSE
g11319 30 30 0 0 1 1 1 FALSE
g11320 1662 1662 0 0 1 1 1 FALSE
g11321 679 679 0 0 1 1 1 FALSE
g11322 282 282 0 0 1 1 1 FALSE
g11323 13 13 0 0 1 1 1 FALSE
g11325 309 309 0 0 1 1 1 FALSE
g11326 28 28 0 0 1 1 1 FALSE
g11327 9 9 0 0 1 1 1 FALSE
g11328 88 88 0 0 1 1 1 FALSE
g11329 2815 2815 0 0 1 1 1 FALSE
g11330 867 867 0 0 1 1 1 FALSE
g11331 7 7 0 0 1 1 1 FALSE
g11332 194 194 0 0 1 1 1 FALSE
g11334 115 115 0 0 1 1 1 FALSE
g11336 126 126 0 0 1 1 1 FALSE
g11337 6 6 0 0 1 1 1 FALSE
g11338 5 5 0 0 1 1 1 FALSE
g11339 1037 1037 0 0 1 1 1 FALSE
g11340 1 1 0 0 1 1 1 FALSE
g11341 127 127 0 0 1 1 1 FALSE
g11342 1312 1312 0 0 1 1 1 FALSE
g11343 1681 1681 0 0 1 1 1 FALSE
g11344 5 5 0 0 1 1 1 FALSE
g11345 230 230 0 0 1 1 1 FALSE
g11346 58 58 0 0 1 1 1 FALSE
g11347 1 1 0 0 1 1 1 FALSE
g11348 3003 3003 0 0 1 1 1 FALSE
g11349 2 2 0 0 1 1 1 FALSE
g11350 1121 1121 0 0 1 1 1 FALSE
g11351 25 25 0 0 1 1 1 FALSE
g11352 622 622 0 0 1 1 1 FALSE
g11354 29 29 0 0 1 1 1 FALSE
g11355 1708 1708 0 0 1 1 1 FALSE
g11356 3 3 0 0 1 1 1 FALSE
g11357 304 304 0 0 1 1 1 FALSE
g11358 10 10 0 0 1 1 1 FALSE
g11359 11 11 0 0 1 1 1 FALSE
g11360 1862 1862 0 0 1 1 1 FALSE
g11361 999 999 0 0 1 1 1 FALSE
g11362 310 310 0 0 1 1 1 FALSE
g11363 285 285 0 0 1 1 1 FALSE
g11365 1216 1216 0 0 1 1 1 FALSE
g11366 1695 1695 0 0 1 1 1 FALSE
g11367 326 326 0 0 1 1 1 FALSE
g11368 467 467 0 0 1 1 1 FALSE
g11369 2260 2260 0 0 1 1 1 FALSE
g11370 13 13 0 0 1 1 1 FALSE
g11371 822 822 0 0 1 1 1 FALSE
g11372 48 48 0 0 1 1 1 FALSE
g11373 111 111 0 0 1 1 1 FALSE
g11374 6770 6770 0 0 1 1 1 FALSE
g11375 67 67 0 0 1 1 1 FALSE
g11376 15 15 0 0 1 1 1 FALSE
g11377 638 638 0 0 1 1 1 FALSE
g11378 987 987 0 0 1 1 1 FALSE
g11381 2 2 0 0 1 1 1 FALSE
g11382 98 98 0 0 1 1 1 FALSE
g11383 2 2 0 0 1 1 1 FALSE
g11384 612 612 0 0 1 1 1 FALSE
g11385 2 2 0 0 1 1 1 FALSE
g11386 24 24 0 0 1 1 1 FALSE
g11387 952 952 0 0 1 1 1 FALSE
g11388 1495 1495 0 0 1 1 1 FALSE
g11389 432 432 0 0 1 1 1 FALSE
g11390 538 538 0 0 1 1 1 FALSE
g11391 781 781 0 0 1 1 1 FALSE
g11392 172 172 0 0 1 1 1 FALSE
g11393 1 1 0 0 1 1 1 FALSE
g11395 20 20 0 0 1 1 1 FALSE
g11396 20 20 0 0 1 1 1 FALSE
g11397 119 119 0 0 1 1 1 FALSE
g11398 418 418 0 0 1 1 1 FALSE
g11399 153 153 0 0 1 1 1 FALSE
g11400 3539 3539 0 0 1 1 1 FALSE
g11401 82 82 0 0 1 1 1 FALSE
g11402 2 2 0 0 1 1 1 FALSE
g11403 2069 2069 0 0 1 1 1 FALSE
g11404 2392 2392 0 0 1 1 1 FALSE
g11405 469 469 0 0 1 1 1 FALSE
g11406 134 134 0 0 1 1 1 FALSE
g11407 8 8 0 0 1 1 1 FALSE
g11408 2168 2168 0 0 1 1 1 FALSE
g11409 3365 3365 0 0 1 1 1 FALSE
g11410 20991 20991 0 0 1 1 1 FALSE
g11411 4 4 0 0 1 1 1 FALSE
g11412 260 260 0 0 1 1 1 FALSE
g11413 447 447 0 0 1 1 1 FALSE
g11414 133 133 0 0 1 1 1 FALSE
g11415 1663 1663 0 0 1 1 1 FALSE
g11416 6449 6449 0 0 1 1 1 FALSE
g11417 27 27 0 0 1 1 1 FALSE
g11418 8 8 0 0 1 1 1 FALSE
g11419 214 214 0 0 1 1 1 FALSE
g11420 9 9 0 0 1 1 1 FALSE
g11421 402 402 0 0 1 1 1 FALSE
g11422 194 194 0 0 1 1 1 FALSE
g11424 574 574 0 0 1 1 1 FALSE
g11425 8 8 0 0 1 1 1 FALSE
g11426 1350 1350 0 0 1 1 1 FALSE
g11427 16 16 0 0 1 1 1 FALSE
g11428 12 12 0 0 1 1 1 FALSE
g11429 136 136 0 0 1 1 1 FALSE
g11431 7 7 0 0 1 1 1 FALSE
g11432 258 258 0 0 1 1 1 FALSE
g11433 16 16 0 0 1 1 1 FALSE
g11434 4 4 0 0 1 1 1 FALSE
g11435 388 388 0 0 1 1 1 FALSE
g11436 303 303 0 0 1 1 1 FALSE
g11437 1102 1102 0 0 1 1 1 FALSE
g11438 142 142 0 0 1 1 1 FALSE
g11440 446 446 0 0 1 1 1 FALSE
g11441 6 6 0 0 1 1 1 FALSE
g11442 3251 3251 0 0 1 1 1 FALSE
g11443 7 7 0 0 1 1 1 FALSE
g11444 361 361 0 0 1 1 1 FALSE
g11445 519 519 0 0 1 1 1 FALSE
g11446 5 5 0 0 1 1 1 FALSE
g11447 27 27 0 0 1 1 1 FALSE
g11448 2 2 0 0 1 1 1 FALSE
g11449 53 53 0 0 1 1 1 FALSE
g11450 12 12 0 0 1 1 1 FALSE
g11451 15 15 0 0 1 1 1 FALSE
g11453 4028 4028 0 0 1 1 1 FALSE
g11454 1339 1339 0 0 1 1 1 FALSE
g11455 963 963 0 0 1 1 1 FALSE
g11456 40 40 0 0 1 1 1 FALSE
g11457 317 317 0 0 1 1 1 FALSE
g11458 93 93 0 0 1 1 1 FALSE
g11459 1196 1196 0 0 1 1 1 FALSE
g11460 212 212 0 0 1 1 1 FALSE
g11461 5 5 0 0 1 1 1 FALSE
g11462 34 34 0 0 1 1 1 FALSE
g11463 451 451 0 0 1 1 1 FALSE
g11464 2 2 0 0 1 1 1 FALSE
g11465 941 941 0 0 1 1 1 FALSE
g11466 2452 2452 0 0 1 1 1 FALSE
g11467 993 993 0 0 1 1 1 FALSE
g11468 45 45 0 0 1 1 1 FALSE
g11469 484 484 0 0 1 1 1 FALSE
g11470 1 1 0 0 1 1 1 FALSE
g11471 7754 7754 0 0 1 1 1 FALSE
g11472 485 485 0 0 1 1 1 FALSE
g11473 608 608 0 0 1 1 1 FALSE
g11474 463 463 0 0 1 1 1 FALSE
g11475 2475 2475 0 0 1 1 1 FALSE
g11476 44 44 0 0 1 1 1 FALSE
g11478 1355 1355 0 0 1 1 1 FALSE
g11479 23 23 0 0 1 1 1 FALSE
g11480 208 208 0 0 1 1 1 FALSE
g11481 57 57 0 0 1 1 1 FALSE
g11482 244 244 0 0 1 1 1 FALSE
g11483 528 528 0 0 1 1 1 FALSE
g11484 51 51 0 0 1 1 1 FALSE
g11485 206 206 0 0 1 1 1 FALSE
g11486 845 845 0 0 1 1 1 FALSE
g11487 361 361 0 0 1 1 1 FALSE
g11488 1169 1169 0 0 1 1 1 FALSE
g11489 21 21 0 0 1 1 1 FALSE
g11490 740 740 0 0 1 1 1 FALSE
g11491 1332 1332 0 0 1 1 1 FALSE
g11492 182 182 0 0 1 1 1 FALSE
g11493 16 16 0 0 1 1 1 FALSE
g11494 580 580 0 0 1 1 1 FALSE
g11495 740 740 0 0 1 1 1 FALSE
g11496 3043 3043 0 0 1 1 1 FALSE
g11497 6304 6304 0 0 1 1 1 FALSE
g11498 13 13 0 0 1 1 1 FALSE
g11499 1140 1140 0 0 1 1 1 FALSE
g11500 2 2 0 0 1 1 1 FALSE
g11501 379 379 0 0 1 1 1 FALSE
g11502 20 20 0 0 1 1 1 FALSE
g11503 15 15 0 0 1 1 1 FALSE
g11504 8 8 0 0 1 1 1 FALSE
g11505 7 7 0 0 1 1 1 FALSE
g11506 380 380 0 0 1 1 1 FALSE
g11507 44 44 0 0 1 1 1 FALSE
g11508 2275 2275 0 0 1 1 1 FALSE
g11509 11 11 0 0 1 1 1 FALSE
g11510 764 764 0 0 1 1 1 FALSE
g11511 7 7 0 0 1 1 1 FALSE
g11512 6 6 0 0 1 1 1 FALSE
g11513 1 1 0 0 1 1 1 FALSE
g11514 1193 1193 0 0 1 1 1 FALSE
g11515 51 51 0 0 1 1 1 FALSE
g11516 1617 1617 0 0 1 1 1 FALSE
g11517 224 224 0 0 1 1 1 FALSE
g11518 15 15 0 0 1 1 1 FALSE
g11519 45 45 0 0 1 1 1 FALSE
g11520 25264 25264 0 0 1 1 1 FALSE
g11521 121 121 0 0 1 1 1 FALSE
g11522 179 179 0 0 1 1 1 FALSE
g11523 728 728 0 0 1 1 1 FALSE
g11524 46 46 0 0 1 1 1 FALSE
g11525 4 4 0 0 1 1 1 FALSE
g11526 32 32 0 0 1 1 1 FALSE
g11527 1650 1650 0 0 1 1 1 FALSE
g11528 1444 1444 0 0 1 1 1 FALSE
g11529 2832 2832 0 0 1 1 1 FALSE
g11530 1937 1937 0 0 1 1 1 FALSE
g11531 26 26 0 0 1 1 1 FALSE
g11532 782 782 0 0 1 1 1 FALSE
g11533 316 316 0 0 1 1 1 FALSE
g11536 37 37 0 0 1 1 1 FALSE
g11537 57 57 0 0 1 1 1 FALSE
g11538 22 22 0 0 1 1 1 FALSE
g11539 5189 5189 0 0 1 1 1 FALSE
g11540 13322 13322 0 0 1 1 1 FALSE
g11541 174 174 0 0 1 1 1 FALSE
g11542 3 3 0 0 1 1 1 FALSE
g11543 5 5 0 0 1 1 1 FALSE
g11544 336 336 0 0 1 1 1 FALSE
g11545 8 8 0 0 1 1 1 FALSE
g11546 32 32 0 0 1 1 1 FALSE
g11547 265 265 0 0 1 1 1 FALSE
g11548 421 421 0 0 1 1 1 FALSE
g11549 482 482 0 0 1 1 1 FALSE
g11550 165 165 0 0 1 1 1 FALSE
g11551 6 6 0 0 1 1 1 FALSE
g11552 3932 3932 0 0 1 1 1 FALSE
g11553 40 40 0 0 1 1 1 FALSE
g11554 155 155 0 0 1 1 1 FALSE
g11555 6 6 0 0 1 1 1 FALSE
g11556 7715 7715 0 0 1 1 1 FALSE
g11557 227 227 0 0 1 1 1 FALSE
g11558 1426 1426 0 0 1 1 1 FALSE
g11559 1679 1679 0 0 1 1 1 FALSE
g11560 2 2 0 0 1 1 1 FALSE
g11561 164 164 0 0 1 1 1 FALSE
g11562 520 520 0 0 1 1 1 FALSE
g11563 1998 1998 0 0 1 1 1 FALSE
g11564 1084 1084 0 0 1 1 1 FALSE
g11565 139 139 0 0 1 1 1 FALSE
g11566 15 15 0 0 1 1 1 FALSE
g11567 39 39 0 0 1 1 1 FALSE
g11568 1358 1358 0 0 1 1 1 FALSE
g11569 854 854 0 0 1 1 1 FALSE
g11570 5 5 0 0 1 1 1 FALSE
g11571 2959 2959 0 0 1 1 1 FALSE
g11572 7 7 0 0 1 1 1 FALSE
g11573 243 243 0 0 1 1 1 FALSE
g11574 154 154 0 0 1 1 1 FALSE
g11575 218 218 0 0 1 1 1 FALSE
g11576 23 23 0 0 1 1 1 FALSE
g11577 2 2 0 0 1 1 1 FALSE
g11578 1012 1012 0 0 1 1 1 FALSE
g11579 51 51 0 0 1 1 1 FALSE
g11580 59 59 0 0 1 1 1 FALSE
g11581 737 737 0 0 1 1 1 FALSE
g11582 20 20 0 0 1 1 1 FALSE
g11583 271 271 0 0 1 1 1 FALSE
g11584 819 819 0 0 1 1 1 FALSE
g11585 73 73 0 0 1 1 1 FALSE
g11586 41 41 0 0 1 1 1 FALSE
g11587 492 492 0 0 1 1 1 FALSE
g11588 193 193 0 0 1 1 1 FALSE
g11589 920 920 0 0 1 1 1 FALSE
g11590 2 2 0 0 1 1 1 FALSE
g11591 18 18 0 0 1 1 1 FALSE
g11592 70 70 0 0 1 1 1 FALSE
g11593 100 100 0 0 1 1 1 FALSE
g11594 33 33 0 0 1 1 1 FALSE
g11595 42 42 0 0 1 1 1 FALSE
g11596 2 2 0 0 1 1 1 FALSE
g11597 124 124 0 0 1 1 1 FALSE
g11598 2978 2978 0 0 1 1 1 FALSE
g11599 4 4 0 0 1 1 1 FALSE
g11600 271 271 0 0 1 1 1 FALSE
g11601 2 2 0 0 1 1 1 FALSE
g11602 224 224 0 0 1 1 1 FALSE
g11603 1 1 0 0 1 1 1 FALSE
g11604 24 24 0 0 1 1 1 FALSE
g11605 911 911 0 0 1 1 1 FALSE
g11606 15 15 0 0 1 1 1 FALSE
g11607 2 2 0 0 1 1 1 FALSE
g11608 67 67 0 0 1 1 1 FALSE
g11609 854 854 0 0 1 1 1 FALSE
g11610 2 2 0 0 1 1 1 FALSE
g11611 1965 1965 0 0 1 1 1 FALSE
g11612 647 647 0 0 1 1 1 FALSE
g11613 13 13 0 0 1 1 1 FALSE
g11614 251 251 0 0 1 1 1 FALSE
g11615 124 124 0 0 1 1 1 FALSE
g11616 1287 1287 0 0 1 1 1 FALSE
g11617 109 109 0 0 1 1 1 FALSE
g11618 215 215 0 0 1 1 1 FALSE
g11619 10 10 0 0 1 1 1 FALSE
g11620 2205 2205 0 0 1 1 1 FALSE
g11621 7012 7012 0 0 1 1 1 FALSE
g11622 29 29 0 0 1 1 1 FALSE
g11623 13 13 0 0 1 1 1 FALSE
g11624 195 195 0 0 1 1 1 FALSE
g11625 116 116 0 0 1 1 1 FALSE
g11626 6 6 0 0 1 1 1 FALSE
g11627 2 2 0 0 1 1 1 FALSE
g11628 6306 6306 0 0 1 1 1 FALSE
g11629 338 338 0 0 1 1 1 FALSE
g11630 129 129 0 0 1 1 1 FALSE
g11631 4241 4241 0 0 1 1 1 FALSE
g11632 9978 9978 0 0 1 1 1 FALSE
g11633 22 22 0 0 1 1 1 FALSE
g11634 630 630 0 0 1 1 1 FALSE
g11635 12 12 0 0 1 1 1 FALSE
g11636 1089 1089 0 0 1 1 1 FALSE
g11637 453 453 0 0 1 1 1 FALSE
g11638 28 28 0 0 1 1 1 FALSE
g11639 165 165 0 0 1 1 1 FALSE
g11640 42 42 0 0 1 1 1 FALSE
g11641 7 7 0 0 1 1 1 FALSE
g11642 373 373 0 0 1 1 1 FALSE
g11643 183 183 0 0 1 1 1 FALSE
g11644 52 52 0 0 1 1 1 FALSE
g11645 174 174 0 0 1 1 1 FALSE
g11646 1160 1160 0 0 1 1 1 FALSE
g11647 743 743 0 0 1 1 1 FALSE
g11648 1 1 0 0 1 1 1 FALSE
g11650 3088 3088 0 0 1 1 1 FALSE
g11651 1 1 0 0 1 1 1 FALSE
g11652 174 174 0 0 1 1 1 FALSE
g11653 13 13 0 0 1 1 1 FALSE
g11654 141 141 0 0 1 1 1 FALSE
g11655 3390 3390 0 0 1 1 1 FALSE
g11656 265 265 0 0 1 1 1 FALSE
g11657 1034 1034 0 0 1 1 1 FALSE
g11658 93 93 0 0 1 1 1 FALSE
g11659 90 90 0 0 1 1 1 FALSE
g11660 171 171 0 0 1 1 1 FALSE
g11661 1956 1956 0 0 1 1 1 FALSE
g11662 113 113 0 0 1 1 1 FALSE
g11663 83 83 0 0 1 1 1 FALSE
g11664 16 16 0 0 1 1 1 FALSE
g11665 1160 1160 0 0 1 1 1 FALSE
g11666 514 514 0 0 1 1 1 FALSE
g11667 27 27 0 0 1 1 1 FALSE
g11668 283 283 0 0 1 1 1 FALSE
g11669 662 662 0 0 1 1 1 FALSE
g11670 208 208 0 0 1 1 1 FALSE
g11671 349 349 0 0 1 1 1 FALSE
g11672 11488 11488 0 0 1 1 1 FALSE
g11673 2 2 0 0 1 1 1 FALSE
g11674 11 11 0 0 1 1 1 FALSE
g11675 1776 1776 0 0 1 1 1 FALSE
g11676 573 573 0 0 1 1 1 FALSE
g11677 72 72 0 0 1 1 1 FALSE
g11678 1 1 0 0 1 1 1 FALSE
g11679 293 293 0 0 1 1 1 FALSE
g11680 18 18 0 0 1 1 1 FALSE
g11681 645 645 0 0 1 1 1 FALSE
g11682 445 445 0 0 1 1 1 FALSE
g11683 35 35 0 0 1 1 1 FALSE
g11684 230 230 0 0 1 1 1 FALSE
g11685 39 39 0 0 1 1 1 FALSE
g11686 125 125 0 0 1 1 1 FALSE
g11687 83 83 0 0 1 1 1 FALSE
g11688 1182 1182 0 0 1 1 1 FALSE
g11689 860 860 0 0 1 1 1 FALSE
g11690 79 79 0 0 1 1 1 FALSE
g11691 2161 2161 0 0 1 1 1 FALSE
g11692 706 706 0 0 1 1 1 FALSE
g11693 1 1 0 0 1 1 1 FALSE
g11694 127 127 0 0 1 1 1 FALSE
g11695 12 12 0 0 1 1 1 FALSE
g11696 29 29 0 0 1 1 1 FALSE
g11697 261 261 0 0 1 1 1 FALSE
g11698 41 41 0 0 1 1 1 FALSE
g11699 14 14 0 0 1 1 1 FALSE
g11700 15 15 0 0 1 1 1 FALSE
g11701 30 30 0 0 1 1 1 FALSE
g11702 109 109 0 0 1 1 1 FALSE
g11703 179 179 0 0 1 1 1 FALSE
g11704 60 60 0 0 1 1 1 FALSE
g11705 3524 3524 0 0 1 1 1 FALSE
g11706 5 5 0 0 1 1 1 FALSE
g11707 108 108 0 0 1 1 1 FALSE
g11708 9 9 0 0 1 1 1 FALSE
g11709 358 358 0 0 1 1 1 FALSE
g11710 40 40 0 0 1 1 1 FALSE
g11711 238 238 0 0 1 1 1 FALSE
g11713 1487 1487 0 0 1 1 1 FALSE
g11714 121 121 0 0 1 1 1 FALSE
g11715 1453 1453 0 0 1 1 1 FALSE
g11716 69 69 0 0 1 1 1 FALSE
g11717 77 77 0 0 1 1 1 FALSE
g11718 346 346 0 0 1 1 1 FALSE
g11720 1661 1661 0 0 1 1 1 FALSE
g11721 12 12 0 0 1 1 1 FALSE
g11722 867 867 0 0 1 1 1 FALSE
g11723 1084 1084 0 0 1 1 1 FALSE
g11724 6 6 0 0 1 1 1 FALSE
g11725 149 149 0 0 1 1 1 FALSE
g11726 74 74 0 0 1 1 1 FALSE
g11727 104 104 0 0 1 1 1 FALSE
g11728 140 140 0 0 1 1 1 FALSE
g11729 2 2 0 0 1 1 1 FALSE
g11730 1502 1502 0 0 1 1 1 FALSE
g11731 1183 1183 0 0 1 1 1 FALSE
g11732 423 423 0 0 1 1 1 FALSE
g11733 1629 1629 0 0 1 1 1 FALSE
g11734 1 1 0 0 1 1 1 FALSE
g11735 10 10 0 0 1 1 1 FALSE
g11736 3732 3732 0 0 1 1 1 FALSE
g11737 263 263 0 0 1 1 1 FALSE
g11738 845 845 0 0 1 1 1 FALSE
g11739 1589 1589 0 0 1 1 1 FALSE
g11740 6498 6498 0 0 1 1 1 FALSE
g11741 1321 1321 0 0 1 1 1 FALSE
g11742 3383 3383 0 0 1 1 1 FALSE
g11743 685 685 0 0 1 1 1 FALSE
g11744 166 166 0 0 1 1 1 FALSE
g11745 6 6 0 0 1 1 1 FALSE
g11746 253 253 0 0 1 1 1 FALSE
g11747 245 245 0 0 1 1 1 FALSE
g11748 261 261 0 0 1 1 1 FALSE
g11749 2834 2834 0 0 1 1 1 FALSE
g11750 2683 2683 0 0 1 1 1 FALSE
g11751 2113 2113 0 0 1 1 1 FALSE
g11752 3103 3103 0 0 1 1 1 FALSE
g11753 210 210 0 0 1 1 1 FALSE
g11754 2 2 0 0 1 1 1 FALSE
g11755 16 16 0 0 1 1 1 FALSE
g11756 30 30 0 0 1 1 1 FALSE
g11757 16 16 0 0 1 1 1 FALSE
g11758 7 7 0 0 1 1 1 FALSE
g11759 930 930 0 0 1 1 1 FALSE
g11760 4 4 0 0 1 1 1 FALSE
