"","X1_mean","X2_mean","M","D","prob","ranking"
"g8914",141650.174404137,4999.79441484555,4.82431979345196,136650.379989291,0.9729378270237,136650.38007445
"g10741",38797.8557308434,996.044298390283,5.28362320332266,37801.8114324531,0.970325484764543,37801.8118017036
"g11482",4.60618018886898,13453.1223359002,-11.5120825774345,13448.5161557113,0.962065250846414,-13448.5210829471
"g520",175825.267697431,1846007.17414482,-3.39219384079417,1670181.90644738,0.948099415204678,-1670181.90645083
"g324",33417.8372702445,322596.565602666,-3.2710408060433,289178.728332422,0.943967374576793,-289178.728350922
"g11",9082.46609641186,88226.0373299061,-3.28004850740969,79143.5712334943,0.941682056017236,-79143.5713014639
"g27",27859.0990183174,233944.27350751,-3.06994440871835,206085.174489193,0.937092182209911,-206085.174512058
"g637",17340.4259390162,137355.161178783,-2.98569987977772,120014.735239767,0.933275623268698,-120014.735276906
"g1026",107558.91359028,13530.3266428715,2.9908585145872,94028.5869474081,0.932494613727301,94028.5869949746
"g344",111873.061955174,818722.316046287,-2.8715115297275,706849.254091113,0.929689904586027,-706849.254096946
"g8856",1323.81618628094,18073.4195235206,-3.77109477157737,16749.6033372397,0.929639889196676,-16749.6037617618
"g260",601.567132666289,12532.1075752708,-4.38075950289022,11930.5404426045,0.925480917205294,-11930.5412468871
"g379",37971.5070049603,258351.708356493,-2.76634726107304,220380.201351532,0.924903816558941,-220380.201368895
"g14",12959.9485794018,90380.1462328659,-2.80194589713766,77420.1976534641,0.923730378578024,-77420.1977041673
"g12460",137890.610133982,20337.3542716086,2.76132030439431,117553.255862373,0.923522622345337,117553.255894805
"g9633",23522.8409885161,2608.63566794573,3.17269494223859,20914.2053205704,0.92072945521699,20914.20556122
"g374",632762.948613423,3929104.42546007,-2.63446348092118,3296341.47684665,0.918940443213296,-3296341.4768477
"g77",2842.01317653216,24148.6373129382,-3.08695663277407,21306.6241364061,0.918409510618652,-21306.624360029
"g4828",36900.1094930294,5035.67810681812,2.8733671267456,31864.4313862113,0.918351800554017,31864.4315157639
"g622",10409.0459908061,67827.7895204047,-2.70403862783629,57418.7435295986,0.917659279778393,-57418.7435932696
"g1008",56901.0651091363,9039.42822327339,2.6541522331095,47861.6368858629,0.913704216682056,47861.6369594555
"g283",314.141488880864,9078.57406906165,-4.85297931926118,8764.43258018079,0.913331024930748,-8764.43392375929
"g468",13787.2185413226,82727.1333812602,-2.58502915720922,68939.9148399376,0.913130963373346,-68939.9148884028
"g1070",60328.0631696548,9888.67559995768,2.60898004796415,50439.3875696971,0.912053708833487,50439.387637172
"g247",19705.2388479815,113991.615550821,-2.53227657178362,94286.3767028392,0.911549707602339,-94286.3767368442
"g292",7155.24030538907,45061.2180407132,-2.65481418618523,37905.9777353242,0.91120729455217,-37905.9778282915
"g631",3181.94927447069,23455.973319407,-2.88197262553311,20274.0240449363,0.908979686057248,-20274.0242497739
"g616",37486.0156130535,206706.376531114,-2.46315849917978,169220.360918061,0.908795013850416,-169220.360935988
"g7476",120.681920948367,7271.34085517011,-5.91293995467604,7150.65893422174,0.907763927362265,-7150.66137895119
"g1161",94383.3957780387,17009.9573796061,2.47215355232062,77373.4383984326,0.907348414896891,77373.4384379264
"g257",18912.975855496,103423.324572595,-2.45111329992576,84510.3487170985,0.906517389966143,-84510.3487526442
"g719",51052.1375053105,8963.31130090732,2.50986765840951,42088.8262044031,0.905143890427824,42088.8262792382
"g338",939.660758529272,11431.6743547784,-3.60475291384749,10492.0135962492,0.903939673745768,-10492.0142154937
