"","X1_mean","X2_mean","M","D","prob","ranking"
"g10670",2582.18024617101,101253.231381068,-5.29323443061341,98671.0511348968,0.976778982998692,-98671.0512768752
"g9105",34635.3898770992,3094.05768663251,3.48467491354823,31541.3321904667,0.936429725363489,31541.3323829595
"g955",30724.4002258236,2823.03726002365,3.44406477235314,27901.3629658,0.933037156704362,27901.3631783628
"g820",20167.5457523015,1490.05924343725,3.75859393162959,18677.4865088643,0.930194630356181,18677.4868870476
"g467",17926.2023918447,134965.960039563,-2.91245379354928,117039.757647719,0.928871451650127,-117039.757683956
"g1711",73692.5702848644,9452.52875662308,2.96274693522687,64240.0415282413,0.928063697207478,64240.0415965621
"g12824",67979.2351819319,8651.63574084835,2.97404930054179,59327.5994410836,0.927786752827141,59327.5995156271
"g8740",4229.10407794218,37448.3857224062,-3.14647955961761,33219.281644464,0.927767520578506,-33219.2817934789
"g1237",156725.889035022,22248.0115100297,2.81649521226304,134477.877524993,0.925505808139088,134477.877554487
"g1239",27017.0038076147,2800.91314356579,3.26989853711396,24216.0906640489,0.925201938610662,24216.0908848161
"g2802",1127.03396876172,16324.2793284361,-3.85641639814832,15197.2453596744,0.924640356950535,-15197.2458489719
"g11633",25838.1626322244,2653.78776912098,3.28337857868987,23184.3748631034,0.924367259019925,23184.3750956
"g8661",28726.6416263573,3170.38588841214,3.17965898414708,25556.2557379452,0.923597969074544,25556.2559357486
"g320",1207.92592297123,16126.2684861382,-3.73880875878723,14918.342563167,0.921151627048235,-14918.3430316738
"g519",31060.6926197284,198954.435864825,-2.67927615982021,167893.743245097,0.919536118162936,-167893.743266475
"g917",49902.155662011,7772.20211164819,2.68270681514313,42129.9535503629,0.912847142087853,42129.9536357761
"g498",4457.23756678024,31989.2599864279,-2.84336585623443,27532.0224196477,0.912835602738672,-27532.0225664718
"g205",68021.9534049415,393364.578209205,-2.53179470928627,325342.624804263,0.912108623740288,-325342.624814114
"g742",44036.1256342787,6815.3340748455,2.69183126189705,37220.7915594331,0.911639356873606,37220.7916567706
"g7371",61057.9741560283,10020.0123437673,2.60729543731914,51037.961812261,0.911054696515117,51037.9618788583
"g870",71652.0934623885,12014.5014424439,2.57623207320847,59637.5920199446,0.910496961304716,59637.5920755888
"g805",185433.44379578,32962.721110574,2.49199421559583,152470.722685206,0.909058389106854,152470.72270557
"g544",1038.87082765698,12934.8646870911,-3.638176774932,11895.9938594342,0.908285252711747,-11895.9944157698
"g11746",18411.5541171018,2161.52617793347,3.09048919582027,16250.0279391683,0.906988999153781,16250.0282330486
"g304",18376.1070809875,102050.805779374,-2.47338449992327,83674.6986983863,0.906396645895838,-83674.6987349423
"g625",85869.9905376624,457715.889544376,-2.41422643785791,371845.899006713,0.904931148549888,-371845.89901455
"g470",49123.2297658588,261658.606729708,-2.41320839066565,212535.376963849,0.904546503577198,-212535.376977549
"g597",123806.499265199,651384.873987417,-2.39542316753089,527578.374722218,0.904388799138395,-527578.374727656
"g562",9731.57476091272,54540.3718919303,-2.48657935197651,44808.7971310176,0.903023309485345,-44808.7972000116
"g106",27705.9487659384,145453.897446415,-2.39229427723375,117747.948680476,0.902230940841603,-117747.948704778
"g139",17252.7087056734,88452.2175985467,-2.35807542805092,71199.5088928733,0.898230633125625,-71199.5089319222
"g301",40309.6423504697,200681.223154362,-2.31570874851759,160371.580803892,0.897745980460035,-160371.580820611
"g638",311731.23347096,1531914.75315806,-2.29696140137491,1220183.5196871,0.897372874836526,-1220183.51968926
"g203",45339.4858852499,224464.648346567,-2.30764831097659,179125.162461317,0.897207477498269,-179125.162476182
"g239",4916.23123954207,28961.574649169,-2.5585153633672,24045.3434096269,0.896472805600431,-24045.3435457448
"g84",22203.4780829679,110828.548984032,-2.31947197004432,88625.0709010641,0.89629971536272,-88625.0709314164
"g8179",1087.04244083792,11569.8067016408,-3.41188458836478,10482.7642608029,0.895345795830448,-10482.7648160456
"g600",65437.9553620466,314984.364628101,-2.26708064062836,249546.409266055,0.894780367720594,-249546.409276353
"g12479",11636.6257274648,1123.90511605957,3.37208063205608,10512.7206114052,0.894472651742442,10512.7211522228
"g488",74559.6593221214,347922.749210572,-2.22229984066494,273363.08988845,0.891083929533041,-273363.089897483
"g12720",51639.9693299727,10385.0602653221,2.31397855551972,41254.9090646505,0.89036464343411,41254.9091295458
"g811",160320.582056355,34351.009418305,2.22253525251575,125969.57263805,0.890176167397492,125969.572657657
"g797",24507.5354303961,4279.9103287741,2.51757293347977,20227.625101622,0.889733825678898,20227.6252582932
