"","X1_mean","X2_mean","M","D","prob","ranking"
"g227",27.3957000627042,65743.7048190557,-11.2286875724014,65716.309118993,0.995849042086635,-65716.3100782939
"g4910",4291.40385498361,96616.7903020313,-4.49275234433857,92325.3864470477,0.967619450642456,-92325.3865563612
"g579",44942.2040867363,398490.645003214,-3.14840307077837,353548.440916478,0.939505270447026,-353548.440930496
"g283",42822.130394787,365130.967647091,-3.09198555595284,322308.837252304,0.937431715011156,-322308.837267135
"g919",116734.845431703,14137.201265915,3.04566682682406,102597.644165788,0.934373316919289,102597.644210994
"g218",12630.3014611667,91163.2162214582,-2.85156274960519,78532.9147602915,0.925463568515811,-78532.9148120622
"g12031",35106.2640319654,4288.05562669218,3.03333294809455,30818.2084052732,0.924367161652689,30818.2085545536
"g408",45493.6530170307,299193.962907814,-2.71734387613399,253700.309890783,0.92204739555282,-253700.309905336
"g67",27226.9072010276,167751.1609436,-2.62321773475752,140524.253742572,0.916669231361083,-140524.253767056
"g1232",85911.1479321203,13637.3665609632,2.65528026920339,72273.7813711572,0.916588443486959,72273.7814199336
"g1001",104262.732045092,17063.0071589741,2.61127973655192,87199.7248861177,0.914907286296838,87199.7249252163
"g499",2652.96424478188,21505.4739645416,-3.01902679060496,18852.5097197597,0.913649303685466,-18852.509961492
"g321",40471.402582955,229347.495876716,-2.50256040224575,188876.093293761,0.910544741094099,-188876.093310341
"g777",33204.4722082576,5110.43812751685,2.69985868026824,28094.0340807408,0.909271370316227,28094.03421047
"g1012",176050.954728758,31553.638456537,2.48011477361947,144497.316272221,0.908928983611603,144497.316293505
"g740",181744.8416805,32961.6396505776,2.46305450272095,148783.202029923,0.907771024082481,148783.20205031
"g102",2734.2676127099,20544.6932959843,-2.90953943643885,17810.4256832744,0.907709471416481,-17810.4259209278
"g529",152874.19247571,828728.228383187,-2.43855418645825,675854.035907476,0.907297837962607,-675854.035911876
"g743",32965.8644980341,5228.24813806614,2.656573395473,27737.6163599679,0.907124721089482,27737.6164871847
"g13",182386.431301323,975012.804103591,-2.41842276108456,792626.372802268,0.90604370239286,-792626.372805957
"g647",103036.995400351,548260.338220159,-2.41169868158145,445223.342819808,0.905289682234362,-445223.34282634
"g5681",182.04884557797,6913.04566757203,-5.24692395872221,6730.99682199406,0.904674155574363,-6730.99886702599
"g259",5978.44873949014,35757.0538814753,-2.58038477975678,29778.6051419852,0.904281757328614,-29778.6052537833
"g116",3328.13569148852,22246.647623143,-2.74080179088729,18918.5119316544,0.902285142725244,-18918.51213019
"g873",23489.6034731187,3601.7837205798,2.70523890128752,19887.8197525389,0.902273601600369,19887.8199365288
"g12188",14015.9936449835,75232.5577075695,-2.42428311308988,61216.564062586,0.902273601600369,-61216.564110589
"g302",4026.28417695744,25491.5699525443,-2.66249932050459,21465.2857755869,0.901546510733246,-21465.2859407117
"g493",13358.4968434786,71230.4487084242,-2.41473639983033,57871.9518649456,0.901300300069247,-57871.9519153236
"g203",24759.526730864,127089.550506441,-2.3597897713182,102330.023775577,0.900276986996999,-102330.023802786
