"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g1",21160.1124060837,2.2890641460718,0.332821109789627,6.87776129200067,6.08004369174659e-12,6.87791609199684e-10
"g2",5901.95604263975,1.20459679472363,0.245033337543884,4.91605267592575,8.83066458911001e-07,4.10845668880692e-05
"g3",39347.1273693415,1.46035399994696,0.174187707306625,8.38379482988587,5.12480891809674e-17,1.21395103403392e-14
"g4",20555.3877676092,1.01801179751465,0.219567792124875,4.63643500562086,3.54469583195834e-06,0.000144203146526608
"g5",2783.8398002766,1.61187629805206,0.376406561239568,4.28227471047234,1.84992395251807e-05,0.000636176514444615
"g6",2154.53263686653,1.05068507461342,0.313677876373279,3.34956703597132,0.000809379676122799,0.0175719870425583
"g8",3182.86756016413,2.60250147284682,0.778903857415739,3.34123582528073,0.000834063467817561,0.018016888577848
"g9",6233.26781996357,1.36809144015422,0.343017007353222,3.98840702013772,6.65184646433997e-05,0.00200425728981608
"g11",47548.8780688653,1.40719494128706,0.235364874655713,5.9787805777964,2.24814130823764e-09,1.61966649782305e-07
"g13",2264.19918941631,2.18909737130714,0.36914747010915,5.93014323153798,3.02670540929081e-09,2.12132570425078e-07
"g14",92927.8936751852,1.66794183435247,0.156055730158215,10.6881165636241,1.15696553941381e-26,6.78192163467296e-24
"g19",9111.95779519842,1.81301268329059,0.386541835015952,4.69034013670415,2.72751259079886e-06,0.000114947720166478
"g22",257.595717122068,1.10099972897669,0.288309394102888,3.81881323153757,0.000134095237487687,0.00371092743056053
"g26",78.5326296989129,1.60749124701366,0.281343187236646,5.71363132266482,1.10590456883853e-08,7.09539568146355e-07
"g27",2202.97171603423,0.969742055923841,0.279807563432496,3.46574640094671,0.000528761767865591,0.0121117437982143
"g31",97.6263869135495,1.45544011479228,0.4406396540365,3.30301665195054,0.000956507077103114,0.0200570979940191
"g32",12986.4156083421,1.5409767482862,0.292204045369981,5.2736324931267,1.33749613321637e-07,7.43463367843033e-06
"g38",857.670188026783,2.93654038760597,0.765363104091437,3.83679376743923,0.000124651065410262,0.00347943753145181
"g39",25324.6377406056,0.878085130456107,0.178636789643221,4.91547755761759,8.85662964863774e-07,4.10845668880692e-05
"g40",27196.8613538333,0.795598782747899,0.254081933107775,3.13126861487797,0.00174052881667829,0.0337024919217466
"g42",445.356735997008,1.58998395307233,0.319616460445114,4.97466229010245,6.53614861783096e-07,3.08755210899443e-05
"g44",648.754596256661,3.06846239277897,0.689388196936133,4.4509935134025,8.54739239435012e-06,0.000315837169964296
"g46",32422.175354854,1.86525797195189,0.442504071290886,4.21523347007974,2.49519921031811e-05,0.000837971068131831
"g47",280.528395266823,3.64653169470352,0.837817373923033,4.35241832910296,1.34644036045855e-05,0.000478338702161805
"g50",2338.97631407177,2.23599173110139,0.374267669069764,5.97431174501101,2.31063581224308e-09,1.64629610136391e-07
"g52",23493.3444273194,1.43727292599534,0.20472912936762,7.02036359180975,2.21291615784009e-12,2.66708100668279e-10
"g53",42898.3884220567,2.21466327935181,0.219742591482778,10.0784434387877,6.88074777608368e-24,2.95780411067917e-21
"g54",20437.9635104492,1.12371717993531,0.242913145881799,4.62600398120122,3.72788134861904e-06,0.000150233618349347
"g59",13439.9276596989,1.57995164068031,0.324500659804104,4.86887034878172,1.12238013096475e-06,5.07867163821804e-05
"g61",13428.0186465025,1.97044677907771,0.327928432447857,6.00877076857622,1.86935210047143e-09,1.36198670551862e-07
"g62",290.57252612358,1.41910266639643,0.344980689436283,4.11357130949944,3.89584620455837e-05,0.00124358496668279
"g63",92840.2964755537,2.13521978843745,0.211243234298661,10.1078730191123,5.09790029651267e-24,2.26698352495956e-21
"g67",4236.44964286113,1.07425254501282,0.270233292521195,3.975278304869,7.02970018459692e-05,0.00210336458423578
"g69",9961.72162882514,1.92562800008058,0.553087771909513,3.48159568495327,0.000498435665097097,0.0115194020377996
"g70",165813.318011421,1.52752671322318,0.249185772307825,6.13007195024036,8.78393394832857e-10,6.82395254202682e-08
"g71",169.284237511487,1.66579319027679,0.231342494437642,7.20054996521965,5.99701763028975e-13,7.73375393602167e-11
"g72",21173.316184953,1.31193254479459,0.219574369267972,5.9748892786001,2.30246506265673e-09,1.64629610136391e-07
"g74",4869.9132798155,1.370472435215,0.403924618832229,3.39289157263334,0.000691590074495678,0.0152197023902667
"g76",16808.1890438346,1.0689806297543,0.292984294666257,3.64859362503371,0.000263679810201853,0.00670693260821123
"g78",828.276277511691,1.38650896846069,0.308826465772744,4.48960540020876,7.13552336844568e-06,0.000270646203998457
"g85",6578.79413500069,1.12521220743393,0.260554119284326,4.3185354755649,1.57067977984695e-05,0.000550420827198539
"g93",988.642214992954,2.59055333955023,0.558428301377459,4.63900796782718,3.50085557899562e-06,0.000142870359325087
"g95",89413.3049600561,1.62474815427845,0.157987944952811,10.2840008126173,8.32005335222236e-25,3.97390400112072e-22
"g98",222.416319649829,2.14663630518874,0.414264963433153,5.18179545621925,2.19760136411266e-07,1.16148636031135e-05
"g100",68549.2054730518,1.79330883599657,0.15571314747596,11.5167464344874,1.08636000022554e-30,1.00069275449347e-27
"g104",4867.98577372644,1.75880434249156,0.240059667416084,7.32652994741974,2.36188434007955e-13,3.30770637570067e-11
"g105",75962.3572671863,0.891026690181076,0.270234605881927,3.29723385083549,0.00097642166568375,0.0204083205845343
"g106",35960.7041069711,1.03011319346659,0.26403830113752,3.90137790248118,9.5646700806715e-05,0.00274102189689644
"g107",3110.44664650316,2.20290618949802,0.716437317677695,3.07480659527712,0.00210639097920665,0.0395976939764562
"g108",4135.34008343538,2.11770100656485,0.307792259636068,6.88029325061264,5.97294752399307e-12,6.81656028932873e-10
"g113",444.964625727323,2.1915936298113,0.249099338656965,8.79807084847121,1.39188157711319e-18,3.73952183717744e-16
"g115",25981.8645716305,1.7741839477725,0.286434138843184,6.19403802541785,5.8642069530529e-10,4.6971933457497e-08
"g116",2384.16912895787,1.66151334139797,0.280781713745514,5.91745566060574,3.26959962956003e-09,2.27917604447601e-07
"g117",10101.0811399846,1.1410061744603,0.277219822112229,4.11588957011299,3.85688947418596e-05,0.00123420463173951
"g118",32592.9409616942,1.28243178666794,0.308733198618888,4.15385126188201,3.26925725452266e-05,0.00106465508975566
"g119",2429.64008943697,3.17863790762962,0.57866625100228,5.49304180453595,3.95069226348105e-08,2.38075361821737e-06
"g120",3709.82001457904,1.3637118149433,0.375147783132727,3.63513227655359,0.000277838041072755,0.00701088708716002
"g123",1297.87942173009,1.70740966629391,0.5371484978131,3.1786548286839,0.00147960172836512,0.029355298290764
"g125",2440.11895582962,1.28898250789304,0.431299567183666,2.98860144078033,0.0028025745040292,0.0497138938156266
"g126",1443.70230449454,1.35374012801073,0.389238343145012,3.47792079545048,0.000505319215302123,0.0116160367210983
"g127",1396.03762856727,1.35696128063957,0.344471819152267,3.93925193642546,8.17360645863676e-05,0.00240106671732528
"g129",8185.42292297659,1.22095908831013,0.196541813544257,6.21221035001389,5.22444242815494e-10,4.23738424864693e-08
"g131",1045.79582736631,3.06475224800475,0.400618932257059,7.65004347332801,2.00911378483084e-14,3.23869142114731e-12
"g132",881.964603515113,1.37249824480484,0.29971697446228,4.57931435904567,4.66502622110398e-06,0.0001856795621832
"g133",53383.7716582321,1.02869028565997,0.197387430178789,5.21152884319028,1.87290716297717e-07,1.0063754489064e-05
"g134",4841.76300100247,1.51067281598109,0.36050664869457,4.19041596445276,2.78443527151767e-05,0.000920719929781842
"g135",13997.5840520812,0.568142685824081,0.18168468844537,3.12708071706831,0.00176551448011734,0.0340329966152365
"g136",1730.86469654296,2.38757629790663,0.284740649310314,8.3850911476451,5.06864661788994e-17,1.21395103403392e-14
"g140",7175.43140875847,1.23534085692169,0.241471074639941,5.11589580144832,3.12255413747567e-07,1.60432104210702e-05
"g142",1887.71919531449,1.27900538479769,0.278370373355995,4.59461748525238,4.3354381213899e-06,0.000173095387038527
"g144",121.976811516024,1.64591614116091,0.466333625312919,3.52948200991611,0.000416374012175644,0.00987051334745791
"g145",35731.9364683949,1.28816921811362,0.27072915486184,4.75814737711202,1.95377834294445e-06,8.57004269068423e-05
"g149",6002.52684044358,2.03621264640666,0.454215672860981,4.48292026908959,7.36284446369731e-06,0.000278391080884435
"g151",4014.56703351888,2.47643301779862,0.408735275503236,6.05876998198805,1.37166371306251e-09,1.02842879323571e-07
"g152",15039.5750572076,1.78429827184963,0.52809724873842,3.37873048214542,0.000728213617899044,0.0158900893678952
"g153",302.325858748378,1.62006472581297,0.376586515186723,4.30197221748551,1.69284541630365e-05,0.000588434891877409
"g157",37264.7371618914,1.4946193460641,0.13304175228669,11.2342127217579,2.76951568211784e-29,1.87977232824167e-26
"g158",1555.0954193347,2.03530928938581,0.322812609324997,6.30492499546921,2.88333492441498e-10,2.43029328008206e-08
"g159",13342.8546495486,0.848883580237008,0.265321505257523,3.19945260152611,0.00137688825553977,0.0274441281969719
"g161",49096.9119306892,1.58080304649174,0.231602148319195,6.82551115334677,8.76127940600117e-12,9.33764125783397e-10
"g166",58678.6154994818,0.823251944784327,0.198893146037116,4.13916699085597,3.48569166602454e-05,0.00112943416394604
"g167",43077.5690751993,1.5938414834398,0.185339801209202,8.59956400644216,8.00195055866719e-18,2.02339518440337e-15
"g169",35720.8344319362,1.78562783039199,0.35594993958365,5.0165139302471,5.26174630108339e-07,2.57984897639465e-05
"g170",53695.1879033029,2.85124995055947,0.185702364678076,15.35386991707,3.33673385312056e-53,8.60610395396854e-50
"g171",1759.37932935957,1.28745708669533,0.327473129560962,3.93148924438901,8.44212738001991e-05,0.00245755473347036
"g173",33024.2866948881,1.42521250126805,0.259713851777165,5.48762606043394,4.07371287914268e-08,2.43215746710296e-06
"g174",30889.3322425236,2.14622213952714,0.496158303709701,4.32568017804027,1.52061915068828e-05,0.000534329824721418
"g179",2333.18771729432,2.21207268110209,0.366730123290959,6.03188159524889,1.62061507522014e-09,1.20806080982884e-07
"g180",2651.60996204429,2.22201433407837,0.519147209850246,4.28012381058416,1.86789371001344e-05,0.000640647800115248
"g183",6492.86149614682,1.05119490684504,0.191036916293137,5.50257472347402,3.74284507079617e-08,2.26609061187734e-06
"g184",39.1673386896017,1.48930066718645,0.463488142959305,3.21324437272005,0.00131244569502275,0.0263223945303475
"g187",1207.75146625632,1.99992570020661,0.276271027222021,7.23899903770726,4.52008236958956e-13,6.00937961218835e-11
"g189",998.162276647321,2.89365225130222,0.712240601885874,4.06274543130565,4.84989118089e-05,0.0015034662660759
"g190",26546.8996550421,2.05160996771057,0.400636699670478,5.12087377266739,3.04123175195936e-07,1.56878898693072e-05
"g192",19845.3622763439,2.73267837583731,0.398066013313982,6.86488744187728,6.65437001388712e-12,7.46215266948594e-10
"g195",774.052514552462,1.56769694710209,0.3632787670966,4.31541033799318,1.59306704003342e-05,0.000556730212653903
