"","x"
"1","g2"
"2","g4"
"3","g8"
"4","g9"
"5","g11"
"6","g12"
"7","g14"
"8","g15"
"9","g16"
"10","g17"
"11","g19"
"12","g20"
"13","g25"
"14","g27"
"15","g30"
"16","g31"
"17","g36"
"18","g37"
"19","g43"
"20","g45"
"21","g47"
"22","g48"
"23","g49"
"24","g53"
"25","g55"
"26","g57"
"27","g58"
"28","g60"
"29","g61"
"30","g62"
"31","g65"
"32","g69"
"33","g71"
"34","g73"
"35","g75"
"36","g76"
"37","g79"
"38","g81"
"39","g84"
"40","g87"
"41","g88"
"42","g89"
"43","g93"
"44","g94"
"45","g96"
"46","g97"
"47","g101"
"48","g104"
"49","g105"
"50","g106"
"51","g108"
"52","g112"
"53","g120"
"54","g123"
"55","g125"
"56","g128"
"57","g130"
"58","g132"
"59","g133"
"60","g139"
"61","g141"
"62","g142"
"63","g143"
"64","g150"
"65","g153"
"66","g154"
"67","g157"
"68","g161"
"69","g163"
"70","g165"
"71","g167"
"72","g169"
"73","g176"
"74","g177"
"75","g178"
"76","g179"
"77","g180"
"78","g181"
"79","g182"
"80","g184"
"81","g187"
"82","g191"
"83","g192"
"84","g193"
"85","g197"
"86","g198"
"87","g200"
"88","g203"
"89","g204"
"90","g205"
"91","g206"
"92","g208"
"93","g210"
"94","g215"
"95","g216"
"96","g218"
"97","g219"
"98","g220"
"99","g224"
"100","g225"
"101","g229"
"102","g230"
"103","g231"
"104","g232"
"105","g233"
"106","g236"
"107","g239"
"108","g241"
"109","g242"
"110","g248"
"111","g249"
"112","g252"
"113","g255"
"114","g256"
"115","g257"
"116","g261"
"117","g262"
"118","g265"
"119","g266"
"120","g267"
"121","g268"
"122","g270"
"123","g271"
"124","g272"
"125","g273"
"126","g277"
"127","g278"
"128","g280"
"129","g281"
"130","g283"
"131","g286"
"132","g287"
"133","g289"
"134","g291"
"135","g292"
"136","g293"
"137","g296"
"138","g297"
"139","g298"
"140","g300"
"141","g301"
"142","g302"
"143","g304"
"144","g305"
"145","g306"
"146","g309"
"147","g311"
"148","g313"
"149","g315"
"150","g316"
"151","g317"
"152","g319"
"153","g320"
"154","g321"
"155","g322"
"156","g328"
"157","g329"
"158","g331"
"159","g332"
"160","g334"
"161","g335"
"162","g336"
"163","g337"
"164","g338"
"165","g340"
"166","g341"
"167","g342"
"168","g343"
"169","g344"
"170","g346"
"171","g348"
"172","g350"
"173","g351"
"174","g352"
"175","g354"
"176","g355"
"177","g357"
"178","g360"
"179","g366"
"180","g367"
"181","g368"
"182","g369"
"183","g373"
"184","g378"
"185","g386"
"186","g393"
"187","g398"
"188","g408"
"189","g412"
"190","g416"
"191","g419"
"192","g421"
"193","g424"
"194","g427"
"195","g429"
"196","g432"
"197","g434"
"198","g439"
"199","g441"
"200","g442"
"201","g444"
"202","g446"
"203","g447"
"204","g452"
"205","g453"
"206","g454"
"207","g455"
"208","g459"
"209","g461"
"210","g462"
"211","g463"
"212","g466"
"213","g467"
"214","g470"
"215","g471"
"216","g472"
"217","g473"
"218","g474"
"219","g476"
"220","g479"
"221","g480"
"222","g483"
"223","g484"
"224","g487"
"225","g488"
"226","g489"
"227","g490"
"228","g491"
"229","g492"
"230","g493"
"231","g496"
"232","g497"
"233","g498"
"234","g500"
"235","g501"
"236","g503"
"237","g506"
"238","g507"
"239","g508"
"240","g511"
"241","g513"
"242","g517"
"243","g519"
"244","g521"
"245","g522"
"246","g525"
"247","g526"
"248","g531"
"249","g532"
"250","g533"
"251","g534"
"252","g535"
"253","g536"
"254","g540"
"255","g541"
"256","g542"
"257","g544"
"258","g545"
"259","g547"
"260","g548"
"261","g549"
"262","g551"
"263","g552"
"264","g553"
"265","g554"
"266","g556"
"267","g559"
"268","g560"
"269","g561"
"270","g562"
"271","g563"
"272","g564"
"273","g567"
"274","g570"
"275","g571"
"276","g572"
"277","g573"
"278","g580"
"279","g582"
"280","g583"
"281","g584"
"282","g586"
"283","g588"
"284","g592"
"285","g594"
"286","g595"
"287","g597"
"288","g600"
"289","g601"
"290","g602"
"291","g603"
"292","g606"
"293","g607"
"294","g609"
"295","g611"
"296","g613"
"297","g614"
"298","g616"
"299","g617"
"300","g619"
"301","g621"
"302","g623"
"303","g625"
"304","g626"
"305","g628"
"306","g630"
"307","g635"
"308","g636"
"309","g637"
"310","g638"
"311","g639"
"312","g641"
"313","g642"
"314","g645"
"315","g648"
"316","g649"
"317","g653"
"318","g654"
"319","g656"
"320","g658"
"321","g659"
"322","g660"
"323","g661"
"324","g665"
"325","g666"
"326","g667"
"327","g670"
"328","g674"
"329","g675"
"330","g677"
"331","g679"
"332","g680"
"333","g681"
"334","g683"
"335","g684"
"336","g685"
"337","g686"
"338","g688"
"339","g689"
"340","g690"
"341","g691"
"342","g694"
"343","g696"
"344","g698"
"345","g699"
"346","g700"
"347","g701"
"348","g703"
"349","g707"
"350","g709"
"351","g711"
"352","g716"
"353","g721"
"354","g723"
"355","g725"
"356","g728"
"357","g729"
"358","g735"
"359","g739"
"360","g740"
"361","g741"
"362","g742"
"363","g743"
"364","g745"
"365","g750"
"366","g752"
"367","g753"
"368","g755"
"369","g763"
"370","g764"
"371","g767"
"372","g770"
"373","g772"
"374","g775"
"375","g778"
"376","g779"
"377","g780"
"378","g781"
"379","g782"
"380","g784"
"381","g785"
"382","g786"
"383","g791"
"384","g794"
"385","g796"
"386","g797"
"387","g799"
"388","g800"
"389","g801"
"390","g802"
"391","g803"
"392","g805"
"393","g807"
"394","g808"
"395","g810"
"396","g811"
"397","g812"
"398","g814"
"399","g815"
"400","g817"
"401","g819"
"402","g820"
"403","g826"
"404","g828"
"405","g829"
"406","g831"
"407","g832"
"408","g833"
"409","g836"
"410","g837"
"411","g839"
"412","g841"
"413","g850"
"414","g853"
"415","g856"
"416","g857"
"417","g863"
"418","g864"
"419","g866"
"420","g870"
"421","g871"
"422","g873"
"423","g875"
"424","g878"
"425","g880"
"426","g882"
"427","g884"
"428","g890"
"429","g893"
"430","g894"
"431","g896"
"432","g898"
"433","g901"
"434","g907"
"435","g910"
"436","g912"
"437","g914"
"438","g917"
"439","g919"
"440","g923"
"441","g924"
"442","g925"
"443","g926"
"444","g927"
"445","g928"
"446","g933"
"447","g938"
"448","g939"
"449","g940"
"450","g941"
"451","g942"
"452","g943"
"453","g946"
"454","g948"
"455","g950"
"456","g951"
"457","g952"
"458","g955"
"459","g956"
"460","g957"
"461","g958"
"462","g960"
"463","g962"
"464","g964"
"465","g965"
"466","g967"
"467","g969"
"468","g971"
"469","g977"
"470","g978"
"471","g979"
"472","g980"
"473","g981"
"474","g982"
"475","g987"
"476","g992"
"477","g995"
"478","g997"
"479","g998"
"480","g999"
