"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Benjamini et al. 1995) < 0.05)"
g4	23865	17374	0.457966393751606	0.457966393751606	0	0	0	TRUE
g6	10368	14117	-0.445295911097558	-0.445295911097558	0	0	0	TRUE
g7	245	515	-1.07179068306801	-1.07179068306801	0	0	0	TRUE
g9	3127	1880	0.734046557360042	0.734046557360042	0	0	0	TRUE
g10	9337	1554	2.58697257934133	2.58697257934133	0	0	0	TRUE
g11	31006	28658	0.113609490247287	0.113609490247287	0	0	0	TRUE
g12	8846	5824	0.603014886699958	0.603014886699958	0	0	0	TRUE
g14	145	334	-1.20379520245912	-1.20379520245912	0	0	0	TRUE
g17	17601	14884	0.241895102266747	0.241895102266747	0	0	0	TRUE
g18	6267	4246	0.561670621882886	0.561670621882886	0	0	0	TRUE
g20	36332	24614	0.561761657279291	0.561761657279291	0	0	0	TRUE
g22	15605	24836	-0.670424479552095	-0.670424479552095	0	0	0	TRUE
g23	86393	94663	-0.131886221142022	-0.131886221142022	0	0	0	TRUE
g24	372	1095	-1.5575563433805	-1.5575563433805	0	0	0	TRUE
g26	1962	615	1.67366672599264	1.67366672599264	0	0	0	TRUE
g27	326	902	-1.4682554690243	-1.4682554690243	0	0	0	TRUE
g28	303	34	3.15571114222261	3.15571114222261	0	0	0	TRUE
g30	5946	3928	0.598124533592951	0.598124533592951	0	0	0	TRUE
g32	3253	2488	0.386784336910528	0.386784336910528	0	0	0	TRUE
g35	42009	21865	0.942075095291242	0.942075095291242	0	0	0	TRUE
g36	279	1	8.12412131182919	8.12412131182919	0	0	0	TRUE
g39	109	330	-1.59813788946889	-1.59813788946889	0	0	0	TRUE
g40	4041	2436	0.730198218277128	0.730198218277128	0	0	0	TRUE
g41	1318	665	0.986924124619499	0.986924124619499	0	0	0	TRUE
g42	7284	5405	0.430436304354824	0.430436304354824	0	0	0	TRUE
