"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Benjamini et al. 1995) < 0.05)"
g4	2129	930	1.1948733284569	1.1948733284569	0	0	0	TRUE
g7	12	96	-3	-3	0	0	0	TRUE
g8	13671	52863	-1.95113952452683	-1.95113952452683	0	0	0	TRUE
g9	2348	6341	-1.43327796839553	-1.43327796839553	0	0	0	TRUE
g10	3614	1376	1.3931160361625	1.3931160361625	0	0	0	TRUE
g13	13663	20897	-0.613021549475757	-0.613021549475757	0	0	0	TRUE
g14	1574	4038	-1.35920536982399	-1.35920536982399	0	0	0	TRUE
g15	232	629	-1.43893521175172	-1.43893521175172	0	0	0	TRUE
g16	21096	25106	-0.251062713988752	-0.251062713988752	0	0	0	TRUE
g19	22009	39600	-0.847406833817599	-0.847406833817599	0	0	0	TRUE
g20	255	546	-1.09840370406099	-1.09840370406099	0	0	0	TRUE
g21	64	433	-2.75822321472672	-2.75822321472672	0	0	0	TRUE
g23	1695	4956	-1.5478909141169	-1.5478909141169	0	0	0	TRUE
g26	2775	5893	-1.08651449472678	-1.08651449472678	0	0	0	TRUE
g27	2406	4193	-0.801346187670314	-0.801346187670314	0	0	0	TRUE
g28	4118	7962	-0.951187041459095	-0.951187041459095	0	0	0	TRUE
g29	1549	818	0.92116439584782	0.92116439584782	0	0	0	TRUE
g31	11874	16921	-0.511008813383429	-0.511008813383429	0	0	0	TRUE
g33	7594	12396	-0.706942755967127	-0.706942755967127	0	0	0	TRUE
g35	562	2094	-1.89761940670988	-1.89761940670988	0	0	0	TRUE
g36	209	0	NA	NA	0	0	0	TRUE
g38	3215	2140	0.587207940926799	0.587207940926799	0	0	0	TRUE
g39	50260	69754	-0.47286527855049	-0.47286527855049	0	0	0	TRUE
g40	53	385	-2.86079418101906	-2.86079418101906	0	0	0	TRUE
g41	11737	22403	-0.932628237518884	-0.932628237518884	0	0	0	TRUE
g43	112	364	-1.70043971814109	-1.70043971814109	0	0	0	TRUE
g45	10375	7006	0.56644844320695	0.56644844320695	0	0	0	TRUE
g46	367	934	-1.34764248686645	-1.34764248686645	0	0	0	TRUE
g47	64	489	-2.93369065495223	-2.93369065495223	0	0	0	TRUE
g49	2510	1578	0.669590158824676	0.669590158824676	0	0	0	TRUE
g54	1	586	-9.19475685442225	-9.19475685442225	0	0	0	TRUE
g55	50509	62116	-0.298424450512305	-0.298424450512305	0	0	0	TRUE
g56	7209	12948	-0.84485821635815	-0.84485821635815	0	0	0	TRUE
g59	0	110	NA	NA	0	0	0	TRUE
g68	1114	5672	-2.34810829989948	-2.34810829989948	0	0	0	TRUE
g69	7112	10050	-0.498868272123884	-0.498868272123884	0	0	0	TRUE
g70	1800	913	0.979310141232816	0.979310141232816	0	0	0	TRUE
g71	162	364	-1.16794463731407	-1.16794463731407	0	0	0	TRUE
g72	34904	48470	-0.473699703677264	-0.473699703677264	0	0	0	TRUE
g73	742	1186	-0.676612917925201	-0.676612917925201	0	0	0	TRUE
g74	12695	15188	-0.258671509084222	-0.258671509084222	0	0	0	TRUE
g75	4375	5606	-0.35768872742544	-0.35768872742544	0	0	0	TRUE
g76	12	601	-5.64625867999003	-5.64625867999003	0	0	0	TRUE
g77	964	593	0.701001041683957	0.701001041683957	0	0	0	TRUE
g82	1264	3058	-1.2745919431837	-1.2745919431837	0	0	0	TRUE
g84	607	1003	-0.7245531843565	-0.7245531843565	0	0	0	TRUE
g86	35	234	-2.74108170263844	-2.74108170263844	0	0	0	TRUE
g88	824	1598	-0.955551165744758	-0.955551165744758	0	0	0	TRUE
g89	11892	32021	-1.42902699485242	-1.42902699485242	0	0	0	TRUE
g90	5682	2153	1.40005051202231	1.40005051202231	0	0	0	TRUE
g92	1920	3527	-0.877335264817734	-0.877335264817734	0	0	0	TRUE
g94	45	236	-2.39078995303217	-2.39078995303217	0	0	0	TRUE
g95	95103	80827	0.234653550115166	0.234653550115166	0	0	0	TRUE
g96	3742	4728	-0.337420476936748	-0.337420476936748	0	0	0	TRUE
g99	30364	27624	0.136439617326918	0.136439617326918	0	0	0	TRUE
g103	4984	9853	-0.983258988811892	-0.983258988811892	0	0	0	TRUE
g107	0	104	NA	NA	0	0	0	TRUE
g109	3053	5329	-0.803637243553256	-0.803637243553256	0	0	0	TRUE
g112	15	439	-4.87118653392684	-4.87118653392684	0	0	0	TRUE
g113	14427	32082	-1.15299275052291	-1.15299275052291	0	0	0	TRUE
g114	3027	4406	-0.541580819873369	-0.541580819873369	0	0	0	TRUE
g115	602	20	4.91169158187234	4.91169158187234	0	0	0	TRUE
g116	515	932	-0.8557575225837	-0.8557575225837	0	0	0	TRUE
g118	979	1812	-0.88820219044254	-0.88820219044254	0	0	0	TRUE
g119	1833	11093	-2.59737089090454	-2.59737089090454	0	0	0	TRUE
g120	5013	10651	-1.08724274918188	-1.08724274918188	0	0	0	TRUE
g121	13191	19201	-0.541627510972079	-0.541627510972079	0	0	0	TRUE
g123	877	0	NA	NA	0	0	0	TRUE
g124	94	275	-1.54869895673438	-1.54869895673438	0	0	0	TRUE
g125	53	340	-2.6814704815745	-2.6814704815745	0	0	0	TRUE
g126	21969	55403	-1.33449489676544	-1.33449489676544	0	0	0	TRUE
g127	8879	10734	-0.273718686341882	-0.273718686341882	0	0	0	TRUE
g128	3499	4353	-0.315067355548051	-0.315067355548051	0	0	0	TRUE
g130	28198	100638	-1.83551041132378	-1.83551041132378	0	0	0	TRUE
g133	1629	979	0.734605838921823	0.734605838921823	0	0	0	TRUE
g134	2473	1176	1.07237417955357	1.07237417955357	0	0	0	TRUE
g135	300	672	-1.16349873228288	-1.16349873228288	0	0	0	TRUE
g136	5182	8049	-0.635300539801584	-0.635300539801584	0	0	0	TRUE
g139	4370	12241	-1.48601623561938	-1.48601623561938	0	0	0	TRUE
g141	1289	4599	-1.83506793401828	-1.83506793401828	0	0	0	TRUE
g142	3	404	-7.07324898203064	-7.07324898203064	0	0	0	TRUE
g143	5624	8256	-0.55384637635072	-0.55384637635072	0	0	0	TRUE
g144	145	612	-2.07747875267772	-2.07747875267772	0	0	0	TRUE
g145	22218	38693	-0.800343634831764	-0.800343634831764	0	0	0	TRUE
g146	2362	5518	-1.22413649195612	-1.22413649195612	0	0	0	TRUE
g147	792422	1033929	-0.383796279635803	-0.383796279635803	0	0	0	TRUE
g149	17458	48978	-1.48824557080472	-1.48824557080472	0	0	0	TRUE
g150	4335	7597	-0.809397827796632	-0.809397827796632	0	0	0	TRUE
g151	8706	11300	-0.376240847402013	-0.376240847402013	0	0	0	TRUE
g156	10429	12664	-0.280132331033613	-0.280132331033613	0	0	0	TRUE
g158	363	14	4.69647081593815	4.69647081593815	0	0	0	TRUE
g159	12422	10037	0.307569352201975	0.307569352201975	0	0	0	TRUE
g165	12110	14390	-0.248867727045969	-0.248867727045969	0	0	0	TRUE
g167	17487	14220	0.298361342520879	0.298361342520879	0	0	0	TRUE
g168	1169	2857	-1.28922610640472	-1.28922610640472	0	0	0	TRUE
g171	21731	17922	0.278022921365551	0.278022921365551	0	0	0	TRUE
g172	214	668	-1.6422373060729	-1.6422373060729	0	0	0	TRUE
g173	2181	4037	-0.888293816839759	-0.888293816839759	0	0	0	TRUE
g174	17	1742	-6.67906606734853	-6.67906606734853	0	0	0	TRUE
g175	15571	10737	0.536270650494471	0.536270650494471	0	0	0	TRUE
g176	10233	12322	-0.26800727998012	-0.26800727998012	0	0	0	TRUE
g177	4176	5288	-0.340600464937808	-0.340600464937808	0	0	0	TRUE
g184	1170	2764	-1.24024908591749	-1.24024908591749	0	0	0	TRUE
g186	531	1014	-0.933273886199188	-0.933273886199188	0	0	0	TRUE
g187	1335	1849	-0.469905482829279	-0.469905482829279	0	0	0	TRUE
g188	4947	7789	-0.65488421856602	-0.65488421856602	0	0	0	TRUE
g189	42	596	-3.8268510976834	-3.8268510976834	0	0	0	TRUE
g190	2844	5790	-1.02564188325718	-1.02564188325718	0	0	0	TRUE
g191	55	269	-2.29010264903196	-2.29010264903196	0	0	0	TRUE
g192	6840	12164	-0.830549491257537	-0.830549491257537	0	0	0	TRUE
g193	730	177	2.04414710368438	2.04414710368438	0	0	0	TRUE
g194	536	1226	-1.19365407323301	-1.19365407323301	0	0	0	TRUE
g195	3069	4590	-0.580725507834686	-0.580725507834686	0	0	0	TRUE
g197	4103	8679	-1.08084966975822	-1.08084966975822	0	0	0	TRUE
g200	15332	28122	-0.875153297399663	-0.875153297399663	0	0	0	TRUE
g202	19035	35024	-0.879689289731322	-0.879689289731322	0	0	0	TRUE
g204	6286	7261	-0.208025980724974	-0.208025980724974	0	0	0	TRUE
g205	961	475	1.01660891755544	1.01660891755544	0	0	0	TRUE
g212	5079	7700	-0.600313971852827	-0.600313971852827	0	0	0	TRUE
g215	15919	36373	-1.19211821091396	-1.19211821091396	0	0	0	TRUE
g216	6665	5382	0.308462484335919	0.308462484335919	0	0	0	TRUE
g221	3	910	-8.2447602343649	-8.2447602343649	0	0	0	TRUE
g224	2126	3285	-0.627751773678586	-0.627751773678586	0	0	0	TRUE
g228	11831	14464	-0.289894562098587	-0.289894562098587	0	0	0	TRUE
g229	15589	37994	-1.28524322132083	-1.28524322132083	0	0	0	TRUE
g230	124	634	-2.35414271975253	-2.35414271975253	0	0	0	TRUE
g231	201	10	4.32912359629157	4.32912359629157	0	0	0	TRUE
g234	93	284	-1.61058830839665	-1.61058830839665	0	0	0	TRUE
g235	1787	3176	-0.829671278101467	-0.829671278101467	0	0	0	TRUE
g237	260	82	1.66481580841037	1.66481580841037	0	0	0	TRUE
g238	2552	3558	-0.479438181502291	-0.479438181502291	0	0	0	TRUE
g240	29252	35598	-0.283260921493248	-0.283260921493248	0	0	0	TRUE
g244	21587	28119	-0.381382526242357	-0.381382526242357	0	0	0	TRUE
g245	43012	35398	0.281071366404943	0.281071366404943	0	0	0	TRUE
g247	3607	6388	-0.824564889623662	-0.824564889623662	0	0	0	TRUE
g249	382	2506	-2.71374187128611	-2.71374187128611	0	0	0	TRUE
g250	4963	2718	0.868666998529729	0.868666998529729	0	0	0	TRUE
g252	79699	113404	-0.508838000450691	-0.508838000450691	0	0	0	TRUE
g254	863	1559	-0.85318846351883	-0.85318846351883	0	0	0	TRUE
g257	4250	3466	0.294191186752256	0.294191186752256	0	0	0	TRUE
g258	4023	4962	-0.302649997266801	-0.302649997266801	0	0	0	TRUE
g259	487	789	-0.696103527931117	-0.696103527931117	0	0	0	TRUE
g260	421	66	2.67328230370794	2.67328230370794	0	0	0	TRUE
g261	5357	8267	-0.625938590735121	-0.625938590735121	0	0	0	TRUE
g262	2706	10925	-2.01339953529879	-2.01339953529879	0	0	0	TRUE
g263	2138	4080	-0.932307299138369	-0.932307299138369	0	0	0	TRUE
g264	100269	40835	1.29599750644224	1.29599750644224	0	0	0	TRUE
g265	271	765	-1.49716689622614	-1.49716689622614	0	0	0	TRUE
g271	37468	134994	-1.8491644106869	-1.8491644106869	0	0	0	TRUE
g272	3026	4834	-0.675805485548844	-0.675805485548844	0	0	0	TRUE
g273	8953	12550	-0.487244272786256	-0.487244272786256	0	0	0	TRUE
g274	433	1249	-1.52833454688123	-1.52833454688123	0	0	0	TRUE
g276	33410	44514	-0.413979163609916	-0.413979163609916	0	0	0	TRUE
g278	21	134	-2.67377176767901	-2.67377176767901	0	0	0	TRUE
g279	4455	6165	-0.468675462880917	-0.468675462880917	0	0	0	TRUE
g283	206	7	4.87914560512561	4.87914560512561	0	0	0	TRUE
g287	641	6	6.73921804589759	6.73921804589759	0	0	0	TRUE
g291	453	1198	-1.40304495274255	-1.40304495274255	0	0	0	TRUE
g292	1329	3817	-1.52209808193938	-1.52209808193938	0	0	0	TRUE
g294	1304	2360	-0.855842990018127	-0.855842990018127	0	0	0	TRUE
g295	8073	13575	-0.749775401217514	-0.749775401217514	0	0	0	TRUE
g296	0	78	NA	NA	0	0	0	TRUE
g297	5454	4409	0.306863223299516	0.306863223299516	0	0	0	TRUE
g298	10992	3734	1.5576600765919	1.5576600765919	0	0	0	TRUE
g299	0	158	NA	NA	0	0	0	TRUE
g300	1143	2218	-0.956433961947232	-0.956433961947232	0	0	0	TRUE
g302	1439	4734	-1.71799311399432	-1.71799311399432	0	0	0	TRUE
g303	5922	11631	-0.973818745294784	-0.973818745294784	0	0	0	TRUE
g304	11925	23326	-0.967949665397837	-0.967949665397837	0	0	0	TRUE
g305	3435	4406	-0.35915939599542	-0.35915939599542	0	0	0	TRUE
g307	40	186	-2.21723071622067	-2.21723071622067	0	0	0	TRUE
g308	1014	1730	-0.770714385520746	-0.770714385520746	0	0	0	TRUE
g309	42	234	-2.47804729680464	-2.47804729680464	0	0	0	TRUE
g312	1243	3037	-1.28882061211498	-1.28882061211498	0	0	0	TRUE
g313	110	417	-1.92254385992	-1.92254385992	0	0	0	TRUE
g314	1996	3057	-0.61500483154971	-0.61500483154971	0	0	0	TRUE
g317	3401	6003	-0.819724661919055	-0.819724661919055	0	0	0	TRUE
g319	27483	24636	0.157771461737809	0.157771461737809	0	0	0	TRUE
g320	67	243	-1.85872331314801	-1.85872331314801	0	0	0	TRUE
g321	2457	824	1.57618161517895	1.57618161517895	0	0	0	TRUE
g322	323	1374	-2.08877593412418	-2.08877593412418	0	0	0	TRUE
g324	6578	7623	-0.212709867939108	-0.212709867939108	0	0	0	TRUE
g325	2784	2076	0.423352767490847	0.423352767490847	0	0	0	TRUE
g326	323	814	-1.33349462957232	-1.33349462957232	0	0	0	TRUE
g327	4986	7180	-0.526100961218912	-0.526100961218912	0	0	0	TRUE
g328	6906	12879	-0.899098339315595	-0.899098339315595	0	0	0	TRUE
g329	7800	11721	-0.587549632267857	-0.587549632267857	0	0	0	TRUE
g334	18088	28661	-0.664056049797571	-0.664056049797571	0	0	0	TRUE
g336	21	126	-2.58496250072116	-2.58496250072116	0	0	0	TRUE
g337	708	138	2.35908109330483	2.35908109330483	0	0	0	TRUE
g340	158	908	-2.52276773911381	-2.52276773911381	0	0	0	TRUE
g342	1895	1183	0.679747774718665	0.679747774718665	0	0	0	TRUE
g343	3300	1956	0.754559654180945	0.754559654180945	0	0	0	TRUE
g344	17334	27041	-0.641543895003764	-0.641543895003764	0	0	0	TRUE
g345	1995	2723	-0.448808235934088	-0.448808235934088	0	0	0	TRUE
g347	1975	39734	-4.33044947765346	-4.33044947765346	0	0	0	TRUE
g350	465	1481	-1.67126901929345	-1.67126901929345	0	0	0	TRUE
g354	3515	9988	-1.50667113196831	-1.50667113196831	0	0	0	TRUE
g356	8	91	-3.5077946401987	-3.5077946401987	0	0	0	TRUE
g357	9572	14181	-0.567066968541306	-0.567066968541306	0	0	0	TRUE
g359	24665	29311	-0.248976901794689	-0.248976901794689	0	0	0	TRUE
g362	808	1326	-0.714653577360792	-0.714653577360792	0	0	0	TRUE
g364	0	73	NA	NA	0	0	0	TRUE
g365	267	1001	-1.90653032714844	-1.90653032714844	0	0	0	TRUE
g369	133	14	3.24792751344359	3.24792751344359	0	0	0	TRUE
g370	5	86	-4.10433665981474	-4.10433665981474	0	0	0	TRUE
g373	558	1086	-0.960687075975175	-0.960687075975175	0	0	0	TRUE
g374	106579	85298	0.321339382001668	0.321339382001668	0	0	0	TRUE
g375	227	3	6.24158598656976	6.24158598656976	0	0	0	TRUE
g377	26382	14024	0.911656037174264	0.911656037174264	0	0	0	TRUE
g379	6352	9144	-0.52561449107152	-0.52561449107152	0	0	0	TRUE
g380	409	998	-1.28693897239551	-1.28693897239551	0	0	0	TRUE
g382	336	679	-1.01495034146597	-1.01495034146597	0	0	0	TRUE
g383	3899	5291	-0.440436263009705	-0.440436263009705	0	0	0	TRUE
g386	26330	45913	-0.80219518084097	-0.80219518084097	0	0	0	TRUE
g388	672	1686	-1.32707139816332	-1.32707139816332	0	0	0	TRUE
g393	1710	4278	-1.32294015739178	-1.32294015739178	0	0	0	TRUE
g395	173	726	-2.06919751035903	-2.06919751035903	0	0	0	TRUE
g396	2052	3118	-0.603590197090732	-0.603590197090732	0	0	0	TRUE
g397	4807	2522	0.930568527809676	0.930568527809676	0	0	0	TRUE
g398	1149	3197	-1.47633994613441	-1.47633994613441	0	0	0	TRUE
g399	1420	2096	-0.561747787145405	-0.561747787145405	0	0	0	TRUE
g400	4147	3349	0.308337671199245	0.308337671199245	0	0	0	TRUE
g402	4903	7569	-0.626437945411771	-0.626437945411771	0	0	0	TRUE
g403	168	742	-2.14295795384204	-2.14295795384204	0	0	0	TRUE
g404	2779	4249	-0.612557509112724	-0.612557509112724	0	0	0	TRUE
g405	1716	3858	-1.16880359054956	-1.16880359054956	0	0	0	TRUE
g406	7183	5901	0.283627057184042	0.283627057184042	0	0	0	TRUE
g407	6794	2429	1.48389872824334	1.48389872824334	0	0	0	TRUE
g409	94	940	-3.32192809488736	-3.32192809488736	0	0	0	TRUE
g412	813301	969101	-0.252857643816828	-0.252857643816828	0	0	0	TRUE
g414	1018	2880	-1.50033125025398	-1.50033125025398	0	0	0	TRUE
g418	6379	8085	-0.34191749518161	-0.34191749518161	0	0	0	TRUE
g419	1586	3809	-1.26401951685936	-1.26401951685936	0	0	0	TRUE
g425	19268	22343	-0.21361608080085	-0.21361608080085	0	0	0	TRUE
g426	25769	49700	-0.947609299185812	-0.947609299185812	0	0	0	TRUE
g427	190	583	-1.61749646486955	-1.61749646486955	0	0	0	TRUE
g428	0	58	NA	NA	0	0	0	TRUE
g429	15897	18612	-0.227478558992754	-0.227478558992754	0	0	0	TRUE
g431	15250	9644	0.661105686622447	0.661105686622447	0	0	0	TRUE
g433	1394	2714	-0.961190159550432	-0.961190159550432	0	0	0	TRUE
