"","x"
"1","g1"
"2","g3"
"3","g5"
"4","g6"
"5","g7"
"6","g9"
"7","g12"
"8","g13"
"9","g15"
"10","g16"
"11","g18"
"12","g19"
"13","g23"
"14","g24"
"15","g28"
"16","g29"
"17","g30"
"18","g31"
"19","g34"
"20","g36"
"21","g38"
"22","g40"
"23","g49"
"24","g50"
"25","g55"
"26","g61"
"27","g63"
"28","g65"
"29","g66"
"30","g67"
"31","g69"
"32","g70"
"33","g77"
"34","g78"
"35","g80"
"36","g85"
"37","g88"
"38","g93"
"39","g94"
"40","g95"
"41","g96"
"42","g97"
"43","g99"
"44","g100"
"45","g101"
"46","g102"
"47","g108"
"48","g110"
"49","g113"
"50","g114"
"51","g116"
"52","g117"
"53","g118"
"54","g119"
"55","g121"
"56","g123"
"57","g125"
"58","g127"
"59","g128"
"60","g133"
"61","g134"
"62","g136"
"63","g137"
"64","g139"
"65","g142"
"66","g144"
"67","g151"
"68","g152"
"69","g153"
"70","g154"
"71","g157"
"72","g159"
"73","g160"
"74","g163"
"75","g164"
"76","g168"
"77","g172"
"78","g174"
"79","g175"
"80","g176"
"81","g178"
"82","g180"
"83","g181"
"84","g183"
"85","g186"
"86","g187"
"87","g188"
"88","g189"
"89","g191"
"90","g197"
"91","g199"
"92","g200"
"93","g201"
"94","g204"
"95","g205"
"96","g206"
"97","g207"
"98","g208"
"99","g212"
"100","g213"
"101","g214"
"102","g216"
"103","g221"
"104","g224"
"105","g226"
"106","g227"
"107","g228"
"108","g229"
"109","g231"
"110","g232"
"111","g235"
"112","g237"
"113","g238"
"114","g239"
"115","g247"
"116","g250"
"117","g252"
"118","g254"
"119","g255"
"120","g257"
"121","g258"
"122","g260"
"123","g264"
"124","g265"
"125","g266"
"126","g268"
"127","g269"
"128","g270"
"129","g272"
"130","g273"
"131","g274"
"132","g275"
"133","g277"
"134","g289"
"135","g291"
"136","g293"
"137","g295"
"138","g296"
"139","g299"
"140","g300"
"141","g302"
"142","g304"
"143","g306"
"144","g307"
"145","g308"
"146","g309"
"147","g310"
"148","g312"
"149","g313"
"150","g314"
"151","g316"
