"","X1_mean","X2_mean","M","D","prob","ranking"
"g247",580.525408276016,21994.5871956981,-5.24364550217615,21414.0617874221,0.955344363216622,-21414.0624294259
"g994",69994.9113440688,4722.69181931108,3.88956874123753,65272.2195247577,0.955228934205464,65272.2196406473
"g824",48262.134062908,3860.22201111112,3.64413598226325,44401.9120517969,0.946406310119277,44401.9122013369
"g634",3144.7463340427,39406.8348017425,-3.64743032114063,36262.0884676998,0.943616775682955,-36262.0886511386
"g380",3049.39433461572,34829.8521674192,-3.5137297188633,31780.4578328035,0.938095421315891,-31780.458027047
"g499",14622.5095591843,113526.740144701,-2.95676931332244,98904.2305855164,0.931716044632551,-98904.2306297131
"g527",32468.29062841,244684.291672928,-2.91381814818266,212216.001044518,0.931296652558676,-212216.001064522
"g1060",26147.9487840394,2402.05877016684,3.44435442208117,23745.8900138725,0.929526741054252,23745.8902636753
"g625",3655.15997803418,32152.445893268,-3.13692203393312,28497.2859152339,0.924828780300115,-28497.2860878868
"g1171",77982.0435313639,10875.6907118482,2.84203493227541,67106.3528195157,0.924763370527126,67106.3528796975
"g874",89875.8032245938,12746.3395132359,2.81784976485185,77129.4637113579,0.924732589457484,77129.4637628316
"g46",6007.17596389965,46298.0221388135,-2.94619173314043,40290.8461749138,0.924093882262409,-40290.8462826312
"g1164",224207.139123207,33587.0385307584,2.73885571707878,190620.100592448,0.923566756444786,190620.100612125
"g2886",78972.9564665855,11507.8114408395,2.77874521337981,67465.145025746,0.922096960369373,67465.1450829713
"g263",6963.50042874081,49013.9984913438,-2.81530923367606,42050.498062603,0.919376683339746,-42050.4981568464
"g10198",20497.875406229,2059.21362901903,3.31530897054181,18438.66177721,0.917991535205848,18438.6620752596
"g2086",11598.355459711,531.409968779105,4.44795115696096,11066.9454909319,0.91545979222778,11066.9463847769
"g167",19058.2471795864,115308.463487603,-2.59701106550101,96250.2163080169,0.915105809926895,-96250.216343053
"g100",43712.3479726031,250400.163010501,-2.51812272297733,206687.815037898,0.912154674874952,-206687.815053238
"g570",23281.7798600873,134739.211862155,-2.53289650599431,111457.432002068,0.91162754905733,-111457.432030848
