"","x"
"1","g247"
"2","g994"
"3","g824"
"4","g634"
"5","g380"
"6","g499"
"7","g527"
"8","g1060"
"9","g625"
"10","g1171"
"11","g874"
"12","g46"
"13","g1164"
"14","g2886"
"15","g263"
"16","g10198"
"17","g2086"
"18","g167"
"19","g100"
"20","g570"
"21","g242"
"22","g425"
"23","g109"
"24","g519"
"25","g126"
"26","g592"
"27","g566"
"28","g1295"
"29","g6"
"30","g290"
"31","g781"
"32","g149"
"33","g1066"
"34","g493"
"35","g105"
"36","g15"
"37","g131"
"38","g84"
"39","g823"
"40","g218"
"41","g511"
"42","g201"
"43","g50"
"44","g1048"
"45","g118"
"46","g636"
"47","g97"
"48","g1228"
"49","g272"
"50","g1054"
"51","g369"
"52","g331"
"53","g768"
"54","g171"
"55","g266"
"56","g430"
"57","g612"
"58","g11705"
"59","g602"
"60","g1291"
"61","g6645"
"62","g347"
"63","g936"
"64","g351"
"65","g639"
"66","g45"
"67","g162"
"68","g88"
"69","g489"
"70","g353"
"71","g667"
"72","g467"
"73","g987"
"74","g890"
"75","g1177"
"76","g1080"
"77","g507"
"78","g320"
"79","g1163"
"80","g1063"
"81","g1252"
"82","g502"
"83","g939"
"84","g644"
"85","g206"
"86","g203"
"87","g11"
"88","g1246"
"89","g250"
"90","g860"
"91","g549"
"92","g739"
"93","g5102"
"94","g8988"
"95","g123"
"96","g132"
"97","g1283"
"98","g117"
"99","g116"
"100","g1061"
"101","g191"
"102","g1046"
"103","g42"
"104","g11078"
"105","g853"
"106","g155"
"107","g12775"
"108","g423"
"109","g6767"
"110","g640"
"111","g198"
"112","g6026"
"113","g11287"
"114","g728"
"115","g7461"
"116","g650"
"117","g541"
"118","g2099"
"119","g384"
"120","g208"
"121","g1025"
"122","g454"
"123","g7092"
"124","g5569"
"125","g1064"
"126","g296"
"127","g22"
"128","g1294"
"129","g1091"
"130","g12929"
"131","g11313"
"132","g1206"
"133","g959"
"134","g388"
"135","g139"
"136","g157"
"137","g1202"
"138","g6150"
"139","g889"
"140","g246"
"141","g1154"
"142","g1197"
"143","g718"
"144","g692"
"145","g382"
"146","g271"
"147","g312"
"148","g92"
"149","g82"
"150","g585"
"151","g8517"
"152","g572"
"153","g631"
"154","g582"
"155","g1123"
"156","g28"
"157","g417"
"158","g277"
"159","g1022"
"160","g559"
"161","g301"
"162","g800"
"163","g487"
"164","g2394"
"165","g470"
"166","g305"
"167","g7216"
"168","g239"
"169","g55"
"170","g10279"
"171","g733"
"172","g279"
"173","g24"
"174","g175"
"175","g174"
"176","g1194"
"177","g306"
"178","g842"
"179","g142"
"180","g665"
"181","g16"
"182","g1009"
"183","g509"
"184","g637"
"185","g11885"
"186","g1112"
"187","g647"
"188","g136"
"189","g1250"
"190","g1255"
"191","g7912"
"192","g719"
"193","g1254"
"194","g12704"
"195","g40"
"196","g3954"
"197","g534"
"198","g8262"
"199","g478"
"200","g816"
"201","g698"
"202","g452"
"203","g1932"
"204","g3749"
"205","g59"
"206","g7796"
"207","g1131"
"208","g68"
"209","g836"
"210","g513"
"211","g811"
"212","g1224"
"213","g496"
"214","g1193"
"215","g790"
"216","g1017"
"217","g3774"
"218","g957"
"219","g205"
"220","g93"
"221","g265"
"222","g276"
"223","g1299"
"224","g492"
"225","g363"
"226","g3238"
"227","g6346"
"228","g8007"
"229","g858"
"230","g888"
"231","g480"
"232","g176"
"233","g278"
"234","g915"
"235","g3038"
"236","g581"
"237","g333"
"238","g336"
"239","g143"
"240","g98"
"241","g83"
"242","g1173"
"243","g532"
"244","g1198"
"245","g1044"
"246","g12691"
"247","g444"
"248","g318"
"249","g300"
"250","g450"
"251","g18"
"252","g5103"
"253","g1132"
"254","g2739"
"255","g1052"
"256","g622"
"257","g544"
"258","g6527"
"259","g479"
"260","g1860"
