"","GeneNames","value1","value2","log2.Fold_change.","log2.Fold_change..normalized","p.value","q.value.Benjamini.et.al..1995.","q.value.Storey.et.al..2003.","Signature.q.value.Benjamini.et.al..1995....0.05."
"1","g1",5644,4610,0.291951237280564,0.291951237280564,0,0,0,TRUE
"2","g3",2801,2051,0.449614491594653,0.449614491594653,0,0,0,TRUE
"3","g6",844,326,1.37237103447611,1.37237103447611,0,0,0,TRUE
"4","g7",6626,4253,0.63965734845525,0.63965734845525,0,0,0,TRUE
"5","g8",43474,28684,0.599906619968403,0.599906619968403,0,0,0,TRUE
"6","g9",504,165,1.6109577092541,1.6109577092541,0,0,0,TRUE
"7","g11",983,1459,-0.569716561577311,-0.569716561577311,0,0,0,TRUE
"8","g12",1315,756,0.798604659958592,0.798604659958592,0,0,0,TRUE
"9","g13",7028,5783,0.281296089224886,0.281296089224886,0,0,0,TRUE
"10","g14",5422,2320,1.22470030782278,1.22470030782278,0,0,0,TRUE
"11","g15",6938,2766,1.32671868413589,1.32671868413589,0,0,0,TRUE
"12","g17",4596,2435,0.916457025676408,0.916457025676408,0,0,0,TRUE
"13","g18",1409,515,1.45202727423906,1.45202727423906,0,0,0,TRUE
"14","g20",11237,4908,1.19504976909513,1.19504976909513,0,0,0,TRUE
"15","g22",1645,741,1.15054213631677,1.15054213631677,0,0,0,TRUE
"16","g23",3981,5310,-0.415580989600167,-0.415580989600167,0,0,0,TRUE
"17","g25",20362,16225,0.327660794798845,0.327660794798845,0,0,0,TRUE
"18","g26",2071,406,2.35077592103534,2.35077592103534,0,0,0,TRUE
"19","g29",32,146,-2.18982455888002,-2.18982455888002,0,0,0,TRUE
"20","g34",643,180,1.83682183099827,1.83682183099827,0,0,0,TRUE
"21","g36",4134,1432,1.52950689616119,1.52950689616119,0,0,0,TRUE
"22","g37",95,7,3.76250068627334,3.76250068627334,0,0,0,TRUE
"23","g38",8001,2868,1.48013530157018,1.48013530157018,0,0,0,TRUE
"24","g40",14207,12314,0.206302468525376,0.206302468525376,0,0,0,TRUE
"25","g41",829,433,0.937005076769026,0.937005076769026,0,0,0,TRUE
"26","g48",5195,3414,0.605660690763836,0.605660690763836,0,0,0,TRUE
"27","g49",11051,9261,0.254937035559696,0.254937035559696,0,0,0,TRUE
"28","g52",17813,10083,0.821005561819572,0.821005561819572,0,0,0,TRUE
"29","g55",6465,14520,-1.1673191781855,-1.1673191781855,0,0,0,TRUE
"30","g56",10555,5114,1.04540251299287,1.04540251299287,0,0,0,TRUE
"31","g59",72,633,-3.13613668798603,-3.13613668798603,0,0,0,TRUE
"32","g61",12651,6498,0.961183778670808,0.961183778670808,0,0,0,TRUE
"33","g62",404,9,5.48828648130948,5.48828648130948,0,0,0,TRUE
"34","g63",10075,11914,-0.241878025440874,-0.241878025440874,0,0,0,TRUE
"35","g65",7516,9023,-0.263642118999201,-0.263642118999201,0,0,0,TRUE
"36","g67",1616,481,1.74831839898175,1.74831839898175,0,0,0,TRUE
"37","g70",1406,2106,-0.582908841953182,-0.582908841953182,0,0,0,TRUE
"38","g74",20486,15728,0.381303091207878,0.381303091207878,0,0,0,TRUE
"39","g76",4523,3215,0.492461258416101,0.492461258416101,0,0,0,TRUE
"40","g77",4702,2496,0.913656604790773,0.913656604790773,0,0,0,TRUE
"41","g78",3759,8583,-1.19113308300132,-1.19113308300132,0,0,0,TRUE
"42","g79",4633,2423,0.935152277581926,0.935152277581926,0,0,0,TRUE
"43","g83",90984,113229,-0.315558738400082,-0.315558738400082,0,0,0,TRUE
"44","g84",12096,14231,-0.234506997681265,-0.234506997681265,0,0,0,TRUE
"45","g85",13223,4507,1.55281017373062,1.55281017373062,0,0,0,TRUE
"46","g87",1098,369,1.5731853329448,1.5731853329448,0,0,0,TRUE
"47","g93",287,117,1.29454220709228,1.29454220709228,0,0,0,TRUE
"48","g94",1313,507,1.37280926388955,1.37280926388955,0,0,0,TRUE
"49","g95",4555,1094,2.05783831589686,2.05783831589686,0,0,0,TRUE
"50","g96",2235,157,3.83143836717905,3.83143836717905,0,0,0,TRUE
"51","g97",52220,31410,0.733378514660878,0.733378514660878,0,0,0,TRUE
"52","g100",9196,6115,0.588653967303431,0.588653967303431,0,0,0,TRUE
"53","g101",36960,20396,0.857678513674861,0.857678513674861,0,0,0,TRUE
"54","g103",4157,2531,0.715835240513687,0.715835240513687,0,0,0,TRUE
"55","g105",4396,3391,0.374480601923802,0.374480601923802,0,0,0,TRUE
"56","g106",2026,705,1.52293901151498,1.52293901151498,0,0,0,TRUE
"57","g114",1241,596,1.05811887966819,1.05811887966819,0,0,0,TRUE
"58","g116",828,130,2.67111914447087,2.67111914447087,0,0,0,TRUE
"59","g117",74831,43135,0.794777098643921,0.794777098643921,0,0,0,TRUE
"60","g118",3515,2147,0.711202498101125,0.711202498101125,0,0,0,TRUE
"61","g119",201,539,-1.42308977157358,-1.42308977157358,0,0,0,TRUE
"62","g121",15510,2057,2.91458498739852,2.91458498739852,0,0,0,TRUE
"63","g122",2242,2943,-0.392501264134969,-0.392501264134969,0,0,0,TRUE
"64","g125",28078,14426,0.960768847000576,0.960768847000576,0,0,0,TRUE
"65","g127",32482,26158,0.312388226856134,0.312388226856134,0,0,0,TRUE
"66","g129",6898,9242,-0.422026960705681,-0.422026960705681,0,0,0,TRUE
"67","g132",1369,460,1.57341668031352,1.57341668031352,0,0,0,TRUE
"68","g133",5598,3197,0.808192742792395,0.808192742792395,0,0,0,TRUE
"69","g134",89,6,3.89077093024524,3.89077093024524,0,0,0,TRUE
"70","g135",41,227,-2.46899648267283,-2.46899648267283,0,0,0,TRUE
"71","g137",26079,37869,-0.538128774284957,-0.538128774284957,0,0,0,TRUE
"72","g140",461,188,1.2940340887517,1.2940340887517,0,0,0,TRUE
"73","g141",42908,30451,0.494757050182313,0.494757050182313,0,0,0,TRUE
"74","g142",3746,169,4.47025574796086,4.47025574796086,0,0,0,TRUE
"75","g146",4556,3672,0.311201688294304,0.311201688294304,0,0,0,TRUE
"76","g148",1663,387,2.10338269714286,2.10338269714286,0,0,0,TRUE
"77","g150",3035,1708,0.829388541522555,0.829388541522555,0,0,0,TRUE
"78","g152",12348,9848,0.326374721130668,0.326374721130668,0,0,0,TRUE
"79","g154",107,7,3.93411206434354,3.93411206434354,0,0,0,TRUE
"80","g158",4573,3380,0.436117672637417,0.436117672637417,0,0,0,TRUE
"81","g160",19197,9841,0.964004043656061,0.964004043656061,0,0,0,TRUE
"82","g161",848,4449,-2.39134492861259,-2.39134492861259,0,0,0,TRUE
"83","g164",1625,4044,-1.31534327909984,-1.31534327909984,0,0,0,TRUE
"84","g165",4659,1912,1.28493780712771,1.28493780712771,0,0,0,TRUE
"85","g166",3741,1676,1.15840181685147,1.15840181685147,0,0,0,TRUE
"86","g168",12894,9500,0.440700470043268,0.440700470043268,0,0,0,TRUE
"87","g169",57947,27156,1.09346298231763,1.09346298231763,0,0,0,TRUE
"88","g170",4273,2498,0.774475840073155,0.774475840073155,0,0,0,TRUE
"89","g173",63,0,NA,NA,0,0,0,TRUE
"90","g175",10845,6891,0.654244790460556,0.654244790460556,0,0,0,TRUE
"91","g176",2999,171,4.13241329198284,4.13241329198284,0,0,0,TRUE
"92","g180",6079,4596,0.403455220800527,0.403455220800527,0,0,0,TRUE
"93","g181",145,25,2.53605290024021,2.53605290024021,0,0,0,TRUE
"94","g182",30774,15562,0.983684492360826,0.983684492360826,0,0,0,TRUE
"95","g183",1265,53,4.57700121501847,4.57700121501847,0,0,0,TRUE
"96","g185",365,139,1.39281158104387,1.39281158104387,0,0,0,TRUE
"97","g186",31966,16916,0.918149761241336,0.918149761241336,0,0,0,TRUE
"98","g189",3776,3027,0.318970089534327,0.318970089534327,0,0,0,TRUE
"99","g191",10,163,-4.02680005934372,-4.02680005934372,0,0,0,TRUE
"100","g192",2507,1371,0.870733425054713,0.870733425054713,0,0,0,TRUE
"101","g194",1510,3097,-1.03632283346222,-1.03632283346222,0,0,0,TRUE
"102","g195",473,209,1.17833724125851,1.17833724125851,0,0,0,TRUE
"103","g196",35431,21472,0.722555607819929,0.722555607819929,0,0,0,TRUE
"104","g197",899,507,0.826335368511106,0.826335368511106,0,0,0,TRUE
"105","g199",1622,442,1.87565554482584,1.87565554482584,0,0,0,TRUE
"106","g200",6851,12919,-0.915107911778552,-0.915107911778552,0,0,0,TRUE
"107","g201",23,261,-3.50434404051287,-3.50434404051287,0,0,0,TRUE
"108","g202",2622,1620,0.694673872449767,0.694673872449767,0,0,0,TRUE
"109","g203",4074,5282,-0.374638321201205,-0.374638321201205,0,0,0,TRUE
"110","g204",698,1133,-0.698848919610862,-0.698848919610862,0,0,0,TRUE
"111","g206",5442,3099,0.812334201663463,0.812334201663463,0,0,0,TRUE
"112","g207",2377,1292,0.879535833248511,0.879535833248511,0,0,0,TRUE
"113","g208",2875,3807,-0.405092613843163,-0.405092613843163,0,0,0,TRUE
"114","g209",651,1251,-0.942352341000186,-0.942352341000186,0,0,0,TRUE
"115","g210",4365,1738,1.3285535717024,1.3285535717024,0,0,0,TRUE
"116","g211",425,169,1.33043959474288,1.33043959474288,0,0,0,TRUE
"117","g213",104,413,-1.98955825327835,-1.98955825327835,0,0,0,TRUE
"118","g214",28547,37352,-0.387846352746779,-0.387846352746779,0,0,0,TRUE
"119","g218",9809,12817,-0.385880647959119,-0.385880647959119,0,0,0,TRUE
"120","g219",9636,6243,0.626194927781979,0.626194927781979,0,0,0,TRUE
"121","g220",4275,1688,1.34060951595344,1.34060951595344,0,0,0,TRUE
"122","g221",791,290,1.44762479445786,1.44762479445786,0,0,0,TRUE
"123","g224",6445,2518,1.35590207553,1.35590207553,0,0,0,TRUE
"124","g225",7401,5977,0.308298673595674,0.308298673595674,0,0,0,TRUE
"125","g226",7577,3720,1.02632412655779,1.02632412655779,0,0,0,TRUE
"126","g229",11416,1204,3.24514994271606,3.24514994271606,0,0,0,TRUE
"127","g230",1953,1224,0.67408839119414,0.67408839119414,0,0,0,TRUE
"128","g231",25582,11546,1.14773592802583,1.14773592802583,0,0,0,TRUE
"129","g235",3492,2483,0.4919692974526,0.4919692974526,0,0,0,TRUE
"130","g236",5785,4514,0.357910540803017,0.357910540803017,0,0,0,TRUE
"131","g237",17154,8853,0.954306699199092,0.954306699199092,0,0,0,TRUE
"132","g239",17560,9255,0.923987949664783,0.923987949664783,0,0,0,TRUE
"133","g241",23056,15031,0.617201246870078,0.617201246870078,0,0,0,TRUE
"134","g242",24,11342,-8.88442494024319,-8.88442494024319,0,0,0,TRUE
"135","g243",24770,16830,0.557558691916414,0.557558691916414,0,0,0,TRUE
"136","g246",5493,2625,1.06527686907765,1.06527686907765,0,0,0,TRUE
"137","g247",9491,6717,0.498743072985391,0.498743072985391,0,0,0,TRUE
"138","g248",11715,3934,1.57428809147197,1.57428809147197,0,0,0,TRUE
"139","g249",8730,12507,-0.518682219012742,-0.518682219012742,0,0,0,TRUE
"140","g255",5738,2154,1.41352971822446,1.41352971822446,0,0,0,TRUE
"141","g257",10732,7438,0.528932306648533,0.528932306648533,0,0,0,TRUE
"142","g258",2587,751,1.78439524117047,1.78439524117047,0,0,0,TRUE
"143","g260",13489,9497,0.506239640105383,0.506239640105383,0,0,0,TRUE
"144","g262",14266,11271,0.339965356860491,0.339965356860491,0,0,0,TRUE
"145","g263",19473,9824,0.987092696188906,0.987092696188906,0,0,0,TRUE
"146","g264",17385,44883,-1.36832604249244,-1.36832604249244,0,0,0,TRUE
"147","g265",88898,55548,0.678415993645002,0.678415993645002,0,0,0,TRUE
"148","g266",728,309,1.23633161229432,1.23633161229432,0,0,0,TRUE
"149","g267",40524,28368,0.514512143829943,0.514512143829943,0,0,0,TRUE
"150","g273",5243,2447,1.09937844443697,1.09937844443697,0,0,0,TRUE
"151","g277",94588,44109,1.10058411294051,1.10058411294051,0,0,0,TRUE
"152","g278",93816,71476,0.392375091135246,0.392375091135246,0,0,0,TRUE
"153","g280",7054,3553,0.98940388709503,0.98940388709503,0,0,0,TRUE
"154","g282",18434,9376,0.97532468095836,0.97532468095836,0,0,0,TRUE
"155","g283",38821,19562,0.988783403698889,0.988783403698889,0,0,0,TRUE
"156","g284",2630,678,1.95570562104332,1.95570562104332,0,0,0,TRUE
"157","g285",13,232,-4.15754127698648,-4.15754127698648,0,0,0,TRUE
"158","g289",4121,6207,-0.590901682300666,-0.590901682300666,0,0,0,TRUE
"159","g290",4706,3186,0.562755053698988,0.562755053698988,0,0,0,TRUE
"160","g293",12218,3513,1.79823266385787,1.79823266385787,0,0,0,TRUE
"161","g298",718,358,1.00402425655879,1.00402425655879,0,0,0,TRUE
"162","g299",2088,716,1.54409021930563,1.54409021930563,0,0,0,TRUE
"163","g300",33,2397,-6.18262007429068,-6.18262007429068,0,0,0,TRUE
"164","g301",18,130,-2.85244281158614,-2.85244281158614,0,0,0,TRUE
"165","g302",7541,6325,0.253690369864698,0.253690369864698,0,0,0,TRUE
"166","g303",3111,153,4.34577483684173,4.34577483684173,0,0,0,TRUE
"167","g305",6001,3672,0.708636871107712,0.708636871107712,0,0,0,TRUE
"168","g306",821,312,1.39583619291556,1.39583619291556,0,0,0,TRUE
"169","g307",13642,35149,-1.36542847704113,-1.36542847704113,0,0,0,TRUE
"170","g309",30994,21064,0.557209530678792,0.557209530678792,0,0,0,TRUE
"171","g310",19063,10828,0.816008385582503,0.816008385582503,0,0,0,TRUE
"172","g312",7022,5814,0.272350924744519,0.272350924744519,0,0,0,TRUE
"173","g318",53723,38408,0.484133028888451,0.484133028888451,0,0,0,TRUE
"174","g319",5492,2898,0.92227403059017,0.92227403059017,0,0,0,TRUE
"175","g320",16602,14141,0.231472903889753,0.231472903889753,0,0,0,TRUE
"176","g321",5,85,-4.08746284125034,-4.08746284125034,0,0,0,TRUE
"177","g324",27282,18407,0.567694896634313,0.567694896634313,0,0,0,TRUE
