"","GeneNames","value1","value2","log2.Fold_change.","log2.Fold_change..normalized","p.value","q.value.Benjamini.et.al..1995.","q.value.Storey.et.al..2003.","Signature.q.value.Benjamini.et.al..1995....0.05."
"1","g3",3080,2119,0.539546763210094,0.539546763210094,0,0,0,TRUE
"2","g4",31427,19172,0.713003714954707,0.713003714954707,0,0,0,TRUE
"3","g5",77,0,NA,NA,0,0,0,TRUE
"4","g6",12766,6945,0.87825995358703,0.87825995358703,0,0,0,TRUE
"5","g7",28941,14175,1.02976603708623,1.02976603708623,0,0,0,TRUE
"6","g8",16738,6751,1.30995402854765,1.30995402854765,0,0,0,TRUE
"7","g9",2332,1295,0.84861569062658,0.84861569062658,0,0,0,TRUE
"8","g10",304,119,1.35310975013564,1.35310975013564,0,0,0,TRUE
"9","g11",8170,2687,1.60433975701988,1.60433975701988,0,0,0,TRUE
"10","g12",2828,1440,0.973713308479725,0.973713308479725,0,0,0,TRUE
"11","g13",7344,9980,-0.442473756810816,-0.442473756810816,0,0,0,TRUE
"12","g14",2859,986,1.53585106825319,1.53585106825319,0,0,0,TRUE
"13","g15",2756,1134,1.28115524776206,1.28115524776206,0,0,0,TRUE
"14","g16",7696,4129,0.898316380593865,0.898316380593865,0,0,0,TRUE
"15","g17",6985,5891,0.2457475626342,0.2457475626342,0,0,0,TRUE
"16","g18",1211,541,1.16249836586751,1.16249836586751,0,0,0,TRUE
"17","g19",27234,15562,0.807381409321403,0.807381409321403,0,0,0,TRUE
"18","g21",10454,5197,1.00830410029199,1.00830410029199,0,0,0,TRUE
"19","g22",16042,10346,0.632780921086756,0.632780921086756,0,0,0,TRUE
"20","g26",23386,6239,1.90625840607485,1.90625840607485,0,0,0,TRUE
"21","g28",6099,3522,0.79217780673468,0.79217780673468,0,0,0,TRUE
"22","g29",1381,94,3.87690875258041,3.87690875258041,0,0,0,TRUE
"23","g30",1893,154,3.6196721550088,3.6196721550088,0,0,0,TRUE
"24","g31",7705,4168,0.88643967912364,0.88643967912364,0,0,0,TRUE
"25","g32",7267,3172,1.1959671352803,1.1959671352803,0,0,0,TRUE
"26","g33",13092,3002,2.12468962542407,2.12468962542407,0,0,0,TRUE
"27","g35",1714,901,0.927768098298962,0.927768098298962,0,0,0,TRUE
"28","g36",45,285,-2.66296501272243,-2.66296501272243,0,0,0,TRUE
"29","g37",3125,813,1.94252893236179,1.94252893236179,0,0,0,TRUE
"30","g38",2207,1023,1.10928048453428,1.10928048453428,0,0,0,TRUE
"31","g39",533,282,0.918440370360383,0.918440370360383,0,0,0,TRUE
"32","g40",7562,5328,0.505173766915973,0.505173766915973,0,0,0,TRUE
"33","g41",11553,4340,1.4125005811863,1.4125005811863,0,0,0,TRUE
"34","g42",613,2244,-1.87211369691801,-1.87211369691801,0,0,0,TRUE
