"","X1_mean","X2_mean","M","D","prob","ranking"
"g10380",74.7742584830916,39234.4123253069,-9.03536217695849,39159.6380668238,0.987005693183567,-39159.6391091951
"g4890",5645.95501052997,84582.8355111062,-3.90507538742464,78936.8805005763,0.957439606093245,-78936.88059717
"g183",2341.92977569043,43098.057849389,-4.2018531364107,40756.1280736986,0.956470226188644,-40756.1282902988
"g3462",4891.2334949073,63078.4527110084,-3.68887702985222,58187.2192161011,0.950673180489306,-58187.2193330324
"g3",56494.4447592585,580124.720022832,-3.36018218034308,523630.275263574,0.947453454377597,-523630.275274355
"g34",1005397.73073173,8379115.43772195,-3.05903161238876,7373717.70699022,0.938417448838283,-7373717.70699085
"g868",87358.2676907394,11536.7592525112,2.92070622910894,75821.5084382282,0.929508385905524,75821.5084944822
"g162",60265.0613670325,424673.937163228,-2.81696182316204,364408.875796195,0.92820818587475,-364408.875807083
"g3661",8887.16986824371,67004.3018244162,-2.91445775371921,58117.1319561725,0.927334974611479,-58117.1320292496
"g1274",84352.3424997191,12065.4897617793,2.80554165476204,72286.8527379398,0.924357593475919,72286.8527923831
"g76",10878.1591241202,76519.4444238436,-2.81439196430561,65641.2852997235,0.923788275119249,-65641.2853600575
"g1012",236052.364129989,35946.6516443364,2.71517763400569,200105.712485653,0.923180489306047,200105.712504073
"g11509",20891.9278201758,1854.06827538401,3.49417934767355,19037.8595447918,0.92302661947992,19037.8598654499
"g1041",92663.2520825864,13795.150858512,2.74783608212535,78868.1012240745,0.922253423603631,78868.101271943
"g1257",57555.2422396053,8071.41735685301,2.83405339675253,49483.8248827523,0.922011078627481,49483.8249639087
"g748",45188.576876615,6295.60520997547,2.84354114386501,38892.9716666396,0.919410678565933,38892.971770588
"g421",186153.008968939,1118325.22412387,-2.5867789633107,932172.215154934,0.917756577935067,-932172.215158523
"g889",62774.4854817251,9852.24592222455,2.67165375423353,52922.2395595005,0.91546007078012,52922.2396269366
"g1084",50687.9743405181,7872.76718449044,2.68670078998629,42815.2071560277,0.913979073703647,42815.2072403244
"g383",8151.39116477009,51609.9167500156,-2.66253009910455,43458.5255852455,0.912832743499,-43458.5256668068
"g1069",333243.945306312,60047.5326569309,2.47240179112991,273196.412649381,0.910890136944145,273196.412660568
"g151",11031.6956015388,65438.175970588,-2.56847798091918,54406.4803690492,0.910870903215879,-54406.4804296769
"g556",123531.06297452,670777.421911684,-2.44096026339335,547246.358937164,0.909174488382828,-547246.358942608
"g51",12823.2868347937,72541.4245580982,-2.50003897946061,59718.1377233045,0.908070472380366,-59718.1377756353
"g759",133635.557770868,25148.3091941426,2.40977062028329,108487.248576726,0.905516233266656,108487.248603489
"g459",19289.7647084114,103118.501846452,-2.41839575783608,83828.7371380409,0.905204646868749,-83828.7371729254
"g83",16657.7108098066,88233.7848910426,-2.40514102077058,71576.074081236,0.903800584705339,-71576.0741216455
"g1175",51781.6724945975,9253.28555404043,2.48440394568619,42528.3869405571,0.903338975226958,42528.3870131235
"g356",190178.855045669,963118.239203077,-2.34035607469633,772939.384157408,0.902892752731189,-772939.384160951
"g344",25061.340473193,128220.65999045,-2.35509325157726,103159.319517257,0.902273426681028,-103159.31954414
"g5885",19822.157428811,2679.77075949713,2.88693249693199,17142.3866693139,0.899899984613017,17142.3869124066
"g1220",184350.45084444,37523.8136188514,2.29657258032056,146826.637225589,0.899107555008463,146826.63724355
"g234",19106.3185275996,95273.8266055283,-2.31803011332628,76167.5080779288,0.89843822126481,-76167.5081132014
"g90",830.492764218871,11180.5935394369,-3.75088536916408,10350.100775218,0.898095860901677,-10350.10145488
"g12375",11632.8806397428,59936.168166364,-2.36521845822835,48303.2875266212,0.897938144329897,-48303.2875845288
"g300",13813.2980171098,69465.3567375747,-2.33023585291131,55652.0587204649,0.896941837205724,-55652.0587692502
"g448",737.772683699837,10636.8137746868,-3.84974587668484,9899.041090987,0.896941837205724,-9899.04183957176
"g1166",27908.7442362291,4674.29875271326,2.5778953608309,23234.4454835159,0.896422526542545,23234.4456265265
"g176",21366.4951140151,104011.424338385,-2.28331982104631,82644.9292243699,0.895826280966302,-82644.9292559118
"g225",2510.42110480566,18177.4940548742,-2.85615203249112,15667.0729500685,0.894614556085552,-15667.0732104108
"g945",136595.621416686,28777.1863327054,2.24691379298035,107818.43508398,0.894610709339898,107818.435107393
"g1023",144321.297803159,30777.7340281143,2.22932529305421,113543.563775044,0.893360517002616,113543.56379693
"g1158",21139.1813682266,3250.63918411482,2.70112417515261,17888.5421841117,0.893129712263425,17888.5423880432
"g228",9647.87332454503,48590.032816625,-2.33237753676275,38942.1594920799,0.892787351900292,-38942.1595619269
"g708",21932.7854982604,3459.3221934654,2.66452775374416,18473.463304795,0.892629635328512,18473.4634969547
"g804",189681.356979228,41387.4591429335,2.19631230247153,148293.897836295,0.891794891521773,148293.897852559
"g901",22353.515325992,3605.80161349033,2.63210979939397,18747.7137125016,0.891725650100015,18747.7138972709
"g7193",65.8013474651206,6463.15358767521,-6.61797733795274,6397.35224021009,0.889763809816895,-6397.35566331473
"g1123",28770.1436939543,5337.46927762063,2.43034466096701,23432.6744163337,0.888325126942607,23432.6745423666
"g11340",12318.8098375611,1353.42970968238,3.18617101075099,10965.3801278787,0.887613478996769,10965.3805907758
"g878",76887.8775228803,16966.5306304215,2.18006456632658,59921.3468924588,0.88676719495307,59921.3469321165
"g135",94951.344392169,412356.62319305,-2.11863224766164,317405.278800881,0.885901677181105,-317405.278807951
"g863",42713.0504257681,8918.18879864094,2.25985428716432,33794.8616271272,0.885486228650562,33794.8617026852
"g542",49540.438720331,215680.913149717,-2.12221995975117,166140.474429386,0.885374673026619,-166140.474442941
"g463",10565.1042286043,49323.4332004484,-2.22296622322288,38758.3289718441,0.884813048161256,-38758.3290355927
"g1078",210594.221591779,48754.5713432283,2.11085645059527,161839.650248551,0.884520695491614,161839.650262317
"g28",34416.0987044843,148072.634538623,-2.1051495666492,113656.535834139,0.883816741037083,-113656.535853634
"g711",71693.5590335882,16185.9759127545,2.14709915905782,55507.5831208338,0.883570549315279,55507.58316236
"g1",231543.974838515,975082.397311277,-2.07423791976713,743538.422472762,0.881927988921372,-743538.422475655
"g1086",87041.2248347711,20167.0056295963,2.10970196778609,66874.2192051748,0.881624096014772,66874.2192384525
"g335",24469.1283460069,104627.440529449,-2.09622666043594,80158.3121834419,0.881604862286506,-80158.3122108512
"g321",37697.1931667224,158982.341479384,-2.07633751772702,121285.148312661,0.881485613171257,-121285.148330434
"g5382",1718.810954998,13136.9967520986,-2.9341527164278,11418.1857971006,0.88116248653639,-11418.186174098
"g3588",27709.3462136075,117307.943198593,-2.08185612821322,89598.5969849855,0.880512386521003,-89598.5970091718
"g3384",37475.8613616124,8017.24003711776,2.22478406363481,29458.6213244946,0.880070010770888,29458.6214085051
"g6009",924.209834851012,9868.29846140537,-3.41650900289893,8944.08862655436,0.879869979996923,-8944.08927908218
"g165",61208.2140140326,250890.151275435,-2.03525866100942,189681.937261402,0.878742883520542,-189681.937272321
"g1053",27357.4087036805,5536.11944998321,2.30498460777852,21821.2892536972,0.878027388829051,21821.2893754351
"g12867",1399.77411880347,11534.7526851136,-3.04272112801651,10134.9785663101,0.877846591783351,-10134.9790230527
"g825",45733.930468485,10375.9600129986,2.14002008782876,35357.9704554864,0.877258039698415,35357.9705202482
"g227",484116.465142702,1946113.5350468,-2.00716981127831,1461997.06990409,0.876761809509155,-1461997.06990547
"g816",173056.546843154,42819.1449811224,2.01491562745889,130237.401862032,0.875511617171873,130237.401877618
"g252",6556.20698379747,30345.3187539311,-2.21054066797722,23789.1117701337,0.874230650869364,-23789.111872838
"g11548",8300.93968173628,659.157390112172,3.65457977088951,7641.7822916241,0.872995845514695,7641.7831655009
"g998",29022.3821925706,6295.60520997547,2.20474896335625,22726.7769825952,0.872141867979689,22726.7770895377
"g283",34848.7924135731,137406.725536671,-1.97927205076749,102557.933123098,0.871922603477458,-102557.933142197
"g1156",86829.8629307922,21773.2628313765,1.99563368767911,65056.6000994157,0.871857208801354,65056.6001300241
"g933",53601.1794510194,12968.4450907001,2.04725923474935,40632.7343603193,0.871734112940452,40632.7344118944
"g525",12121.4057951657,50418.0157158402,-2.056382312799,38296.6099206745,0.871714879212186,-38296.6099758844
"g4602",35420.0677483839,8097.50273302183,2.12901801648921,27322.5650153621,0.871287890444684,27322.5650983104
"g2245",15854.1367786416,64123.8743251589,-2.01600226672888,48269.7375465172,0.871030158485921,-48269.7375886167
"g1213",54899.2605782859,13484.1329118837,2.02552396511356,41415.1276664022,0.870226188644407,41415.1277159341
"g253",31828.9093609693,123404.898236206,-1.95499003163255,91575.9888752366,0.868468225880905,-91575.9888961044
"g1263",17297.7784624219,3261.67530480163,2.40690168973425,14036.1031576202,0.867668102785044,14036.1033639872
"g930",22854.0043627721,4858.90295329262,2.2337444461865,17995.1014094795,0.866594860747807,17995.1015481176
"g545",54268.1658366886,204380.928850123,-1.91308252790091,150112.763013434,0.86586013232805,-150112.763025625
"g88",7566.15796837576,32285.669427412,-2.0932611381571,24719.5114590363,0.865563932912756,-24719.5115476655
"g702",123821.187097434,32737.1470918724,1.91925768840799,91084.0400055618,0.865502384982305,91084.0400257824
"g465",37324.31886442,140299.192440314,-1.91031886704143,102974.873575894,0.865013848284351,-102974.873593613
"g9301",13194.1671568698,51763.4191559321,-1.97203262791829,38569.2519990623,0.863532851207878,-38569.252049477
"g484",101175.553668302,371512.943814866,-1.87655173235004,270337.390146565,0.863248192029543,-270337.390153078
"g650",97672.1304108405,358309.730338647,-1.87518835219743,260637.599927806,0.863240498538237,-260637.599934552
"g1076",293847.880986853,79936.6287019594,1.87814086069769,213911.252284894,0.863082781966456,213911.252293139
"g221",177336.625398726,648688.124715185,-1.87103450084369,471351.499316459,0.862509616864133,-471351.499320172
"g1089",19225.9573411725,3984.03956793826,2.2707515569434,15241.9177732343,0.862413448222804,15241.9179423833
"g706",439419.404391849,120689.009263552,1.86430427861131,318730.395128297,0.861274811509463,318730.39513375
"g1111",154646.127414504,42254.2962586975,1.87180076469896,112391.831155806,0.861140175411602,112391.831171393
"g409",74499.0892118738,271187.583785875,-1.86399643363937,196688.494574002,0.860951684874596,-196688.494582834
"g1139",13348.7006244015,2334.64116710963,2.51542658463928,11014.0594572919,0.860751654100631,11014.0597445325
"g1073",8879.19394733885,1066.49057182533,3.05755750298342,7812.70337551353,0.859074472995845,7812.70397381203
"g610",60797.4540874321,217037.352710496,-1.83586053898743,156239.898623064,0.858408985997846,-156239.89863385
"g369",5366.79777885976,23368.4839124699,-2.12243070534377,18001.6861336101,0.858193568241268,-18001.6862587293
"g1074",22637.6575082277,5228.11135445134,2.11436290440437,17409.5461537764,0.856112478842899,17409.5462821694
"g2207",7498.36264068443,721.360979437826,3.37778230918742,6777.0016612466,0.856112478842899,6777.00250302097
"g1017",17723.4932407189,3788.39924667209,2.22600269752813,13935.0939940468,0.855589321434067,13935.0941718385
"g1543",6812.4334428662,537.760062557267,3.66313570908849,6274.67338030893,0.855585474688414,6274.67444957272
"g900",55670.9309258314,15125.5050431219,1.87994089304369,40545.4258827094,0.855320049238344,40545.4259262924
"g229",23789.1810888673,85200.8582695676,-1.84056235374428,61411.6771807003,0.855196953377443,-61411.6772082819
"g203",80876.834965425,283853.037199538,-1.81134573336887,202976.202234113,0.855185413140483,-202976.202242195
"g288",28482.0135512661,101537.326737142,-1.8338871354498,73055.313185876,0.855035390060009,-73055.3132088938
"g1056",37708.1600579665,9846.22622003175,1.93723396552777,27861.9338379348,0.854966148638252,27861.9339052825
"g395",1513.43099169777,10102.063563226,-2.73875522565543,8588.6325715282,0.85420064625327,-8588.63300819724
"g296",4430.62406265145,19715.5279651359,-2.15375052029945,15284.9039024845,0.85394676104016,-15284.9040542238
"g21",67310.790496366,234401.183685643,-1.80007015027768,167090.393189277,0.853842898907524,-167090.393198973
"g11371",8749.58523263483,33689.2633220345,-1.94500234778428,24939.6780893996,0.853215879366056,-24939.6781652433
"g493",27847.9278393295,97387.7453589018,-1.80617026354883,69539.8175195722,0.852454223726727,-69539.8175430282
"g355",194102.011140749,667222.787766833,-1.78135349595645,473120.776626084,0.85213109709186,-473120.776629437
"g551",3759.64971652985,17237.4172290978,-2.19687346563296,13477.7675125679,0.851934913063548,-13477.7676916129
"g210",37297.4001313661,128742.367513827,-1.7873399307363,91444.9673824605,0.851342514232959,-91444.9673999277
"g12875",9018.77256317396,34086.5636667596,-1.91820016183908,25067.7911035856,0.850507770426219,-25067.7911769765
"g1188",48631.1837371766,13494.1657488717,1.84954592112299,35137.0179883048,0.850192337282659,35137.0180369831
"g669",423317.017075044,125185.726801577,1.75766840417685,298131.290273466,0.84966148638252,298131.290278648
"g4237",705.869000080385,7118.29784299218,-3.3340599307933,6412.4288429118,0.849646099399908,-6412.42970966253
"g646",73754.3375973822,250465.762270842,-1.76381360198909,176711.42467346,0.849265271580243,-176711.424682263
"g4500",180.455210472528,5068.589246342,-4.81187154863273,4888.13403586947,0.847572703492845,-4888.13640426834
"g507",4505.39832113455,19226.9288038199,-2.09340176838976,14721.5304826853,0.847368825973227,-14721.5306315262
"g586",7217.211428788,27659.5282922412,-1.9382631285018,20442.3168634532,0.846776427142637,-20442.3169553426
"g7008",8046.70720289377,1042.4117630541,2.94847326887679,7004.29543983966,0.846045545468534,7004.29606042272
"g403",41217.5652561063,137765.901100842,-1.74088765422014,96548.3358447353,0.84538775196184,-96548.3358604305
"g957",263441.676517289,79789.1459982357,1.72321918828456,183652.530519053,0.844191414063702,183652.530527138
"g723",51141.6048419822,14782.382018132,1.79061867093946,36359.2228238502,0.843868287428835,36359.2228679424
"g454",19714.4824965954,66702.3134310771,-1.75848095882913,46987.8309344817,0.843502846591783,-46987.8309673866
"g87",15559.0277051617,53410.8109893632,-1.77937988217772,37851.7832842015,0.843214340667795,-37851.783326025
"g1256",10770.4841919045,1956.4032126617,2.46080746434609,8814.08097924282,0.842798892137252,8814.08132275981
"g1027",39201.6512474022,11081.2684532556,1.82279139105693,28120.3827941465,0.842756577935067,28120.3828532241
"g1040",43817.7154710917,12551.0790719989,1.80370286393657,31266.6363990928,0.842537313432836,31266.6364511186
"g7897",6423.60729875412,609.99648887093,3.39651085404947,5813.61080988319,0.84177950453916,5813.61180206218
"g108",5109.57432967793,20467.9907392366,-2.00209447300628,15358.4164095586,0.841760270810894,-15358.4165400533
"g690",194570.596493909,59940.1813011592,1.69869835384191,134630.41519275,0.841248653639021,134630.415203467
"g5",316426.716078408,1017948.69662624,-1.68572153558725,701521.980547836,0.840833205108478,-701521.980549861
"g538",22711.4347765977,75120.8669477152,-1.72579486278378,52409.4321711175,0.840760116941068,-52409.4321995319
"g250",154240.352438469,496410.728194888,-1.68635404141546,342170.375756419,0.840613940606247,-342170.375760574
"g1149",17831.1681729346,4293.05094716893,2.05432602233072,13538.1172257657,0.840402369595322,13538.1173816313
"g777",227694.596011806,70604.0837357137,1.68927651527575,157090.512276092,0.840025388521311,157090.512285175
"g124",27557.8037164151,90318.6084171508,-1.71256234430597,62760.8047007357,0.839683028158178,-62760.8047241011
"g958",1410295.3554671,439667.008758108,1.68151414875273,970628.346708994,0.839579166025542,970628.346710451
"g3394",13318.7909210083,45277.1900431845,-1.76532130497086,31958.3991221762,0.839486844129866,-31958.3991709327
"g626",17513.1283268532,58581.7351729829,-1.74201411419134,41068.6068461297,0.83939452223419,-41068.6068830754
"g602",118195.171889166,379050.614243957,-1.681219398261,260855.442354791,0.839206031697184,-260855.442360209
"g764",11544.1485196762,2284.47698216958,2.33722595436799,9259.67153750665,0.839079089090629,9259.67183247527
"g260",5768.58479444224,22161.5336228124,-1.94176839089253,16392.9488283702,0.838905985536236,-16392.9489433728
"g103",51280.1864677042,163992.740271195,-1.67715853708695,112712.553803491,0.838078935220803,-112712.553815969
"g6393",3618.07712046853,15535.8480759315,-2.10230593301107,11917.770955463,0.837555777811971,-11917.7711408873
"g712",281313.721284861,88505.6747734176,1.66833805743719,192808.046511443,0.837471149407601,192808.046518661
"g950",201275.35500456,63382.447671745,1.66701525427857,137892.907332815,0.837067241114018,137892.907342891
"g455",8288.97580037898,29449.386410902,-1.82897181922254,21160.410610523,0.836594091398677,-21160.4106895654
"g1163",25110.1929887353,6886.53930856918,1.86642204388116,18223.6536801661,0.836178642868134,18223.6537757433
"g1171",61306.9160352303,18739.3329262027,1.70998023602793,42567.5831090276,0.836063240498538,42567.5831433734
"g789",39502.7422615607,11685.2452399337,1.75726479548083,27817.497021627,0.835659332204955,27817.4970771313
"g991",29478.0066742609,8369.39261539687,1.81644413932743,21108.6140588641,0.835420833974458,21108.6141370186
"g1141",59001.8748937248,18134.3528558257,1.70203553742706,40867.5220378991,0.834397599630712,40867.522073342
"g417",28720.2941882989,91463.3551174826,-1.67112331490109,62743.0609291837,0.834266810278504,-62743.0609514383
"g4",42760.9059511973,134587.49834304,-1.65418008205257,91826.5923918431,0.833339744576089,-91826.5924067425
"g1192",12849.2085777345,2850.32898829327,2.17247915058865,9998.87958944119,0.832901215571626,9998.87982545091
"g44",7043.73514910723,25173.3912866127,-1.83748701665651,18129.6561375054,0.832778119710725,-18129.6562306224
"g492",1963.07353270943,10124.1358045996,-2.3666126455958,8161.06227189016,0.831820280043084,-8161.06261503515
"g1128",16926.8981403457,4273.98855689171,1.98566267264594,12652.909583454,0.831781812586552,12652.9097392623
"g3192",13829.2498589195,45102.6186795932,-1.70548829708495,31273.3688206736,0.831716417910448,-31273.3688671779
"g186",142195.714882013,436533.753766753,-1.61821522108799,294338.03888474,0.830720110786275,-294338.038889189
"g589",3116.59109357526,13470.0869401005,-2.11171837600445,10353.4958465252,0.830358516694876,-10353.4960618802
"g647",74457.2156271233,228265.100583777,-1.61622673114702,153807.884956653,0.830158485920911,-153807.884965145
"g1007",74551.9296878686,23782.8400800746,1.64832468746655,50769.0896077939,0.829862286505616,50769.0896345521
"g150",1373.85237586267,8266.05439442038,-2.58897186632014,6892.20201855771,0.829523772888137,-6892.20250481559
"g1224",27514.9331415515,8020.24988821416,1.77849573029719,19494.6832533373,0.828454377596553,19494.6833344632
"g755",83977.4742171905,27201.0276418892,1.6263412401809,56776.4465753013,0.82812355747038,56776.4465985943
"g1235",12327.782748579,2796.15166855803,2.14039882024511,9531.63108002101,0.827261886444068,9531.63132034226
"g9663",743.754624378485,6258.48371311983,-3.07291452904729,5514.72908874135,0.827123403600554,-5514.72994488522
"g389",2497.46023333526,11395.2962509803,-2.18990482027067,8897.83601764503,0.826384828435144,-8897.83628713095
"g5960",15841.1759071712,4031.1939017819,1.97440034807773,11809.9820053893,0.826123249730728,11809.9821704301
"g1283",33737.1484374578,10305.7301540825,1.71089131549452,23431.4182833753,0.825296199415295,23431.4183458373
"g12141",7457.486046047,1161.80252321141,2.68232450485738,6295.68352283559,0.825296199415295,6295.68409424809
