"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Benjamini et al. 1995) < 0.05)"
g1	6217	10626	-0.773308133935625	-0.773308133935625	0	0	0	TRUE
g2	2394	3386	-0.500158820952141	-0.500158820952141	0	0	0	TRUE
g3	19260	21598	-0.16529002014844	-0.16529002014844	0	0	0	TRUE
g4	12335	15844	-0.361178890717133	-0.361178890717133	0	0	0	TRUE
g8	1702	168	3.3406978989072	3.3406978989072	0	0	0	TRUE
g9	4852	2385	1.02459028422764	1.02459028422764	0	0	0	TRUE
g10	2054	5355	-1.38245039331942	-1.38245039331942	0	0	0	TRUE
g11	26748	30084	-0.169565379574186	-0.169565379574186	0	0	0	TRUE
g14	36170	48841	-0.433299141239727	-0.433299141239727	0	0	0	TRUE
g16	280	559	-0.997421455898223	-0.997421455898223	0	0	0	TRUE
g17	5811	4291	0.437472553576026	0.437472553576026	0	0	0	TRUE
g19	4887	2439	1.00265934645049	1.00265934645049	0	0	0	TRUE
g21	8848	16407	-0.890888177246739	-0.890888177246739	0	0	0	TRUE
g25	195	1198	-2.61908187903918	-2.61908187903918	0	0	0	TRUE
g27	1676	1209	0.471207904450228	0.471207904450228	0	0	0	TRUE
g28	3871	1826	1.08401954230809	1.08401954230809	0	0	0	TRUE
g29	99	794	-3.00363857706335	-3.00363857706335	0	0	0	TRUE
g30	34	201	-2.56358884992859	-2.56358884992859	0	0	0	TRUE
g32	6363	8472	-0.412995467740625	-0.412995467740625	0	0	0	TRUE
g36	21	182	-3.11547721741994	-3.11547721741994	0	0	0	TRUE
g37	2136	1512	0.498453507466483	0.498453507466483	0	0	0	TRUE
g38	505	56	3.17278465558155	3.17278465558155	0	0	0	TRUE
g40	16355	26786	-0.711747397682617	-0.711747397682617	0	0	0	TRUE
g41	46379	20973	1.14493847286258	1.14493847286258	0	0	0	TRUE
g43	314	1451	-2.20821105517512	-2.20821105517512	0	0	0	TRUE
g45	50818	135298	-1.41272901056546	-1.41272901056546	0	0	0	TRUE
g46	10833	21166	-0.966315825113821	-0.966315825113821	0	0	0	TRUE
g48	6687	11882	-0.829346671218252	-0.829346671218252	0	0	0	TRUE
g49	560	238	1.23446525363702	1.23446525363702	0	0	0	TRUE
g50	781	1782	-1.19010288337994	-1.19010288337994	0	0	0	TRUE
g52	14257	19087	-0.420919927338144	-0.420919927338144	0	0	0	TRUE
g53	10948	22364	-1.0305109102643	-1.0305109102643	0	0	0	TRUE
g54	10814	12876	-0.251784220395679	-0.251784220395679	0	0	0	TRUE
g57	5698	16797	-1.5596760591103	-1.5596760591103	0	0	0	TRUE
g59	8682	11865	-0.45061277282843	-0.45061277282843	0	0	0	TRUE
g61	8335	2997	1.4756631153602	1.4756631153602	0	0	0	TRUE
g63	35925	33562	0.0981594664082088	0.0981594664082088	0	0	0	TRUE
g64	5626	6670	-0.245577208757247	-0.245577208757247	0	0	0	TRUE
